Timestamp;Name;Position;Rotation;Grabbed;Hand
0;Right Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Left Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Metal Cube;(-0.11, 0.56, 5.65);(0.00, 0.00, 0.00);False;
4,122636;Right Controller;(0.22, 0.68, 5.49);(346.24, 328.20, 337.94)
4,122636;Left Controller;(-0.01, 0.68, 5.37);(341.99, 329.92, 352.20)
4,122636;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
4,624035;Right Hand Presence Physics;(0.21, 0.68, 5.49);(346.27, 327.78, 339.06)
4,624035;Left Hand Presence Physics;(-0.06, 0.67, 5.54);(356.66, 331.25, 340.52)
4,624035;Right Controller;(0.21, 0.68, 5.49);(346.25, 327.79, 339.04)
4,624035;Left Controller;(-0.06, 0.67, 5.54);(357.96, 331.32, 340.38)
4,624035;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
4,721889;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);True;Left Hand
5,125234;Right Hand Presence Physics;(0.22, 0.68, 5.49);(346.05, 327.48, 337.20)
5,125234;Left Hand Presence Physics;(-0.03, 0.71, 5.45);(355.92, 351.61, 53.05)
5,125234;Right Controller;(0.22, 0.68, 5.49);(346.04, 327.48, 337.22)
5,125234;Left Controller;(-0.03, 0.72, 5.45);(354.95, 351.78, 55.20)
5,125234;Metal Cube;(-0.01, 0.69, 5.53);(327.61, 357.95, 66.85);True;Left Hand
5,62685;Right Hand Presence Physics;(0.21, 0.68, 5.49);(345.65, 327.45, 338.87)
5,62685;Left Hand Presence Physics;(-0.01, 0.68, 5.40);(356.48, 345.43, 29.62)
5,62685;Right Controller;(0.21, 0.68, 5.49);(345.64, 327.45, 338.89)
5,62685;Left Controller;(-0.01, 0.68, 5.40);(356.62, 345.67, 29.94)
5,62685;Metal Cube;(-0.01, 0.64, 5.48);(332.60, 3.11, 41.45);True;Left Hand
6,128129;Right Hand Presence Physics;(0.21, 0.68, 5.49);(345.93, 327.01, 339.29)
6,128129;Left Hand Presence Physics;(0.02, 0.59, 5.44);(5.35, 339.07, 332.99)
6,128129;Right Controller;(0.21, 0.68, 5.49);(345.94, 327.02, 339.27)
6,128129;Left Controller;(0.02, 0.58, 5.44);(6.27, 339.22, 333.28)
6,128129;Metal Cube;(-0.04, 0.55, 5.49);(358.62, 5.94, 352.51);True;Left Hand
6,629504;Right Hand Presence Physics;(0.21, 0.68, 5.49);(346.25, 326.18, 338.89)
6,629504;Left Hand Presence Physics;(0.01, 0.67, 5.41);(351.85, 342.36, 355.83)
6,629504;Right Controller;(0.21, 0.68, 5.49);(346.25, 326.18, 338.89)
6,629504;Left Controller;(0.01, 0.68, 5.41);(350.27, 342.68, 357.36)
6,629504;Metal Cube;(-0.02, 0.63, 5.49);(342.17, 10.47, 5.36);True;Left Hand
7,130816;Right Hand Presence Physics;(0.21, 0.68, 5.49);(345.93, 325.96, 338.69)
7,130816;Left Hand Presence Physics;(0.07, 0.66, 5.37);(11.61, 17.34, 347.38)
7,130816;Right Controller;(0.21, 0.68, 5.49);(345.92, 325.96, 338.66)
7,130816;Left Controller;(0.08, 0.66, 5.37);(13.26, 18.26, 345.41)
7,130816;Metal Cube;(0.08, 0.60, 5.43);(3.50, 45.49, 7.18);True;Left Hand
7,283818;Metal Cube;(-0.10, 0.76, 5.43);(324.57, 354.47, 6.52);False;
7,631953;Right Hand Presence Physics;(0.21, 0.68, 5.48);(344.92, 324.34, 339.51)
7,631953;Left Hand Presence Physics;(-0.10, 0.76, 5.30);(339.84, 300.50, 32.30)
7,631953;Right Controller;(0.21, 0.68, 5.48);(344.93, 324.35, 339.51)
7,631953;Left Controller;(-0.10, 0.76, 5.30);(339.99, 301.30, 31.81)
7,631953;Metal Cube;(-0.46, 0.44, 5.33);(308.86, 266.16, 55.99);False;
8,133368;Right Hand Presence Physics;(0.48, 0.68, 4.93);(345.52, 324.23, 339.55)
8,133368;Left Hand Presence Physics;(0.19, 0.77, 4.75);(332.22, 305.25, 26.22)
8,133368;Right Controller;(0.48, 0.68, 4.90);(345.52, 324.23, 339.55)
8,133368;Left Controller;(0.19, 0.77, 4.72);(331.91, 305.02, 26.25)
8,133368;Metal Cube;(-0.62, 0.05, 5.27);(0.00, 337.79, 180.00);False;
8,63448;Right Hand Presence Physics;(-0.47, 0.68, 4.20);(345.13, 324.20, 339.66)
8,63448;Left Hand Presence Physics;(-0.76, 0.77, 4.01);(331.52, 304.98, 25.82)
8,63448;Right Controller;(-0.50, 0.68, 4.18);(345.13, 324.19, 339.65)
8,63448;Left Controller;(-0.80, 0.77, 4.00);(331.52, 304.99, 25.82)
8,63448;Metal Cube;(-0.62, 0.05, 5.27);(0.00, 337.79, 180.00);False;
9,135921;Right Hand Presence Physics;(-1.21, 0.68, 4.07);(345.29, 324.01, 340.11)
9,135921;Left Hand Presence Physics;(-1.54, 0.81, 3.93);(316.99, 308.67, 322.19)
9,135921;Right Controller;(-1.21, 0.68, 4.07);(345.30, 324.00, 340.12)
9,135921;Left Controller;(-1.54, 0.81, 3.93);(315.98, 308.65, 318.29)
9,135921;Metal Cube;(-0.62, 0.05, 5.27);(0.00, 337.79, 180.00);False;
9,442122;Right Hand Presence Physics;(-1.21, 0.68, 4.07);(345.03, 323.97, 340.25)
9,442122;Left Hand Presence Physics;(-1.71, 0.59, 3.95);(343.01, 313.87, 268.42)
9,442122;Right Controller;(-0.23, 0.69, 0.60);(339.16, 331.00, 343.89)
9,442122;Left Controller;(-0.45, 0.69, 0.46);(340.59, 327.08, 14.14)
9,943407;Right Hand Presence Physics;(-0.13, 0.69, 1.17);(341.55, 333.00, 339.48)
9,943407;Left Hand Presence Physics;(-0.35, 0.69, 1.03);(341.40, 327.56, 10.80)
9,943407;Right Controller;(-0.12, 0.69, 1.21);(341.58, 333.06, 339.41)
9,943407;Left Controller;(-0.34, 0.69, 1.06);(341.41, 327.55, 10.80)
9,943407;Sponge Cube;(-0.12, 0.55, 5.65);(270.02, 0.00, 0.00);False;
10,44469;Right Hand Presence Physics;(0.19, 0.69, 2.38);(342.41, 334.49, 338.06)
10,44469;Left Hand Presence Physics;(-0.04, 0.69, 2.24);(342.94, 328.20, 9.62)
10,44469;Right Controller;(0.19, 0.69, 2.42);(342.41, 334.49, 338.06)
10,44469;Left Controller;(-0.04, 0.69, 2.27);(342.96, 328.18, 9.60)
10,44469;Sponge Cube;(-0.12, 0.55, 5.65);(270.02, 0.00, 0.00);False;
10,94611;Right Hand Presence Physics;(0.32, 0.69, 3.63);(342.81, 334.70, 337.82)
10,94611;Left Hand Presence Physics;(0.09, 0.68, 3.48);(344.18, 327.91, 7.79)
10,94611;Right Controller;(0.32, 0.69, 3.66);(342.81, 334.69, 337.81)
10,94611;Left Controller;(0.09, 0.68, 3.52);(344.18, 327.91, 7.80)
10,94611;Sponge Cube;(-0.12, 0.55, 5.65);(270.02, 0.00, 0.00);False;
11,44737;Right Hand Presence Physics;(0.34, 0.69, 4.88);(342.84, 334.26, 338.10)
11,44737;Left Hand Presence Physics;(0.11, 0.68, 4.74);(344.77, 327.64, 7.69)
11,44737;Right Controller;(0.34, 0.69, 4.91);(342.84, 334.26, 338.11)
11,44737;Left Controller;(0.11, 0.68, 4.77);(344.78, 327.64, 7.69)
11,44737;Sponge Cube;(-0.12, 0.55, 5.65);(270.02, 0.00, 0.00);False;
11,94826;Right Hand Presence Physics;(0.31, 0.69, 5.31);(342.95, 333.60, 338.35)
11,94826;Left Hand Presence Physics;(0.08, 0.68, 5.17);(345.72, 327.14, 8.59)
11,94826;Right Controller;(0.30, 0.69, 5.32);(342.95, 333.59, 338.35)
11,94826;Left Controller;(0.07, 0.68, 5.18);(345.71, 327.16, 8.60)
11,94826;Sponge Cube;(-0.12, 0.55, 5.65);(270.02, 0.00, 0.00);False;
12,44927;Right Hand Presence Physics;(0.23, 0.69, 5.64);(342.86, 333.76, 338.12)
12,44927;Left Hand Presence Physics;(-0.04, 0.71, 5.55);(343.81, 323.73, 356.13)
12,44927;Right Controller;(0.23, 0.69, 5.64);(342.86, 333.78, 338.11)
12,44927;Left Controller;(-0.04, 0.71, 5.56);(343.53, 323.03, 354.91)
12,44927;Sponge Cube;(-0.12, 0.55, 5.65);(270.02, 0.00, 0.00);False;
12,75571;Sponge Cube;(-0.12, 0.55, 5.65);(270.03, 359.98, 0.00);True;Left Hand
12,95069;Right Hand Presence Physics;(0.23, 0.68, 5.64);(343.00, 333.37, 337.82)
12,95069;Left Hand Presence Physics;(-0.09, 0.65, 5.56);(354.53, 317.73, 353.96)
12,95069;Right Controller;(0.23, 0.69, 5.64);(343.00, 333.36, 337.83)
12,95069;Left Controller;(-0.09, 0.65, 5.56);(354.58, 318.05, 354.46)
12,95069;Sponge Cube;(-0.10, 0.61, 5.62);(277.22, 206.76, 156.90);True;Left Hand
13,45186;Right Hand Presence Physics;(0.45, 0.69, 5.38);(342.12, 330.83, 338.77)
13,45186;Left Hand Presence Physics;(0.21, 0.71, 5.25);(348.64, 335.39, 24.04)
13,45186;Right Controller;(0.47, 0.69, 5.35);(342.10, 330.75, 338.79)
13,45186;Left Controller;(0.23, 0.71, 5.22);(348.34, 335.60, 24.10)
13,45186;Sponge Cube;(0.23, 0.69, 5.31);(307.48, 235.10, 150.45);True;Left Hand
13,9534;Right Hand Presence Physics;(0.38, 0.75, 5.30);(340.40, 312.42, 6.91)
13,9534;Left Hand Presence Physics;(0.27, 0.72, 5.23);(342.63, 339.98, 8.15)
13,9534;Right Controller;(0.38, 0.75, 5.29);(340.03, 312.53, 6.79)
13,9534;Left Controller;(0.27, 0.72, 5.23);(342.63, 339.94, 8.14)
13,9534;Sponge Cube;(0.29, 0.69, 5.29);(295.16, 217.07, 172.09);True;Left Hand
14,45417;Right Hand Presence Physics;(0.42, 0.77, 5.33);(338.12, 320.56, 3.27)
14,45417;Left Hand Presence Physics;(0.26, 0.72, 5.22);(342.22, 339.30, 9.05)
14,45417;Right Controller;(0.43, 0.77, 5.33);(338.05, 321.04, 3.09)
14,45417;Left Controller;(0.26, 0.72, 5.22);(342.22, 339.30, 9.06)
14,45417;Sponge Cube;(0.28, 0.70, 5.29);(296.10, 216.93, 171.80);True;Left Hand
14,95539;Right Hand Presence Physics;(0.37, 0.78, 5.29);(339.22, 308.38, 22.19)
14,95539;Left Hand Presence Physics;(0.27, 0.72, 5.23);(341.45, 341.00, 5.00)
14,95539;Right Controller;(0.37, 0.78, 5.29);(339.44, 308.07, 22.38)
14,95539;Left Controller;(0.27, 0.72, 5.23);(341.45, 341.00, 5.00)
14,95539;Sponge Cube;(0.29, 0.69, 5.29);(293.47, 211.21, 178.57);True;Left Hand
15,45657;Right Hand Presence Physics;(0.41, 0.81, 5.33);(336.21, 317.05, 23.88)
15,45657;Left Hand Presence Physics;(0.27, 0.72, 5.22);(340.92, 341.30, 4.15)
15,45657;Right Controller;(0.41, 0.81, 5.33);(336.35, 316.65, 24.28)
15,45657;Left Controller;(0.27, 0.72, 5.22);(340.88, 341.33, 4.15)
15,45657;Sponge Cube;(0.29, 0.69, 5.29);(293.19, 208.94, 181.07);True;Left Hand
15,95788;Right Hand Presence Physics;(0.38, 0.80, 5.31);(337.16, 309.12, 44.25)
15,95788;Left Hand Presence Physics;(0.27, 0.72, 5.23);(340.98, 341.80, 3.77)
15,95788;Right Controller;(0.38, 0.80, 5.32);(336.85, 309.54, 44.12)
15,95788;Left Controller;(0.27, 0.72, 5.23);(340.97, 341.81, 3.80)
15,95788;Sponge Cube;(0.29, 0.69, 5.29);(292.88, 208.86, 181.56);True;Left Hand
16,45904;Right Hand Presence Physics;(0.39, 0.80, 5.31);(340.58, 306.22, 40.87)
16,45904;Left Hand Presence Physics;(0.28, 0.72, 5.22);(340.79, 341.81, 4.03)
16,45904;Right Controller;(0.39, 0.80, 5.31);(340.84, 305.90, 40.84)
16,45904;Left Controller;(0.28, 0.72, 5.22);(340.80, 341.81, 4.03)
16,45904;Sponge Cube;(0.29, 0.69, 5.29);(293.19, 209.02, 181.50);True;Left Hand
16,96051;Right Hand Presence Physics;(0.37, 0.76, 5.28);(341.35, 310.46, 40.28)
16,96051;Left Hand Presence Physics;(0.27, 0.72, 5.22);(340.74, 341.61, 4.21)
16,96051;Right Controller;(0.37, 0.76, 5.28);(345.64, 301.25, 42.99)
16,96051;Left Controller;(0.27, 0.72, 5.22);(340.74, 341.61, 4.21)
16,96051;Sponge Cube;(0.29, 0.69, 5.29);(293.84, 209.13, 182.04);True;Left Hand
17,46147;Right Hand Presence Physics;(0.37, 0.77, 5.28);(338.99, 312.65, 27.40)
17,46147;Left Hand Presence Physics;(0.27, 0.72, 5.22);(340.70, 341.45, 4.68)
17,46147;Right Controller;(0.36, 0.76, 5.27);(344.10, 300.21, 33.81)
17,46147;Left Controller;(0.27, 0.72, 5.22);(340.70, 341.44, 4.68)
17,46147;Sponge Cube;(0.29, 0.70, 5.29);(294.14, 209.73, 181.00);True;Left Hand
17,48915;Sponge Cube;(0.29, 0.70, 5.29);(294.22, 210.78, 179.64);True;Right Hand
17,96254;Right Hand Presence Physics;(0.43, 0.81, 5.33);(337.04, 313.24, 20.38)
17,96254;Left Hand Presence Physics;(0.27, 0.72, 5.22);(340.42, 341.13, 5.09)
17,96254;Right Controller;(0.43, 0.81, 5.33);(337.08, 313.29, 19.99)
17,96254;Left Controller;(0.27, 0.72, 5.22);(340.43, 341.12, 5.12)
17,96254;Sponge Cube;(0.30, 0.70, 5.29);(296.90, 211.57, 183.21);True;Right Hand
18,11585;Sponge Cube;(0.30, 0.70, 5.29);(294.65, 209.92, 184.73);False;
18,43578;Sponge Cube;(0.30, 0.70, 5.29);(294.86, 210.05, 184.73);True;Right Hand
18,46448;Right Hand Presence Physics;(0.36, 0.76, 5.28);(342.55, 303.02, 23.93)
18,46448;Left Hand Presence Physics;(0.27, 0.72, 5.22);(340.22, 341.51, 5.30)
18,46448;Right Controller;(0.36, 0.76, 5.28);(342.55, 303.02, 23.92)
18,46448;Left Controller;(0.27, 0.72, 5.22);(340.22, 341.54, 5.28)
18,46448;Sponge Cube;(0.30, 0.70, 5.29);(294.99, 210.15, 184.28);True;Right Hand
18,96547;Right Hand Presence Physics;(0.43, 0.81, 5.35);(336.95, 316.75, 2.29)
18,96547;Left Hand Presence Physics;(0.27, 0.72, 5.22);(340.09, 341.37, 5.63)
18,96547;Right Controller;(0.43, 0.81, 5.36);(336.68, 317.76, 0.81)
18,96547;Left Controller;(0.27, 0.72, 5.22);(340.11, 341.34, 5.66)
18,96547;Sponge Cube;(0.29, 0.70, 5.29);(298.42, 212.25, 178.04);True;Right Hand
19,28513;Sponge Cube;(0.29, 0.70, 5.29);(298.33, 212.81, 177.91);False;
19,46642;Right Hand Presence Physics;(0.37, 0.76, 5.30);(342.06, 305.97, 14.35)
19,46642;Left Hand Presence Physics;(0.27, 0.72, 5.22);(340.35, 341.60, 6.56)
19,46642;Right Controller;(0.36, 0.76, 5.30);(342.31, 305.32, 14.41)
19,46642;Left Controller;(0.27, 0.72, 5.22);(340.35, 341.60, 6.57)
19,46642;Sponge Cube;(0.30, 0.70, 5.29);(298.72, 214.02, 176.93);False;
19,67475;Sponge Cube;(0.29, 0.71, 5.29);(301.57, 203.95, 182.07);True;Right Hand
19,96797;Right Hand Presence Physics;(0.37, 0.78, 5.31);(338.32, 307.10, 6.45)
19,96797;Left Hand Presence Physics;(0.27, 0.72, 5.22);(340.18, 341.67, 7.93)
19,96797;Right Controller;(0.38, 0.78, 5.31);(338.08, 307.43, 5.66)
19,96797;Left Controller;(0.27, 0.72, 5.22);(340.18, 341.66, 7.93)
19,96797;Sponge Cube;(0.30, 0.71, 5.29);(304.78, 218.64, 175.88);True;Right Hand
20,46844;Right Hand Presence Physics;(0.41, 0.80, 5.34);(336.07, 314.13, 358.01)
20,46844;Left Hand Presence Physics;(0.27, 0.73, 5.22);(339.94, 341.47, 8.42)
20,46844;Right Controller;(0.41, 0.80, 5.34);(336.67, 313.88, 358.58)
20,46844;Left Controller;(0.27, 0.73, 5.22);(339.91, 341.46, 8.43)
20,46844;Sponge Cube;(0.30, 0.72, 5.29);(306.34, 219.13, 176.35);True;Right Hand
20,49654;Sponge Cube;(0.30, 0.71, 5.29);(305.38, 218.60, 176.20);False;
20,96972;Right Hand Presence Physics;(0.36, 0.77, 5.28);(336.04, 305.17, 17.52)
20,96972;Left Hand Presence Physics;(0.27, 0.72, 5.22);(339.81, 341.64, 8.02)
20,96972;Right Controller;(0.36, 0.77, 5.28);(336.28, 305.00, 17.95)
20,96972;Left Controller;(0.27, 0.73, 5.22);(339.84, 341.62, 8.00)
20,96972;Sponge Cube;(0.30, 0.71, 5.29);(305.03, 218.24, 176.66);False;
21,06682;Sponge Cube;(0.29, 0.71, 5.28);(301.35, 223.77, 177.45);True;Right Hand
21,47077;Right Hand Presence Physics;(0.45, 0.84, 5.33);(324.97, 324.11, 359.83)
21,47077;Left Hand Presence Physics;(0.27, 0.72, 5.22);(339.75, 341.15, 8.22)
21,47077;Right Controller;(0.46, 0.84, 5.34);(324.44, 325.62, 357.93)
21,47077;Left Controller;(0.27, 0.73, 5.22);(339.76, 341.13, 8.19)
21,47077;Sponge Cube;(0.30, 0.72, 5.29);(313.07, 221.61, 173.13);True;Right Hand
21,70763;Sponge Cube;(0.30, 0.72, 5.29);(313.98, 222.43, 172.85);False;
21,97211;Right Hand Presence Physics;(0.38, 0.81, 5.26);(328.59, 303.17, 25.01)
21,97211;Left Hand Presence Physics;(0.28, 0.73, 5.22);(337.62, 341.31, 358.43)
21,97211;Right Controller;(0.37, 0.81, 5.26);(328.72, 302.48, 25.67)
21,97211;Left Controller;(0.28, 0.73, 5.22);(337.53, 341.26, 357.84)
21,97211;Sponge Cube;(0.30, 0.72, 5.29);(307.95, 210.77, 183.35);False;
22,19501;Sponge Cube;(0.30, 0.73, 5.29);(307.21, 206.20, 188.47);True;Right Hand
22,47323;Right Hand Presence Physics;(0.39, 0.80, 5.29);(328.59, 311.17, 13.61)
22,47323;Left Hand Presence Physics;(0.28, 0.73, 5.22);(335.89, 342.02, 357.24)
22,47323;Right Controller;(0.40, 0.81, 5.30);(328.40, 312.05, 12.41)
22,47323;Left Controller;(0.28, 0.73, 5.22);(335.86, 342.00, 357.25)
22,47323;Sponge Cube;(0.30, 0.72, 5.28);(303.78, 204.46, 188.73);True;Right Hand
22,80737;Sponge Cube;(0.30, 0.72, 5.28);(301.58, 203.77, 190.47);False;
22,9743;Right Hand Presence Physics;(0.42, 0.81, 5.32);(334.76, 309.35, 355.69)
22,9743;Left Hand Presence Physics;(0.30, 0.75, 5.21);(330.89, 347.29, 344.91)
22,9743;Right Controller;(0.42, 0.81, 5.32);(335.46, 307.95, 355.34)
22,9743;Left Controller;(0.30, 0.75, 5.21);(330.41, 348.06, 343.17)
22,9743;Sponge Cube;(0.32, 0.73, 5.28);(300.27, 181.69, 214.66);False;
23,47552;Sponge Cube;(0.35, 0.72, 5.26);(307.55, 142.78, 254.74);True;Right Hand
23,47552;Right Hand Presence Physics;(0.38, 0.79, 5.29);(342.68, 288.34, 13.05)
23,47552;Left Hand Presence Physics;(0.34, 0.74, 5.20);(330.34, 3.05, 319.87)
23,47552;Right Controller;(0.38, 0.79, 5.29);(343.74, 286.96, 13.17)
23,47552;Left Controller;(0.34, 0.74, 5.20);(330.36, 3.10, 319.66)
23,47552;Sponge Cube;(0.35, 0.72, 5.26);(307.55, 142.78, 254.74);True;Right Hand
23,97678;Right Hand Presence Physics;(0.50, 0.86, 5.39);(325.92, 324.56, 335.32)
23,97678;Left Hand Presence Physics;(0.34, 0.74, 5.20);(329.76, 2.87, 319.74)
23,97678;Right Controller;(0.51, 0.86, 5.39);(325.73, 325.42, 334.33)
23,97678;Left Controller;(0.34, 0.74, 5.20);(329.77, 2.90, 319.70)
23,97678;Sponge Cube;(0.37, 0.72, 5.27);(312.94, 160.17, 260.21);True;Right Hand
24,11601;Sponge Cube;(0.37, 0.73, 5.27);(313.65, 162.22, 257.50);False;
24,47804;Right Hand Presence Physics;(0.39, 0.79, 5.26);(337.18, 286.31, 23.42)
24,47804;Left Hand Presence Physics;(0.34, 0.74, 5.20);(330.50, 3.60, 320.77)
24,47804;Right Controller;(0.39, 0.79, 5.26);(337.11, 286.47, 23.54)
24,47804;Left Controller;(0.34, 0.74, 5.20);(330.51, 3.60, 320.75)
24,47804;Sponge Cube;(0.37, 0.72, 5.27);(312.78, 163.33, 257.15);False;
24,50597;Sponge Cube;(0.37, 0.72, 5.27);(312.78, 163.32, 257.16);True;Right Hand
24,97908;Right Hand Presence Physics;(0.54, 0.88, 5.37);(318.77, 329.32, 334.12)
24,97908;Left Hand Presence Physics;(0.34, 0.74, 5.20);(330.00, 3.11, 321.43)
24,97908;Right Controller;(0.54, 0.88, 5.37);(318.86, 328.77, 334.25)
24,97908;Left Controller;(0.34, 0.74, 5.20);(329.98, 3.11, 321.47)
24,97908;Sponge Cube;(0.38, 0.72, 5.26);(316.24, 170.38, 264.87);True;Right Hand
25,04869;Sponge Cube;(0.38, 0.73, 5.26);(316.31, 170.69, 263.42);False;
25,48037;Right Hand Presence Physics;(0.42, 0.81, 5.27);(320.81, 296.70, 15.51)
25,48037;Left Hand Presence Physics;(0.34, 0.74, 5.20);(330.23, 2.96, 322.16)
25,48037;Right Controller;(0.41, 0.80, 5.27);(338.22, 293.69, 22.66)
25,48037;Left Controller;(0.34, 0.74, 5.20);(330.23, 2.94, 322.19)
25,48037;Sponge Cube;(0.38, 0.72, 5.26);(314.33, 169.44, 264.12);False;
25,98151;Right Hand Presence Physics;(0.50, 0.86, 5.33);(325.41, 313.59, 355.99)
25,98151;Left Hand Presence Physics;(0.34, 0.74, 5.20);(329.93, 2.70, 322.50)
25,98151;Right Controller;(0.49, 0.86, 5.33);(326.25, 311.01, 359.69)
25,98151;Left Controller;(0.34, 0.74, 5.20);(329.93, 2.69, 322.49)
25,98151;Sponge Cube;(0.38, 0.73, 5.26);(316.22, 171.23, 262.55);False;
26,48333;Right Hand Presence Physics;(0.46, 0.82, 5.30);(334.36, 303.24, 19.04)
26,48333;Left Hand Presence Physics;(0.34, 0.74, 5.20);(329.90, 2.49, 322.46)
26,48333;Right Controller;(0.46, 0.83, 5.30);(333.92, 304.52, 18.34)
26,48333;Left Controller;(0.34, 0.74, 5.20);(329.87, 2.45, 322.49)
26,48333;Sponge Cube;(0.38, 0.73, 5.26);(316.26, 170.98, 262.59);False;
26,98406;Right Hand Presence Physics;(0.44, 0.80, 5.26);(341.25, 292.22, 28.20)
26,98406;Left Hand Presence Physics;(0.34, 0.74, 5.20);(329.84, 2.53, 322.32)
26,98406;Right Controller;(0.44, 0.80, 5.26);(342.02, 291.88, 28.91)
26,98406;Left Controller;(0.34, 0.74, 5.20);(329.84, 2.53, 322.31)
26,98406;Sponge Cube;(0.38, 0.73, 5.26);(316.33, 170.84, 262.75);False;
27,48495;Right Hand Presence Physics;(0.48, 0.85, 5.31);(330.58, 309.71, 14.93)
27,48495;Left Hand Presence Physics;(0.34, 0.74, 5.20);(329.57, 2.26, 322.54)
27,48495;Right Controller;(0.48, 0.85, 5.32);(329.70, 311.01, 13.48)
27,48495;Left Controller;(0.34, 0.75, 5.20);(329.57, 2.26, 322.54)
27,48495;Sponge Cube;(0.37, 0.73, 5.26);(316.53, 170.93, 262.42);False;
27,98628;Right Hand Presence Physics;(0.45, 0.79, 5.29);(338.37, 294.87, 21.41)
27,98628;Left Hand Presence Physics;(0.33, 0.75, 5.20);(328.66, 1.69, 329.96)
