Timestamp;Name;Position;Rotation;Grabbed;Hand
0;Right Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Left Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Metal Cube;(-0.11, 0.56, 5.65);(0.00, 0.00, 0.00);False;
2,668024;Left Hand Presence Physics;(-0.16, 0.68, 2.36);(339.90, 14.61, 19.63)
2,668024;Right Controller;(0.07, 0.75, 2.36);(337.07, 1.05, 335.05)
2,668024;Left Controller;(-0.16, 0.68, 2.40);(339.91, 14.61, 19.64)
2,668024;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
3,170016;Right Hand Presence Physics;(0.07, 0.74, 3.58);(336.92, 0.71, 335.39)
3,170016;Left Hand Presence Physics;(-0.16, 0.68, 3.62);(340.43, 13.80, 19.57)
3,170016;Right Controller;(0.07, 0.74, 3.61);(336.92, 0.72, 335.39)
3,170016;Left Controller;(-0.16, 0.68, 3.65);(340.46, 13.77, 19.58)
3,170016;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
3,671543;Right Hand Presence Physics;(0.06, 0.75, 4.83);(336.82, 0.82, 335.28)
3,671543;Left Hand Presence Physics;(-0.17, 0.68, 4.87);(340.85, 11.35, 19.14)
3,671543;Right Controller;(0.06, 0.75, 4.86);(336.80, 0.86, 335.29)
3,671543;Left Controller;(-0.17, 0.68, 4.91);(340.87, 11.32, 19.16)
3,671543;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
4,173282;Right Hand Presence Physics;(0.07, 0.75, 5.32);(335.77, 2.12, 334.55)
4,173282;Left Hand Presence Physics;(-0.14, 0.69, 5.46);(353.55, 3.56, 357.78)
4,173282;Right Controller;(0.07, 0.75, 5.32);(335.77, 2.13, 334.55)
4,173282;Left Controller;(-0.14, 0.69, 5.46);(353.71, 3.58, 357.48)
4,173282;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
4,674592;Right Hand Presence Physics;(0.07, 0.75, 5.32);(335.57, 2.75, 334.08)
4,674592;Left Hand Presence Physics;(-0.14, 0.68, 5.54);(0.61, 358.07, 349.24)
4,674592;Right Controller;(0.07, 0.75, 5.32);(335.57, 2.76, 334.07)
4,674592;Left Controller;(-0.14, 0.68, 5.54);(0.82, 357.94, 348.91)
4,674592;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
4,717288;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);True;Left Hand
5,17572;Right Hand Presence Physics;(0.08, 0.75, 5.32);(335.50, 2.69, 334.12)
5,17572;Left Hand Presence Physics;(-0.14, 0.69, 5.51);(358.89, 359.50, 353.77)
5,17572;Right Controller;(0.08, 0.75, 5.32);(335.50, 2.68, 334.12)
5,17572;Left Controller;(-0.14, 0.69, 5.51);(358.78, 359.67, 354.06)
5,17572;Metal Cube;(-0.18, 2.44, 4.14);(359.07, 359.90, 1.97);True;Left Hand
5,384815;Metal Cube;(-0.17, 3.33, 3.39);(358.44, 359.66, 1.46);False;
5,677149;Right Hand Presence Physics;(0.07, 0.75, 5.32);(335.63, 2.36, 334.47)
5,677149;Left Hand Presence Physics;(-0.15, 0.71, 5.45);(349.30, 3.07, 3.85)
5,677149;Right Controller;(0.07, 0.75, 5.32);(335.63, 2.36, 334.47)
5,677149;Left Controller;(-0.15, 0.71, 5.45);(349.07, 3.29, 4.28)
5,677149;Metal Cube;(-0.19, 4.82, 1.82);(358.13, 359.34, 0.77);False;
6,178431;Right Hand Presence Physics;(0.07, 0.75, 5.32);(335.48, 1.59, 333.92)
6,178431;Left Hand Presence Physics;(-0.15, 0.69, 5.40);(340.68, 5.87, 8.80)
6,178431;Right Controller;(0.07, 0.75, 5.32);(335.51, 1.54, 333.97)
6,178431;Left Controller;(-0.15, 0.69, 5.40);(340.46, 5.92, 9.00)
6,178431;Metal Cube;(-0.23, 5.25, -0.55);(357.87, 358.84, 0.17);False;
6,67979;Right Hand Presence Physics;(-0.13, 0.75, 5.39);(334.87, 331.82, 334.65)
6,67979;Left Hand Presence Physics;(-0.36, 0.69, 5.34);(339.13, 334.46, 8.41)
6,67979;Right Controller;(-0.13, 0.75, 5.39);(334.87, 331.81, 334.63)
6,67979;Left Controller;(-0.36, 0.69, 5.34);(339.13, 334.45, 8.41)
6,67979;Metal Cube;(-0.27, 3.33, -2.58);(357.66, 358.44, 359.69);False;
7,181119;Right Hand Presence Physics;(-0.35, 0.75, 5.35);(334.58, 301.38, 334.67)
7,181119;Left Hand Presence Physics;(-0.54, 0.69, 5.20);(339.76, 303.38, 10.41)
7,181119;Right Controller;(-0.35, 0.75, 5.35);(334.56, 301.40, 334.69)
7,181119;Left Controller;(-0.54, 0.69, 5.20);(339.78, 303.36, 10.41)
7,181119;Metal Cube;(-0.30, -0.60, -4.33);(357.49, 358.13, 359.31);False;
7,682634;Right Hand Presence Physics;(-0.34, 0.76, 5.39);(333.54, 307.00, 330.90)
7,682634;Left Hand Presence Physics;(-0.54, 0.69, 5.20);(340.39, 303.28, 10.23)
7,682634;Right Controller;(-0.34, 0.76, 5.39);(333.55, 307.00, 330.92)
7,682634;Left Controller;(-0.54, 0.69, 5.20);(340.39, 303.27, 10.23)
7,682634;Metal Cube;(-0.32, -6.28, -5.84);(357.36, 357.88, 359.01);False;
8,18385;Right Hand Presence Physics;(-0.33, 0.76, 5.40);(332.85, 312.25, 327.51)
8,18385;Left Hand Presence Physics;(-0.50, 0.71, 5.22);(333.51, 310.23, 2.61)
8,18385;Right Controller;(-0.33, 0.76, 5.40);(332.78, 312.81, 327.29)
8,18385;Left Controller;(-0.50, 0.71, 5.22);(333.00, 310.87, 2.00)
8,18385;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 358.18, 0.00);False;
8,684925;Right Hand Presence Physics;(-0.14, 0.76, 5.03);(331.77, 281.16, 350.86)
8,684925;Left Hand Presence Physics;(-0.12, 0.69, 5.08);(335.94, 322.90, 351.53)
8,684925;Right Controller;(0.09, 0.77, 4.79);(331.45, 132.65, 325.98)
8,684925;Left Controller;(0.28, 0.70, 4.98);(334.79, 129.52, 2.23)
8,684925;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 358.18, 0.00);False;
9,186257;Right Hand Presence Physics;(-0.03, 0.76, 4.98);(315.89, 312.45, 341.96)
9,186257;Left Hand Presence Physics;(-0.04, 0.73, 5.00);(335.36, 316.21, 20.13)
9,186257;Right Controller;(-0.10, 0.77, 4.76);(331.35, 161.41, 326.59)
9,186257;Left Controller;(0.16, 0.70, 4.82);(335.19, 157.83, 3.90)
9,186257;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 358.18, 0.00);False;
9,68747;Right Hand Presence Physics;(-0.14, 0.77, 4.72);(328.27, 172.78, 309.82)
9,68747;Left Hand Presence Physics;(0.23, 0.70, 4.81);(330.93, 140.89, 29.73)
9,68747;Right Controller;(-0.15, 0.78, 4.75);(328.24, 174.03, 306.76)
9,68747;Left Controller;(0.22, 0.71, 4.85);(338.02, 138.40, 30.75)
9,68747;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 358.18, 0.00);False;
10,18846;Right Hand Presence Physics;(-0.12, 0.77, 4.75);(331.58, 166.21, 320.14)
10,18846;Left Hand Presence Physics;(0.16, 0.73, 4.85);(335.12, 154.53, 21.43)
10,18846;Right Controller;(-0.12, 0.77, 4.75);(331.48, 165.84, 321.03)
10,18846;Left Controller;(0.16, 0.73, 4.85);(335.43, 154.23, 21.69)
10,18846;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 358.18, 0.00);False;
10,68996;Right Hand Presence Physics;(0.08, 0.77, 4.77);(331.98, 136.17, 321.68)
10,68996;Left Hand Presence Physics;(0.28, 0.73, 5.01);(335.85, 124.06, 20.59)
10,68996;Right Controller;(0.08, 0.77, 4.77);(332.04, 136.11, 321.75)
10,68996;Left Controller;(0.28, 0.73, 5.01);(335.83, 124.04, 20.63)
10,68996;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 358.18, 0.00);False;
11,19115;Right Hand Presence Physics;(0.25, 0.76, 4.90);(332.74, 105.15, 320.22)
11,19115;Left Hand Presence Physics;(0.31, 0.72, 5.21);(336.33, 93.80, 20.44)
11,19115;Right Controller;(0.25, 0.76, 4.90);(332.74, 105.15, 320.23)
11,19115;Left Controller;(0.31, 0.72, 5.21);(336.33, 93.80, 20.44)
11,19115;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 358.18, 0.00);False;
11,69235;Right Hand Presence Physics;(0.33, 0.77, 5.10);(331.37, 76.18, 322.96)
11,69235;Left Hand Presence Physics;(0.23, 0.72, 5.39);(336.21, 63.36, 20.56)
11,69235;Right Controller;(0.33, 0.77, 5.10);(331.16, 76.32, 323.13)
11,69235;Left Controller;(0.23, 0.73, 5.39);(336.21, 63.33, 20.56)
11,69235;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 358.18, 0.00);False;
12,19367;Right Hand Presence Physics;(0.30, 0.77, 5.31);(332.15, 45.45, 320.39)
12,19367;Left Hand Presence Physics;(0.06, 0.73, 5.51);(333.67, 30.98, 18.89)
12,19367;Right Controller;(0.30, 0.77, 5.31);(332.18, 45.43, 320.40)
12,19367;Left Controller;(0.06, 0.73, 5.51);(333.09, 30.53, 18.47)
12,19367;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 358.18, 0.00);False;
12,69498;Right Hand Presence Physics;(0.29, 0.77, 5.31);(329.85, 43.57, 323.04)
12,69498;Left Hand Presence Physics;(-0.11, 0.69, 5.61);(342.89, 6.95, 355.50)
12,69498;Right Controller;(0.29, 0.77, 5.31);(329.89, 43.45, 323.17)
12,69498;Left Controller;(-0.11, 0.68, 5.61);(343.64, 6.42, 355.07)
12,69498;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 358.18, 0.00);False;
13,19565;Right Hand Presence Physics;(0.29, 0.77, 5.31);(329.84, 42.57, 323.35)
13,19565;Left Hand Presence Physics;(-0.11, 0.66, 5.62);(310.47, 358.52, 317.40)
13,19565;Right Controller;(0.29, 0.77, 5.31);(329.82, 42.52, 323.40)
13,19565;Left Controller;(-0.10, 0.64, 5.62);(349.85, 6.76, 354.30)
13,19565;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 358.18, 0.00);False;
13,69692;Right Hand Presence Physics;(0.29, 0.77, 5.31);(330.04, 42.00, 323.78)
13,69692;Left Hand Presence Physics;(-0.13, 0.63, 5.63);(350.37, 347.85, 349.49)
13,69692;Right Controller;(0.29, 0.77, 5.31);(330.03, 41.99, 323.78)
13,69692;Left Controller;(-0.12, 0.62, 5.64);(0.17, 5.44, 3.74)
13,69692;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 358.18, 359.99);False;
14,19818;Right Hand Presence Physics;(0.28, 0.77, 5.32);(330.22, 41.63, 323.99)
14,19818;Left Hand Presence Physics;(-0.11, 0.61, 5.58);(325.45, 228.63, 31.63)
14,19818;Right Controller;(0.28, 0.77, 5.32);(330.21, 41.67, 323.95)
14,19818;Left Controller;(-0.12, 0.60, 5.64);(8.80, 11.08, 15.94)
14,19818;Metal Cube;(-0.09, 0.55, 5.66);(0.16, 346.73, 359.99);False;
14,70042;Right Hand Presence Physics;(0.28, 0.77, 5.32);(330.17, 41.47, 323.98)
14,70042;Left Hand Presence Physics;(-0.10, 0.67, 5.61);(353.27, 21.29, 21.54)
14,70042;Right Controller;(0.28, 0.77, 5.32);(330.13, 41.47, 323.99)
14,70042;Left Controller;(-0.10, 0.67, 5.61);(352.95, 21.11, 21.22)
14,70042;Metal Cube;(-0.10, 0.55, 5.68);(0.00, 347.02, 0.00);False;
15,20064;Right Hand Presence Physics;(0.28, 0.77, 5.32);(330.21, 41.36, 324.09)
15,20064;Left Hand Presence Physics;(-0.14, 0.63, 5.65);(354.75, 359.30, 4.18)
15,20064;Right Controller;(0.28, 0.77, 5.32);(330.17, 41.36, 324.09)
15,20064;Left Controller;(-0.14, 0.63, 5.65);(354.85, 0.26, 4.92)
15,20064;Metal Cube;(-0.09, 0.55, 5.68);(0.64, 343.75, 356.82);False;
15,70193;Right Hand Presence Physics;(0.28, 0.77, 5.32);(330.21, 41.47, 323.95)
15,70193;Left Hand Presence Physics;(-0.13, 0.64, 5.61);(327.11, 242.36, 22.47)
15,70193;Right Controller;(0.28, 0.77, 5.32);(330.21, 41.48, 323.94)
15,70193;Left Controller;(-0.13, 0.62, 5.65);(356.45, 3.89, 7.04)
15,70193;Metal Cube;(-0.09, 0.55, 5.68);(0.07, 341.43, 359.94);False;
16,20321;Right Hand Presence Physics;(0.29, 0.77, 5.32);(330.09, 41.67, 323.80)
16,20321;Left Hand Presence Physics;(-0.13, 0.64, 5.65);(353.80, 0.62, 9.93)
16,20321;Right Controller;(0.29, 0.77, 5.32);(330.07, 41.64, 323.82)
16,20321;Left Controller;(-0.13, 0.64, 5.65);(353.97, 2.57, 9.57)
16,20321;Metal Cube;(-0.08, 0.55, 5.69);(0.00, 343.66, 0.00);False;
16,70419;Right Hand Presence Physics;(0.28, 0.77, 5.32);(330.12, 41.39, 323.90)
16,70419;Left Hand Presence Physics;(-0.12, 0.64, 5.64);(351.93, 6.19, 12.74)
16,70419;Right Controller;(0.28, 0.77, 5.32);(330.12, 41.39, 323.90)
16,70419;Left Controller;(-0.12, 0.64, 5.64);(351.42, 6.30, 13.20)
16,70419;Metal Cube;(-0.08, 0.55, 5.69);(0.00, 343.16, 0.00);False;
17,20561;Right Hand Presence Physics;(0.28, 0.77, 5.32);(330.25, 41.26, 323.94)
17,20561;Left Hand Presence Physics;(-0.13, 0.63, 5.64);(346.29, 323.29, 20.57)
17,20561;Right Controller;(0.28, 0.77, 5.32);(330.26, 41.23, 323.96)
17,20561;Left Controller;(-0.12, 0.63, 5.64);(355.67, 4.31, 8.07)
17,20561;Metal Cube;(-0.08, 0.55, 5.69);(0.00, 340.08, 359.99);False;
17,70691;Right Hand Presence Physics;(0.28, 0.77, 5.32);(330.28, 41.18, 323.97)
17,70691;Left Hand Presence Physics;(-0.12, 0.62, 5.65);(357.46, 356.59, 7.12)
17,70691;Right Controller;(0.28, 0.77, 5.32);(330.27, 41.18, 323.96)
17,70691;Left Controller;(-0.12, 0.62, 5.65);(357.62, 2.63, 6.88)
17,70691;Metal Cube;(-0.07, 0.55, 5.69);(0.00, 339.98, 0.00);False;
18,20786;Right Hand Presence Physics;(0.29, 0.77, 5.32);(330.21, 41.30, 323.92)
18,20786;Left Hand Presence Physics;(-0.12, 0.61, 5.65);(0.23, 5.73, 7.22)
18,20786;Right Controller;(0.29, 0.77, 5.32);(330.20, 41.30, 323.93)
18,20786;Left Controller;(-0.12, 0.61, 5.65);(0.21, 5.71, 7.27)
18,20786;Metal Cube;(-0.07, 0.55, 5.69);(0.00, 333.84, 0.00);False;
18,70918;Right Hand Presence Physics;(0.28, 0.77, 5.32);(330.37, 39.90, 324.53)
18,70918;Left Hand Presence Physics;(-0.12, 0.66, 5.64);(355.54, 5.34, 10.14)
18,70918;Right Controller;(0.28, 0.77, 5.32);(330.37, 39.89, 324.53)
18,70918;Left Controller;(-0.12, 0.65, 5.64);(356.60, 4.67, 9.82)
18,70918;Metal Cube;(-0.07, 0.55, 5.69);(0.00, 333.84, 0.00);False;
19,21033;Right Hand Presence Physics;(0.25, 0.76, 5.34);(330.40, 32.45, 329.52)
19,21033;Left Hand Presence Physics;(-0.10, 0.63, 5.61);(329.71, 227.46, 26.99)
19,21033;Right Controller;(0.25, 0.77, 5.34);(330.38, 32.47, 329.50)
19,21033;Left Controller;(-0.10, 0.62, 5.67);(0.63, 10.09, 13.00)
19,21033;Metal Cube;(-0.07, 0.55, 5.69);(0.11, 334.48, 359.93);False;
19,71126;Right Hand Presence Physics;(0.25, 0.77, 5.33);(329.99, 33.03, 329.26)
19,71126;Left Hand Presence Physics;(-0.12, 0.73, 5.60);(343.79, 21.38, 28.30)
19,71126;Right Controller;(0.25, 0.77, 5.33);(329.97, 33.07, 329.26)
19,71126;Left Controller;(-0.12, 0.74, 5.60);(343.30, 21.21, 28.23)
19,71126;Metal Cube;(-0.07, 0.55, 5.70);(0.10, 334.72, 359.93);False;
20,21274;Right Hand Presence Physics;(0.25, 0.77, 5.34);(330.17, 32.66, 329.63)
20,21274;Left Hand Presence Physics;(-0.10, 0.62, 5.70);(359.31, 1.53, 4.07)
20,21274;Right Controller;(0.25, 0.77, 5.34);(330.17, 32.66, 329.63)
20,21274;Left Controller;(-0.10, 0.61, 5.71);(0.23, 2.87, 4.72)
20,21274;Metal Cube;(-0.06, 0.55, 5.70);(0.17, 348.41, 359.89);False;
20,71372;Right Hand Presence Physics;(0.25, 0.77, 5.34);(330.01, 32.58, 329.64)
20,71372;Left Hand Presence Physics;(-0.09, 0.64, 5.70);(328.88, 300.03, 347.30)
20,71372;Right Controller;(0.25, 0.77, 5.34);(329.98, 32.56, 329.67)
20,71372;Left Controller;(-0.09, 0.65, 5.69);(353.30, 9.86, 12.99)
20,71372;Metal Cube;(-0.04, 0.55, 5.72);(0.12, 358.80, 359.94);False;
21,215;Right Hand Presence Physics;(0.25, 0.77, 5.33);(329.98, 32.58, 329.64)
21,215;Left Hand Presence Physics;(-0.12, 0.68, 5.69);(348.93, 4.24, 10.83)
21,215;Right Controller;(0.25, 0.77, 5.33);(329.99, 32.60, 329.61)
21,215;Left Controller;(-0.12, 0.68, 5.70);(348.87, 4.21, 10.22)
21,215;Metal Cube;(-0.03, 0.55, 5.73);(0.00, 358.37, 0.00);False;
21,71629;Right Hand Presence Physics;(0.25, 0.76, 5.34);(330.33, 31.18, 330.77)
21,71629;Left Hand Presence Physics;(-0.09, 0.62, 5.78);(5.00, 7.40, 7.88)
21,71629;Right Controller;(0.25, 0.77, 5.34);(330.33, 31.19, 330.75)
21,71629;Left Controller;(-0.05, 0.60, 5.77);(9.37, 26.72, 7.78)
21,71629;Metal Cube;(-0.03, 0.55, 5.73);(0.02, 357.98, 359.74);False;
22,21729;Right Hand Presence Physics;(0.19, 0.75, 5.38);(336.04, 15.04, 344.60)
22,21729;Left Hand Presence Physics;(-0.06, 0.65, 5.67);(355.26, 38.56, 2.96)
22,21729;Right Controller;(0.18, 0.75, 5.38);(336.65, 13.62, 345.94)
22,21729;Left Controller;(-0.06, 0.65, 5.67);(354.79, 38.04, 2.67)
22,21729;Metal Cube;(-0.01, 0.55, 5.74);(0.04, 356.59, 359.95);False;
22,71871;Right Hand Presence Physics;(0.06, 0.71, 5.63);(4.03, 6.95, 3.51)
22,71871;Left Hand Presence Physics;(-0.13, 0.65, 5.70);(353.51, 20.20, 11.20)
22,71871;Right Controller;(0.06, 0.71, 5.63);(4.84, 7.07, 2.88)
22,71871;Left Controller;(-0.13, 0.65, 5.70);(353.64, 19.85, 11.20)
22,71871;Metal Cube;(-0.01, 0.55, 5.74);(0.00, 357.63, 0.00);False;
23,2201;Right Hand Presence Physics;(0.03, 0.65, 5.69);(17.83, 5.70, 7.10)
23,2201;Left Hand Presence Physics;(-0.11, 0.63, 5.71);(358.31, 17.38, 7.53)
23,2201;Right Controller;(0.03, 0.65, 5.69);(18.13, 5.59, 7.11)
23,2201;Left Controller;(-0.11, 0.63, 5.71);(358.30, 17.37, 7.54)
23,2201;Metal Cube;(-0.01, 0.55, 5.74);(0.00, 357.63, 0.00);False;
23,40064;Metal Cube;(-0.01, 0.55, 5.74);(0.00, 357.63, 0.00);True;Right Hand
23,72153;Right Hand Presence Physics;(0.02, 0.64, 5.69);(20.79, 2.39, 5.25)
23,72153;Left Hand Presence Physics;(-0.12, 0.63, 5.71);(358.41, 17.29, 8.69)
23,72153;Right Controller;(0.02, 0.64, 5.69);(20.65, 2.30, 5.02)
23,72153;Left Controller;(-0.12, 0.63, 5.71);(358.38, 17.30, 8.69)
23,72153;Metal Cube;(-0.01, 1.22, 5.73);(359.18, 357.25, 359.67);True;Right Hand
24,02726;Metal Cube;(0.02, 1.90, 5.72);(358.83, 357.33, 358.92);False;
24,22225;Right Hand Presence Physics;(0.01, 0.70, 5.66);(11.45, 357.39, 356.50)
24,22225;Left Hand Presence Physics;(-0.12, 0.63, 5.71);(357.63, 17.45, 9.33)
24,22225;Right Controller;(0.01, 0.71, 5.66);(11.12, 357.29, 356.36)
24,22225;Left Controller;(-0.12, 0.63, 5.71);(357.63, 17.44, 9.33)
24,22225;Metal Cube;(0.04, 2.36, 5.71);(358.81, 357.79, 358.66);False;
24,72367;Right Hand Presence Physics;(0.02, 0.72, 5.65);(6.31, 359.33, 351.87)
24,72367;Left Hand Presence Physics;(-0.12, 0.63, 5.71);(358.24, 17.63, 9.62)
24,72367;Right Controller;(0.02, 0.72, 5.65);(6.37, 359.34, 351.84)
24,72367;Left Controller;(-0.12, 0.63, 5.71);(358.23, 17.61, 9.65)
24,72367;Metal Cube;(0.08, 1.82, 5.68);(358.68, 359.05, 358.32);False;
25,22462;Right Hand Presence Physics;(0.13, 0.73, 5.59);(359.14, 38.13, 339.12)
25,22462;Left Hand Presence Physics;(-0.13, 0.62, 5.71);(359.11, 12.26, 11.43)
25,22462;Right Controller;(0.13, 0.74, 5.59);(359.37, 37.62, 339.17)
25,22462;Left Controller;(-0.13, 0.62, 5.71);(359.11, 12.26, 11.43)
25,22462;Metal Cube;(0.10, 0.55, 5.67);(0.00, 359.59, 0.00);False;
25,72558;Right Hand Presence Physics;(0.10, 0.68, 5.62);(12.58, 28.56, 347.44)
25,72558;Left Hand Presence Physics;(-0.13, 0.62, 5.71);(358.85, 13.02, 11.65)
25,72558;Right Controller;(0.10, 0.68, 5.62);(12.58, 28.56, 347.43)
25,72558;Left Controller;(-0.13, 0.62, 5.71);(358.85, 13.02, 11.64)
25,72558;Metal Cube;(0.10, 0.56, 5.69);(14.65, 356.44, 0.34);False;
26,2269;Right Hand Presence Physics;(0.13, 0.68, 5.61);(8.88, 44.54, 356.39)
26,2269;Left Hand Presence Physics;(-0.13, 0.62, 5.71);(358.79, 13.46, 11.56)
26,2269;Right Controller;(0.13, 0.68, 5.61);(9.83, 44.41, 356.82)
26,2269;Left Controller;(-0.13, 0.62, 5.71);(358.78, 13.49, 11.60)
26,2269;Metal Cube;(0.10, 0.55, 5.68);(0.00, 348.47, 0.00);False;
26,72824;Right Hand Presence Physics;(0.10, 0.66, 5.64);(14.15, 35.41, 356.85)
26,72824;Left Hand Presence Physics;(-0.13, 0.63, 5.71);(358.25, 13.87, 12.77)
26,72824;Right Controller;(0.10, 0.66, 5.64);(14.14, 35.38, 356.85)
26,72824;Left Controller;(-0.13, 0.63, 5.71);(358.25, 13.88, 12.76)
26,72824;Metal Cube;(0.10, 0.55, 5.68);(0.00, 348.47, 0.00);False;
27,22953;Right Hand Presence Physics;(0.08, 0.67, 5.63);(9.49, 25.91, 353.50)
27,22953;Left Hand Presence Physics;(-0.14, 0.62, 5.70);(357.96, 14.36, 0.69)
27,22953;Right Controller;(0.09, 0.67, 5.63);(9.49, 25.90, 353.50)
27,22953;Left Controller;(-0.13, 0.63, 5.71);(357.32, 13.49, 13.25)
27,22953;Metal Cube;(-0.11, 0.56, 5.65);(19.33, 340.25, 0.11);False;
27,73055;Right Hand Presence Physics;(0.00, 0.66, 5.63);(14.99, 5.08, 358.52)
27,73055;Left Hand Presence Physics;(-0.18, 0.61, 5.68);(1.33, 1.02, 1.09)
27,73055;Right Controller;(0.00, 0.65, 5.63);(15.63, 3.82, 358.83)
27,73055;Left Controller;(-0.18, 0.61, 5.68);(1.39, 0.92, 0.67)
27,73055;Metal Cube;(-0.11, 0.55, 5.64);(0.00, 354.04, 0.00);False;
28,23174;Right Hand Presence Physics;(-0.06, 0.62, 5.63);(13.93, 11.66, 351.00)
28,23174;Left Hand Presence Physics;(-0.17, 0.60, 5.65);(6.82, 5.96, 4.74)
28,23174;Right Controller;(-0.07, 0.62, 5.63);(23.27, 358.37, 2.65)
28,23174;Left Controller;(-0.17, 0.60, 5.65);(6.81, 5.94, 4.75)
28,23174;Metal Cube;(-0.12, 0.55, 5.64);(0.01, 0.29, 0.01);False;
28,73328;Right Hand Presence Physics;(-0.06, 0.62, 5.63);(20.90, 0.02, 357.81)
28,73328;Left Hand Presence Physics;(-0.19, 0.62, 5.62);(345.83, 298.57, 0.41)
28,73328;Right Controller;(-0.06, 0.62, 5.63);(21.92, 358.90, 0.60)
28,73328;Left Controller;(-0.16, 0.61, 5.64);(5.91, 8.43, 6.10)
28,73328;Metal Cube;(-0.11, 0.55, 5.64);(0.01, 0.10, 359.98);False;
29,23408;Right Hand Presence Physics;(-0.03, 0.62, 5.64);(20.85, 6.77, 0.66)
29,23408;Left Hand Presence Physics;(-0.19, 0.60, 5.67);(7.03, 1.62, 3.31)
29,23408;Right Controller;(-0.03, 0.62, 5.64);(20.88, 6.77, 0.68)
29,23408;Left Controller;(-0.19, 0.60, 5.67);(7.24, 1.64, 3.35)
29,23408;Metal Cube;(-0.11, 0.55, 5.66);(0.00, 0.78, 0.00);False;
29,73532;Right Hand Presence Physics;(-0.06, 0.62, 5.65);(24.59, 3.69, 349.07)
29,73532;Left Hand Presence Physics;(-0.15, 0.62, 5.66);(3.61, 10.47, 0.68)
