Timestamp;Name;Position;Rotation;Grabbed;Hand
0;Right Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Left Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Metal Cube;(-0.11, 0.56, 5.65);(0.00, 0.00, 0.00);False;
9,646253;Right Hand Presence Physics;(0.15, 0.78, 5.38);(323.84, 1.93, 339.38)
9,646253;Left Hand Presence Physics;(-0.06, 0.75, 5.43);(340.15, 30.76, 15.89)
9,646253;Right Controller;(0.15, 0.78, 5.38);(323.96, 1.96, 339.17)
9,646253;Left Controller;(-0.06, 0.75, 5.43);(340.13, 30.75, 15.91)
9,646253;Metal Cube;(0.05, 0.77, 5.41);(352.97, 104.45, 0.00);True;Right Hand
10,1474;Right Hand Presence Physics;(0.21, 0.77, 5.39);(329.40, 6.34, 309.79)
10,1474;Left Hand Presence Physics;(-0.09, 0.77, 5.45);(339.51, 27.85, 37.93)
10,1474;Right Controller;(0.21, 0.78, 5.39);(329.32, 7.13, 309.56)
10,1474;Left Controller;(-0.09, 0.77, 5.45);(339.49, 27.21, 37.82)
10,1474;Metal Cube;(0.06, 0.77, 5.42);(358.79, 99.98, 0.00);True;Right Hand
10,6487;Right Hand Presence Physics;(0.22, 0.79, 5.38);(325.67, 14.70, 325.24)
10,6487;Left Hand Presence Physics;(-0.09, 0.77, 5.44);(337.79, 26.22, 25.29)
10,6487;Right Controller;(0.21, 0.79, 5.38);(325.52, 13.85, 326.30)
10,6487;Left Controller;(-0.09, 0.77, 5.44);(337.83, 26.59, 24.74)
10,6487;Metal Cube;(0.06, 0.78, 5.41);(357.08, 100.77, 0.00);True;Right Hand
11,14998;Right Hand Presence Physics;(0.13, 0.77, 5.38);(325.40, 357.69, 338.19)
11,14998;Left Hand Presence Physics;(-0.06, 0.76, 5.43);(337.91, 30.38, 18.66)
11,14998;Right Controller;(0.13, 0.77, 5.38);(325.47, 357.22, 338.48)
11,14998;Left Controller;(-0.05, 0.77, 5.43);(338.05, 30.85, 18.40)
11,14998;Metal Cube;(0.04, 0.77, 5.41);(358.89, 103.71, 0.00);True;Right Hand
11,65116;Right Hand Presence Physics;(0.09, 0.76, 5.38);(325.51, 349.33, 344.49)
11,65116;Left Hand Presence Physics;(-0.01, 0.76, 5.40);(339.41, 39.33, 13.97)
11,65116;Right Controller;(0.09, 0.76, 5.38);(325.51, 349.34, 344.50)
11,65116;Left Controller;(-0.01, 0.76, 5.40);(339.41, 39.33, 13.97)
11,65116;Metal Cube;(0.04, 0.76, 5.39);(357.98, 107.06, 0.00);True;Right Hand
12,15215;Right Hand Presence Physics;(0.15, 0.78, 5.38);(324.20, 2.00, 330.50)
12,15215;Left Hand Presence Physics;(-0.05, 0.77, 5.42);(337.08, 30.00, 24.29)
12,15215;Right Controller;(0.15, 0.78, 5.38);(324.12, 1.78, 330.77)
12,15215;Left Controller;(-0.05, 0.77, 5.42);(337.12, 30.33, 23.83)
12,15215;Metal Cube;(0.05, 0.78, 5.40);(357.57, 103.90, 0.00);True;Right Hand
12,23633;Metal Cube;(0.01, 0.73, 5.47);(355.98, 11.58, 8.20);False;
12,6533;Right Hand Presence Physics;(0.13, 0.78, 5.38);(323.61, 359.07, 335.52)
12,6533;Left Hand Presence Physics;(-0.05, 0.77, 5.42);(337.43, 30.74, 23.16)
12,6533;Right Controller;(0.13, 0.78, 5.38);(323.60, 359.13, 335.48)
12,6533;Left Controller;(-0.05, 0.77, 5.42);(337.42, 30.73, 23.16)
12,6533;Metal Cube;(0.00, 0.73, 5.47);(356.10, 10.30, 8.53);False;
13,15465;Right Hand Presence Physics;(0.14, 0.78, 5.38);(324.43, 3.54, 332.76)
13,15465;Left Hand Presence Physics;(-0.04, 0.78, 5.41);(334.78, 40.06, 28.69)
13,15465;Right Controller;(0.14, 0.78, 5.38);(324.44, 3.58, 332.70)
13,15465;Left Controller;(-0.04, 0.78, 5.41);(334.79, 40.09, 28.73)
13,15465;Metal Cube;(0.02, 0.74, 5.45);(355.18, 21.31, 14.10);False;
13,58611;Metal Cube;(0.02, 0.74, 5.44);(355.29, 21.38, 13.68);True;Right Hand
13,6559;Right Hand Presence Physics;(0.15, 0.77, 5.38);(324.74, 4.47, 331.83)
13,6559;Left Hand Presence Physics;(-0.04, 0.78, 5.41);(334.94, 40.24, 28.11)
13,6559;Right Controller;(0.15, 0.77, 5.38);(324.75, 4.51, 331.80)
13,6559;Left Controller;(-0.04, 0.78, 5.41);(334.92, 40.22, 28.10)
13,6559;Metal Cube;(0.06, 0.78, 5.40);(0.84, 98.35, 0.00);True;Right Hand
14,11497;Metal Cube;(-0.01, 0.74, 5.47);(358.49, 350.98, 12.64);False;
14,15722;Right Hand Presence Physics;(0.15, 0.77, 5.38);(324.32, 5.47, 331.92)
14,15722;Left Hand Presence Physics;(-0.04, 0.77, 5.41);(335.15, 39.78, 28.31)
14,15722;Right Controller;(0.15, 0.78, 5.38);(324.34, 5.44, 331.93)
14,15722;Left Controller;(-0.04, 0.78, 5.41);(335.15, 39.77, 28.32)
14,15722;Metal Cube;(-0.01, 0.74, 5.47);(358.49, 350.98, 12.64);False;
14,37956;Metal Cube;(-0.01, 0.73, 5.47);(358.60, 350.86, 12.66);True;Right Hand
14,56095;Metal Cube;(-0.07, 0.75, 5.48);(346.55, 300.32, 16.51);False;
14,65808;Right Hand Presence Physics;(0.15, 0.77, 5.38);(324.67, 5.93, 331.73)
14,65808;Left Hand Presence Physics;(-0.04, 0.77, 5.41);(335.30, 39.44, 28.55)
14,65808;Right Controller;(0.15, 0.77, 5.38);(324.68, 5.92, 331.73)
14,65808;Left Controller;(-0.04, 0.77, 5.41);(335.29, 39.44, 28.55)
14,65808;Metal Cube;(-0.07, 0.75, 5.48);(346.59, 300.24, 16.45);False;
15,1597;Right Hand Presence Physics;(0.15, 0.77, 5.38);(324.49, 6.80, 332.12)
15,1597;Left Hand Presence Physics;(-0.04, 0.77, 5.41);(335.44, 40.30, 27.46)
15,1597;Right Controller;(0.15, 0.77, 5.38);(324.53, 7.12, 332.17)
15,1597;Left Controller;(-0.04, 0.77, 5.41);(335.38, 40.73, 27.01)
15,1597;Metal Cube;(-0.07, 0.75, 5.47);(345.63, 300.63, 16.45);False;
15,64677;Metal Cube;(0.01, 0.73, 5.43);(328.10, 322.92, 8.46);True;Right Hand
15,66121;Right Hand Presence Physics;(0.13, 0.77, 5.38);(324.81, 359.50, 335.83)
15,66121;Left Hand Presence Physics;(0.02, 0.75, 5.36);(346.07, 64.91, 10.76)
15,66121;Right Controller;(0.13, 0.77, 5.38);(324.76, 358.94, 336.10)
15,66121;Left Controller;(0.02, 0.75, 5.36);(346.08, 64.89, 10.75)
15,66121;Metal Cube;(0.07, 0.76, 5.37);(349.21, 76.95, 0.00);True;Right Hand
16,14783;Metal Cube;(-0.08, 0.79, 5.45);(302.08, 345.89, 279.53);False;
16,16197;Right Hand Presence Physics;(0.15, 0.77, 5.39);(326.29, 6.25, 330.03)
16,16197;Left Hand Presence Physics;(-0.02, 0.76, 5.41);(339.53, 39.74, 18.60)
16,16197;Right Controller;(0.15, 0.77, 5.39);(326.27, 6.24, 330.06)
16,16197;Left Controller;(-0.03, 0.76, 5.41);(339.27, 38.63, 19.26)
16,16197;Metal Cube;(-0.06, 0.78, 5.45);(301.85, 345.94, 279.57);False;
16,66308;Right Hand Presence Physics;(0.15, 0.77, 5.39);(325.91, 5.18, 330.67)
16,66308;Left Hand Presence Physics;(-0.04, 0.76, 5.43);(339.34, 29.71, 22.99)
16,66308;Right Controller;(0.15, 0.77, 5.39);(325.91, 5.13, 330.68)
16,66308;Left Controller;(-0.04, 0.76, 5.43);(339.58, 29.52, 22.92)
16,66308;Metal Cube;(0.09, 0.78, 5.45);(301.89, 344.05, 280.84);False;
16,85767;Metal Cube;(0.05, 0.78, 5.44);(302.56, 329.81, 291.03);True;Left Hand
17,1502;Metal Cube;(0.07, 0.82, 5.43);(290.41, 33.56, 215.08);False;
17,16475;Right Hand Presence Physics;(0.12, 0.77, 5.39);(325.44, 358.55, 338.18)
17,16475;Left Hand Presence Physics;(-0.04, 0.76, 5.42);(338.87, 32.60, 22.14)
17,16475;Right Controller;(0.13, 0.77, 5.39);(325.42, 358.49, 338.17)
17,16475;Left Controller;(-0.04, 0.76, 5.42);(338.85, 32.60, 22.13)
17,16475;Metal Cube;(0.07, 0.82, 5.43);(290.41, 33.56, 215.08);False;
17,66527;Right Hand Presence Physics;(0.17, 0.77, 5.38);(324.97, 9.75, 327.28)
17,66527;Left Hand Presence Physics;(-0.04, 0.76, 5.42);(338.91, 33.20, 22.16)
17,66527;Right Controller;(0.16, 0.77, 5.38);(324.86, 9.40, 327.40)
17,66527;Left Controller;(-0.04, 0.76, 5.42);(338.91, 33.20, 22.16)
17,66527;Metal Cube;(0.04, 0.80, 5.41);(290.39, 33.86, 215.36);False;
17,70722;Metal Cube;(0.04, 0.80, 5.41);(290.42, 34.32, 215.06);True;Right Hand
17,91602;Metal Cube;(0.02, 0.77, 5.37);(313.68, 88.55, 189.77);False;
18,16677;Right Hand Presence Physics;(0.19, 0.77, 5.39);(327.39, 15.95, 317.39)
18,16677;Left Hand Presence Physics;(-0.08, 0.77, 5.44);(335.55, 20.02, 34.16)
18,16677;Right Controller;(0.19, 0.77, 5.39);(327.36, 15.91, 317.44)
18,16677;Left Controller;(-0.08, 0.78, 5.44);(335.54, 19.43, 34.70)
18,16677;Metal Cube;(0.12, 0.78, 5.38);(324.34, 88.92, 191.65);False;
18,5565;Metal Cube;(0.08, 0.78, 5.37);(317.49, 83.73, 190.90);True;Left Hand
18,6265;Metal Cube;(0.12, 0.81, 5.32);(349.70, 51.46, 166.97);False;
18,66776;Right Hand Presence Physics;(0.15, 0.77, 5.38);(324.77, 4.96, 327.66)
18,66776;Left Hand Presence Physics;(-0.04, 0.76, 5.42);(338.10, 32.55, 23.41)
18,66776;Right Controller;(0.15, 0.77, 5.38);(324.81, 5.03, 327.81)
18,66776;Left Controller;(-0.04, 0.77, 5.42);(338.09, 32.53, 23.41)
18,66776;Metal Cube;(0.06, 0.81, 5.38);(349.42, 50.89, 167.42);False;
19,16892;Right Hand Presence Physics;(0.19, 0.77, 5.39);(328.34, 18.41, 315.83)
19,16892;Left Hand Presence Physics;(-0.08, 0.77, 5.44);(336.83, 20.30, 40.97)
19,16892;Right Controller;(0.19, 0.77, 5.39);(328.31, 18.39, 315.88)
19,16892;Left Controller;(-0.08, 0.77, 5.44);(336.86, 20.64, 40.66)
19,16892;Metal Cube;(-0.02, 0.83, 5.43);(342.54, 41.37, 183.08);False;
19,32212;Metal Cube;(0.01, 0.83, 5.41);(343.79, 46.88, 171.77);False;
19,37774;Metal Cube;(0.02, 0.81, 5.40);(344.28, 48.01, 169.42);True;Right Hand
19,67044;Right Hand Presence Physics;(0.18, 0.77, 5.38);(326.06, 14.84, 317.93)
19,67044;Left Hand Presence Physics;(-0.06, 0.77, 5.43);(335.29, 25.88, 31.49)
19,67044;Right Controller;(0.18, 0.77, 5.38);(326.07, 14.85, 317.92)
19,67044;Left Controller;(-0.06, 0.77, 5.43);(335.29, 25.88, 31.49)
19,67044;Metal Cube;(0.11, 0.82, 5.37);(343.83, 48.15, 168.80);True;Right Hand
20,04608;Metal Cube;(0.09, 0.81, 5.36);(340.02, 45.75, 170.63);False;
20,05984;Metal Cube;(0.09, 0.81, 5.36);(339.60, 45.56, 170.87);True;Left Hand
20,17126;Right Hand Presence Physics;(0.17, 0.78, 5.38);(323.76, 10.85, 323.20)
20,17126;Left Hand Presence Physics;(-0.06, 0.77, 5.43);(336.94, 27.71, 31.29)
20,17126;Right Controller;(0.17, 0.78, 5.38);(323.76, 10.89, 323.23)
20,17126;Left Controller;(-0.06, 0.77, 5.43);(336.92, 27.64, 31.34)
20,17126;Metal Cube;(0.01, 0.82, 5.41);(339.15, 44.68, 171.41);True;Left Hand
20,61698;Metal Cube;(0.01, 0.82, 5.40);(338.68, 46.03, 167.02);False;
20,67261;Metal Cube;(0.02, 0.81, 5.40);(338.68, 46.72, 166.06);True;Right Hand
20,67261;Right Hand Presence Physics;(0.18, 0.77, 5.38);(325.48, 13.42, 320.47)
20,67261;Left Hand Presence Physics;(-0.05, 0.77, 5.42);(334.41, 31.25, 28.56)
20,67261;Right Controller;(0.18, 0.77, 5.38);(325.48, 13.42, 320.47)
20,67261;Left Controller;(-0.05, 0.78, 5.42);(334.25, 31.60, 28.51)
20,67261;Metal Cube;(0.02, 0.81, 5.40);(338.68, 46.72, 166.06);True;Right Hand
21,0624;Metal Cube;(0.10, 0.80, 5.37);(337.20, 47.01, 166.29);False;
21,146;Metal Cube;(0.10, 0.77, 5.37);(336.95, 47.10, 166.35);True;Left Hand
21,17383;Right Hand Presence Physics;(0.18, 0.78, 5.38);(324.20, 13.61, 321.18)
21,17383;Left Hand Presence Physics;(-0.06, 0.77, 5.42);(335.88, 27.78, 29.19)
21,17383;Right Controller;(0.18, 0.78, 5.38);(324.22, 13.63, 321.13)
21,17383;Left Controller;(-0.06, 0.77, 5.42);(335.86, 27.77, 29.23)
21,17383;Metal Cube;(0.06, 0.78, 5.39);(336.98, 47.39, 166.23);True;Left Hand
21,50796;Metal Cube;(0.01, 0.79, 5.42);(336.88, 46.04, 166.25);False;
21,59163;Metal Cube;(0.01, 0.75, 5.42);(337.01, 45.48, 166.01);True;Right Hand
21,67543;Right Hand Presence Physics;(0.18, 0.77, 5.38);(324.72, 13.54, 320.63)
21,67543;Left Hand Presence Physics;(-0.06, 0.77, 5.42);(335.16, 27.36, 29.99)
21,67543;Right Controller;(0.18, 0.77, 5.38);(324.72, 13.54, 320.63)
21,67543;Left Controller;(-0.06, 0.77, 5.42);(335.18, 27.35, 29.99)
21,67543;Metal Cube;(0.11, 0.75, 5.39);(336.71, 45.36, 166.01);True;Right Hand
22,17631;Right Hand Presence Physics;(0.18, 0.77, 5.38);(324.53, 13.61, 320.21)
22,17631;Left Hand Presence Physics;(-0.06, 0.77, 5.43);(337.10, 26.35, 29.41)
22,17631;Right Controller;(0.18, 0.78, 5.38);(324.52, 13.59, 320.21)
22,17631;Left Controller;(-0.06, 0.77, 5.43);(337.31, 26.38, 29.01)
22,17631;Metal Cube;(0.11, 0.75, 5.39);(336.75, 45.38, 165.54);True;Right Hand
22,27364;Metal Cube;(0.11, 0.75, 5.39);(336.25, 44.63, 165.58);True;Left Hand
22,67759;Right Hand Presence Physics;(0.17, 0.77, 5.38);(324.20, 12.41, 320.58)
22,67759;Left Hand Presence Physics;(-0.06, 0.77, 5.43);(336.17, 27.37, 29.09)
22,67759;Right Controller;(0.17, 0.78, 5.38);(324.20, 12.35, 320.63)
22,67759;Left Controller;(-0.06, 0.77, 5.43);(336.15, 27.34, 29.11)
22,67759;Metal Cube;(0.06, 0.77, 5.40);(1.88, 281.17, 0.00);True;Left Hand
23,16484;Metal Cube;(0.11, 0.76, 5.35);(335.34, 11.92, 154.91);False;
23,17864;Right Hand Presence Physics;(0.17, 0.77, 5.38);(324.12, 11.93, 320.79)
23,17864;Left Hand Presence Physics;(-0.06, 0.77, 5.42);(335.60, 27.06, 28.59)
23,17864;Right Controller;(0.17, 0.78, 5.38);(324.12, 11.91, 320.78)
23,17864;Left Controller;(-0.06, 0.77, 5.42);(335.57, 26.79, 28.43)
23,17864;Metal Cube;(0.11, 0.76, 5.35);(335.33, 11.93, 154.93);False;
23,55439;Metal Cube;(0.11, 0.76, 5.35);(335.42, 11.74, 154.98);True;Left Hand
23,67963;Right Hand Presence Physics;(0.17, 0.77, 5.38);(324.20, 11.69, 320.86)
23,67963;Left Hand Presence Physics;(-0.06, 0.77, 5.43);(335.99, 26.28, 29.64)
23,67963;Right Controller;(0.17, 0.77, 5.38);(324.23, 11.69, 320.85)
23,67963;Left Controller;(-0.06, 0.77, 5.43);(335.99, 26.28, 29.65)
23,67963;Metal Cube;(0.06, 0.77, 5.40);(1.49, 281.08, 0.00);True;Left Hand
24,06959;Metal Cube;(0.13, 0.74, 5.33);(338.23, 348.76, 172.48);False;
24,18082;Right Hand Presence Physics;(0.17, 0.77, 5.38);(324.26, 11.64, 320.80)
24,18082;Left Hand Presence Physics;(-0.06, 0.77, 5.43);(336.21, 26.19, 29.66)
24,18082;Right Controller;(0.17, 0.77, 5.38);(324.25, 11.62, 320.81)
24,18082;Left Controller;(-0.06, 0.77, 5.43);(336.21, 26.19, 29.67)
24,18082;Metal Cube;(0.13, 0.74, 5.33);(338.25, 348.76, 172.47);False;
24,36176;Metal Cube;(0.13, 0.74, 5.33);(338.22, 348.54, 172.63);True;Left Hand
24,68224;Right Hand Presence Physics;(0.17, 0.77, 5.38);(324.15, 11.60, 321.04)
24,68224;Left Hand Presence Physics;(-0.06, 0.77, 5.43);(335.83, 25.69, 29.68)
24,68224;Right Controller;(0.17, 0.78, 5.38);(324.15, 11.60, 321.05)
24,68224;Left Controller;(-0.06, 0.77, 5.43);(335.84, 25.67, 29.71)
24,68224;Metal Cube;(0.06, 0.77, 5.40);(1.58, 281.36, 0.00);True;Left Hand
24,73761;Metal Cube;(0.15, 0.74, 5.32);(346.82, 328.07, 186.37);False;
25,18317;Right Hand Presence Physics;(0.17, 0.77, 5.38);(323.87, 11.35, 321.75)
25,18317;Left Hand Presence Physics;(-0.07, 0.77, 5.42);(330.31, 11.68, 41.97)
25,18317;Right Controller;(0.17, 0.78, 5.38);(323.87, 11.35, 321.74)
25,18317;Left Controller;(-0.06, 0.77, 5.43);(335.79, 25.43, 30.36)
25,18317;Metal Cube;(0.01, 0.77, 5.41);(347.15, 328.09, 186.74);False;
25,21113;Metal Cube;(0.01, 0.77, 5.41);(347.15, 328.09, 186.73);True;Right Hand
25,65664;Metal Cube;(-0.02, 0.78, 5.38);(348.32, 1.51, 199.03);False;
25,6846;Right Hand Presence Physics;(0.17, 0.78, 5.38);(323.48, 10.93, 321.57)
25,6846;Left Hand Presence Physics;(-0.07, 0.74, 5.44);(356.61, 357.63, 93.70)
25,6846;Right Controller;(0.17, 0.78, 5.38);(323.49, 10.96, 321.52)
25,6846;Left Controller;(-0.07, 0.77, 5.43);(335.66, 25.09, 30.55)
25,6846;Metal Cube;(-0.01, 0.78, 5.37);(345.69, 0.51, 198.11);False;
26,1857;Right Hand Presence Physics;(0.18, 0.74, 5.38);(22.65, 32.88, 264.93)
26,1857;Left Hand Presence Physics;(-0.06, 0.77, 5.42);(332.88, 25.41, 17.72)
26,1857;Right Controller;(0.17, 0.78, 5.38);(323.50, 11.36, 321.39)
26,1857;Left Controller;(-0.06, 0.78, 5.42);(332.64, 25.22, 17.78)
