Timestamp;Name;Position;Rotation;Grabbed;Hand
0;Right Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Left Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Metal Cube;(-0.11, 0.56, 5.65);(0.00, 0.00, 0.00);False;
2,119478;Right Controller;(-0.16, 0.76, 0.53);(336.46, 309.65, 322.01)
2,119478;Left Controller;(-0.33, 0.71, 0.30);(337.17, 327.22, 28.41)
2,119478;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
2,621325;Right Hand Presence Physics;(-0.18, 0.77, 0.64);(334.63, 312.39, 322.83)
2,621325;Left Hand Presence Physics;(-0.36, 0.71, 0.40);(336.36, 324.30, 22.13)
2,621325;Right Controller;(-0.19, 0.77, 0.66);(334.63, 312.39, 322.83)
2,621325;Left Controller;(-0.37, 0.71, 0.42);(336.23, 324.29, 21.83)
2,621325;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
3,123099;Right Hand Presence Physics;(0.55, 0.76, 1.74);(335.05, 357.17, 323.55)
3,123099;Left Hand Presence Physics;(0.25, 0.71, 1.70);(337.18, 8.31, 22.15)
3,123099;Right Controller;(0.56, 0.77, 1.77);(335.05, 357.17, 323.55)
3,123099;Left Controller;(0.27, 0.71, 1.73);(337.18, 8.31, 22.15)
3,123099;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
3,624747;Right Hand Presence Physics;(0.34, 0.77, 2.95);(334.23, 356.02, 328.72)
3,624747;Left Hand Presence Physics;(0.05, 0.71, 2.92);(336.10, 4.18, 21.00)
3,624747;Right Controller;(0.34, 0.77, 2.99);(334.23, 356.02, 328.72)
3,624747;Left Controller;(0.05, 0.71, 2.95);(336.10, 4.20, 20.85)
3,624747;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
4,126212;Right Hand Presence Physics;(0.36, 0.77, 4.20);(333.65, 356.12, 330.98)
4,126212;Left Hand Presence Physics;(0.07, 0.71, 4.17);(336.21, 3.14, 20.10)
4,126212;Right Controller;(0.36, 0.77, 4.24);(333.63, 356.13, 331.01)
4,126212;Left Controller;(0.07, 0.71, 4.21);(336.22, 3.13, 20.06)
4,126212;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
4,62806;Right Hand Presence Physics;(0.33, 0.77, 5.38);(333.43, 356.57, 332.14)
4,62806;Left Hand Presence Physics;(-0.09, 0.73, 5.40);(340.10, 349.14, 0.41)
4,62806;Right Controller;(0.33, 0.77, 5.38);(333.42, 356.60, 332.16)
4,62806;Left Controller;(-0.09, 0.73, 5.40);(340.64, 348.78, 359.56)
4,62806;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
5,129548;Right Hand Presence Physics;(0.34, 0.77, 5.38);(333.39, 357.20, 332.12)
5,129548;Left Hand Presence Physics;(-0.11, 0.67, 5.54);(353.51, 350.88, 334.33)
5,129548;Right Controller;(0.34, 0.77, 5.38);(333.39, 357.20, 332.12)
5,129548;Left Controller;(-0.11, 0.67, 5.54);(354.32, 350.89, 334.56)
5,129548;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
5,184958;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);True;Left Hand
5,630677;Right Hand Presence Physics;(0.33, 0.77, 5.38);(332.85, 356.59, 332.19)
5,630677;Left Hand Presence Physics;(-0.09, 0.74, 5.48);(351.72, 8.32, 47.28)
5,630677;Right Controller;(0.33, 0.77, 5.38);(332.84, 356.58, 332.20)
5,630677;Left Controller;(-0.09, 0.75, 5.48);(349.71, 8.74, 50.50)
5,630677;Metal Cube;(-0.03, 0.74, 5.52);(342.65, 16.88, 71.29);True;Left Hand
6,131805;Right Hand Presence Physics;(0.31, 0.76, 5.38);(333.97, 353.81, 335.33)
6,131805;Left Hand Presence Physics;(0.08, 0.78, 5.39);(332.30, 12.51, 341.28)
6,131805;Right Controller;(0.31, 0.76, 5.38);(333.97, 353.81, 335.33)
6,131805;Left Controller;(0.08, 0.78, 5.39);(332.40, 13.07, 341.61)
6,131805;Metal Cube;(0.11, 0.76, 5.45);(336.64, 25.31, 1.67);True;Left Hand
6,633193;Right Hand Presence Physics;(0.30, 0.76, 5.39);(333.95, 352.51, 336.35)
6,633193;Left Hand Presence Physics;(0.15, 0.77, 5.37);(338.02, 28.24, 346.21)
6,633193;Right Controller;(0.30, 0.76, 5.39);(333.95, 352.51, 336.35)
6,633193;Left Controller;(0.15, 0.77, 5.37);(338.19, 28.38, 346.50)
6,633193;Metal Cube;(0.19, 0.74, 5.41);(341.24, 40.94, 7.70);True;Left Hand
6,716949;Metal Cube;(0.21, 0.74, 5.40);(342.00, 44.87, 12.29);True;Right Hand
6,855735;Metal Cube;(0.22, 0.74, 5.39);(334.82, 48.85, 13.85);False;
7,134763;Right Hand Presence Physics;(0.37, 0.76, 5.39);(332.03, 0.59, 297.07)
7,134763;Left Hand Presence Physics;(0.10, 0.78, 5.36);(335.77, 21.82, 3.22)
7,134763;Right Controller;(0.37, 0.76, 5.39);(331.99, 1.13, 293.62)
7,134763;Left Controller;(0.10, 0.78, 5.36);(335.38, 20.77, 5.29)
7,134763;Metal Cube;(0.29, 0.78, 5.39);(357.89, 46.35, 353.30);False;
7,636806;Right Hand Presence Physics;(0.09, 0.77, 4.99);(329.40, 11.10, 293.11)
7,636806;Left Hand Presence Physics;(-0.29, 0.74, 4.96);(336.25, 6.93, 17.89)
7,636806;Right Controller;(0.06, 0.77, 4.97);(329.61, 10.97, 292.38)
7,636806;Left Controller;(-0.32, 0.74, 4.94);(336.34, 7.01, 17.56)
7,636806;Metal Cube;(0.03, 0.80, 5.00);(359.37, 54.42, 347.73);False;
8,137103;Right Hand Presence Physics;(-0.06, 0.78, 5.00);(329.29, 25.43, 318.91)
8,137103;Left Hand Presence Physics;(-0.42, 0.75, 4.97);(331.16, 6.83, 14.56)
8,137103;Right Controller;(-0.06, 0.78, 5.03);(329.65, 25.92, 319.61)
8,137103;Left Controller;(-0.42, 0.75, 5.00);(331.23, 6.83, 14.53)
8,137103;Metal Cube;(-0.12, 0.78, 5.03);(342.64, 79.67, 2.18);False;
8,639472;Right Hand Presence Physics;(-0.10, 0.76, 5.41);(328.68, 14.29, 28.07)
8,639472;Left Hand Presence Physics;(-0.41, 0.76, 5.23);(331.23, 6.78, 15.55)
8,639472;Right Controller;(-0.10, 0.76, 5.42);(328.90, 13.51, 30.12)
8,639472;Left Controller;(-0.41, 0.76, 5.23);(331.23, 6.78, 15.54)
8,639472;Metal Cube;(-0.11, 0.71, 5.46);(290.40, 75.61, 43.52);False;
9,1536;Right Hand Presence Physics;(-0.09, 0.93, 4.63);(313.73, 150.98, 240.01)
9,1536;Left Hand Presence Physics;(-0.46, 0.75, 4.94);(331.85, 7.39, 14.54)
9,1536;Right Controller;(-0.09, 0.93, 4.58);(316.82, 152.75, 238.87)
9,1536;Left Controller;(-0.47, 0.75, 4.90);(331.83, 7.38, 14.52)
9,1536;Metal Cube;(-0.09, 0.99, 4.67);(4.24, 157.89, 304.43);False;
9,417914;Metal Cube;(-0.05, 1.08, 4.89);(297.36, 152.46, 352.90);False;
9,654463;Right Hand Presence Physics;(-0.06, 0.90, 4.90);(336.26, 25.53, 52.42)
9,654463;Left Hand Presence Physics;(-0.51, 0.75, 4.75);(331.80, 6.83, 15.58)
9,654463;Right Controller;(-0.06, 0.89, 4.90);(337.46, 24.51, 52.55)
9,654463;Left Controller;(-0.51, 0.75, 4.75);(331.79, 6.84, 15.57)
9,654463;Metal Cube;(0.03, 0.95, 5.25);(319.19, 47.15, 131.72);False;
10,15591;Right Hand Presence Physics;(-0.08, 0.80, 4.72);(320.59, 26.56, 355.04)
10,15591;Left Hand Presence Physics;(-0.51, 0.74, 4.71);(332.28, 8.08, 12.75)
10,15591;Right Controller;(-0.08, 0.80, 4.70);(320.60, 27.43, 354.09)
10,15591;Left Controller;(-0.51, 0.75, 4.69);(332.31, 8.08, 12.74)
10,15591;Metal Cube;(0.01, 0.55, 5.64);(0.78, 43.65, 181.20);False;
10,65706;Right Hand Presence Physics;(0.13, 0.80, 3.80);(317.76, 19.06, 350.32)
10,65706;Left Hand Presence Physics;(-0.25, 0.74, 3.79);(331.11, 8.02, 11.89)
10,65706;Right Controller;(0.13, 0.80, 3.80);(317.75, 18.73, 350.47)
10,65706;Left Controller;(-0.25, 0.74, 3.79);(331.01, 7.95, 12.20)
10,65706;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
11,15802;Right Hand Presence Physics;(0.13, 0.81, 3.78);(313.19, 20.67, 347.32)
11,15802;Left Hand Presence Physics;(-0.25, 0.75, 3.79);(330.46, 6.62, 9.08)
11,15802;Right Controller;(0.13, 0.81, 3.78);(312.96, 20.89, 347.00)
11,15802;Left Controller;(-0.25, 0.75, 3.79);(330.41, 6.56, 8.75)
11,15802;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
11,6596;Right Hand Presence Physics;(0.08, 0.81, 2.88);(312.79, 20.05, 346.94)
11,6596;Left Hand Presence Physics;(-0.29, 0.74, 2.89);(330.47, 8.79, 7.23)
11,6596;Right Controller;(0.08, 0.81, 2.84);(312.81, 20.08, 346.93)
11,6596;Left Controller;(-0.28, 0.75, 2.86);(330.48, 8.85, 7.23)
11,6596;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
12,16041;Right Hand Presence Physics;(0.33, 0.81, 2.09);(312.55, 18.66, 347.93)
12,16041;Left Hand Presence Physics;(-0.03, 0.75, 2.10);(328.57, 8.64, 8.08)
12,16041;Right Controller;(0.33, 0.81, 2.09);(312.55, 18.66, 347.93)
12,16041;Left Controller;(-0.03, 0.75, 2.10);(328.56, 8.63, 8.07)
12,16041;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
12,66196;Right Hand Presence Physics;(-0.09, 0.81, 1.60);(312.22, 18.41, 347.83)
12,66196;Left Hand Presence Physics;(-0.45, 0.75, 1.61);(328.89, 7.95, 10.55)
12,66196;Right Controller;(-0.11, 0.81, 1.57);(312.21, 18.41, 347.83)
12,66196;Left Controller;(-0.48, 0.75, 1.58);(328.90, 7.95, 10.57)
12,66196;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
13,16305;Right Hand Presence Physics;(-1.05, 0.81, 1.97);(312.05, 17.83, 348.18)
13,16305;Left Hand Presence Physics;(-1.42, 0.75, 1.98);(327.20, 7.74, 13.64)
13,16305;Right Controller;(-1.06, 0.81, 2.00);(312.02, 17.82, 348.18)
13,16305;Left Controller;(-1.43, 0.75, 2.01);(327.22, 7.74, 13.61)
13,16305;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
13,66437;Right Hand Presence Physics;(-1.17, 0.81, 3.20);(311.88, 17.88, 348.21)
13,66437;Left Hand Presence Physics;(-1.56, 0.75, 3.22);(328.02, 5.22, 14.71)
13,66437;Right Controller;(-1.18, 0.81, 3.24);(311.87, 17.84, 348.24)
13,66437;Left Controller;(-1.56, 0.75, 3.25);(328.03, 5.19, 14.74)
13,66437;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
14,16526;Right Hand Presence Physics;(-1.34, 0.81, 3.67);(312.02, 16.87, 349.24)
14,16526;Left Hand Presence Physics;(-1.73, 0.77, 3.80);(330.45, 2.73, 316.77)
14,16526;Right Controller;(-1.34, 0.81, 3.67);(312.03, 16.86, 349.26)
14,16526;Left Controller;(-1.73, 0.77, 3.80);(330.85, 2.87, 314.65)
14,16526;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
14,6673;Right Hand Presence Physics;(-1.34, 0.81, 3.67);(311.83, 16.57, 349.58)
14,6673;Left Hand Presence Physics;(-1.73, 0.66, 3.88);(1.67, 9.38, 310.75)
14,6673;Right Controller;(-1.34, 0.81, 3.67);(311.83, 16.51, 349.62)
14,6673;Left Controller;(-1.73, 0.66, 3.89);(9.39, 11.38, 324.35)
14,6673;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
15,16788;Right Hand Presence Physics;(-1.34, 0.81, 3.67);(311.80, 16.63, 349.46)
15,16788;Left Hand Presence Physics;(-1.71, 0.63, 3.88);(1.94, 14.99, 290.51)
15,16788;Right Controller;(-1.34, 0.81, 3.67);(311.80, 16.61, 349.47)
15,16788;Left Controller;(-1.71, 0.62, 3.88);(20.68, 20.92, 334.41)
15,16788;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
15,66916;Right Hand Presence Physics;(-1.34, 0.81, 3.68);(312.13, 15.31, 350.56)
15,66916;Left Hand Presence Physics;(-1.73, 0.64, 3.88);(346.38, 25.58, 303.46)
15,66916;Right Controller;(-1.34, 0.81, 3.68);(312.13, 15.30, 350.56)
15,66916;Left Controller;(-1.74, 0.61, 3.89);(14.71, 27.86, 358.35)
15,66916;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
16,16995;Right Hand Presence Physics;(-1.34, 0.81, 3.67);(312.22, 15.00, 350.34)
16,16995;Left Hand Presence Physics;(-1.70, 0.66, 3.89);(21.04, 15.02, 311.87)
16,16995;Right Controller;(-1.34, 0.81, 3.67);(312.27, 14.99, 350.33)
16,16995;Left Controller;(-1.71, 0.64, 3.90);(15.54, 28.13, 6.83)
16,16995;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
16,67177;Right Hand Presence Physics;(-1.35, 0.81, 3.68);(312.69, 13.17, 351.82)
16,67177;Left Hand Presence Physics;(-1.74, 0.65, 3.85);(13.01, 359.32, 302.44)
16,67177;Right Controller;(-1.35, 0.81, 3.68);(312.69, 13.16, 351.83)
16,67177;Left Controller;(-1.74, 0.65, 3.86);(9.61, 29.97, 8.25)
16,67177;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
17,17287;Right Hand Presence Physics;(-1.36, 0.81, 3.68);(313.07, 11.09, 352.91)
17,17287;Left Hand Presence Physics;(-1.86, 0.72, 3.69);(343.32, 9.99, 355.97)
17,17287;Right Controller;(-1.36, 0.81, 3.68);(313.06, 11.07, 352.96)
17,17287;Left Controller;(-1.87, 0.72, 3.69);(342.81, 9.34, 356.93)
17,17287;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
17,67365;Right Hand Presence Physics;(-1.17, 0.81, 4.20);(312.58, 12.15, 352.22)
17,67365;Left Hand Presence Physics;(-1.79, 0.73, 4.17);(350.61, 353.05, 353.71)
17,67365;Right Controller;(-1.15, 0.81, 4.19);(312.58, 12.14, 352.21)
17,67365;Left Controller;(-1.77, 0.73, 4.15);(350.64, 352.27, 353.29)
17,67365;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
18,17496;Right Hand Presence Physics;(-1.07, 0.81, 4.14);(311.69, 10.59, 356.05)
18,17496;Left Hand Presence Physics;(-1.75, 0.67, 4.04);(6.95, 328.63, 298.32)
18,17496;Right Controller;(-1.07, 0.81, 4.14);(311.66, 10.55, 356.14)
18,17496;Left Controller;(-1.76, 0.66, 4.03);(8.16, 328.40, 297.85)
18,17496;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
18,67629;Right Hand Presence Physics;(-1.08, 0.81, 4.13);(310.61, 9.06, 359.19)
18,67629;Left Hand Presence Physics;(-1.82, 0.60, 4.01);(41.67, 348.09, 5.50)
18,67629;Right Controller;(-1.08, 0.82, 4.13);(310.65, 9.06, 359.17)
18,67629;Left Controller;(-1.79, 0.57, 4.01);(14.96, 344.15, 318.74)
18,67629;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
19,17733;Right Hand Presence Physics;(-0.81, 0.81, 4.06);(310.86, 9.30, 359.85)
19,17733;Left Hand Presence Physics;(-1.47, 0.73, 3.92);(349.95, 335.14, 312.69)
19,17733;Right Controller;(-0.81, 0.81, 4.06);(310.86, 9.22, 359.93)
19,17733;Left Controller;(-1.47, 0.73, 3.92);(349.81, 335.26, 312.32)
19,17733;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
19,67832;Right Hand Presence Physics;(-0.79, 0.80, 4.09);(311.25, 8.93, 0.49)
19,67832;Left Hand Presence Physics;(-1.70, 0.66, 3.95);(354.85, 308.96, 309.02)
19,67832;Right Controller;(-0.79, 0.80, 4.09);(311.26, 8.93, 0.49)
19,67832;Left Controller;(-1.70, 0.65, 3.95);(356.99, 307.39, 312.65)
19,67832;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
20,17951;Right Hand Presence Physics;(-0.77, 0.79, 4.10);(311.31, 7.41, 1.63)
20,17951;Left Hand Presence Physics;(-1.70, 0.69, 4.00);(353.67, 309.08, 319.01)
20,17951;Right Controller;(-0.77, 0.79, 4.10);(311.29, 7.40, 1.63)
20,17951;Left Controller;(-1.70, 0.69, 4.00);(353.69, 309.62, 319.49)
20,17951;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
20,681;Right Hand Presence Physics;(-0.83, 0.78, 3.95);(311.40, 7.94, 1.16)
20,681;Left Hand Presence Physics;(-1.70, 0.72, 3.84);(349.00, 320.87, 316.71)
20,681;Right Controller;(-0.85, 0.78, 3.92);(311.40, 7.94, 1.16)
20,681;Left Controller;(-1.72, 0.72, 3.81);(348.90, 320.94, 316.55)
20,681;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
21,18191;Right Hand Presence Physics;(-0.90, 0.78, 3.87);(311.13, 8.14, 0.95)
21,18191;Left Hand Presence Physics;(-1.72, 0.70, 3.89);(351.59, 329.24, 310.70)
21,18191;Right Controller;(-0.90, 0.78, 3.87);(311.11, 8.09, 1.00)
21,18191;Left Controller;(-1.72, 0.70, 3.90);(351.96, 329.15, 310.66)
21,18191;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
21,68322;Right Hand Presence Physics;(-0.98, 0.81, 3.80);(311.17, 7.50, 1.32)
21,68322;Left Hand Presence Physics;(-1.72, 0.60, 3.96);(6.06, 323.78, 286.01)
21,68322;Right Controller;(-0.98, 0.81, 3.80);(311.18, 7.53, 1.32)
21,68322;Left Controller;(-1.73, 0.58, 3.96);(9.99, 329.27, 309.56)
21,68322;Metal Cube;(0.00, 0.55, 5.77);(0.00, 46.56, 180.00);False;
21,71113;Right Hand Presence Physics;(-0.98, 0.81, 3.80);(311.17, 7.59, 1.32)
21,71113;Left Hand Presence Physics;(-1.73, 0.59, 3.96);(355.49, 331.41, 287.04)
21,71113;Right Controller;(-0.30, 0.81, 0.39);(315.34, 295.41, 337.77)
21,71113;Left Controller;(-0.30, 0.78, -0.11);(318.13, 260.69, 10.05)
22,21278;Right Hand Presence Physics;(0.00, 0.82, 0.59);(317.31, 339.53, 333.00)
22,21278;Left Hand Presence Physics;(-0.35, 0.77, 0.25);(318.81, 312.84, 1.09)
22,21278;Right Controller;(0.02, 0.82, 0.59);(317.37, 339.54, 332.57)
22,21278;Left Controller;(-0.32, 0.78, 0.25);(318.85, 313.08, 0.73)
22,21278;Sponge Cube;(-0.12, 0.55, 5.65);(270.02, 0.00, 0.00);False;
22,71406;Right Hand Presence Physics;(0.80, 0.82, 1.26);(315.77, 340.70, 335.49)
22,71406;Left Hand Presence Physics;(0.46, 0.77, 0.94);(317.28, 317.80, 352.45)
22,71406;Right Controller;(0.80, 0.82, 1.30);(315.76, 340.70, 335.47)
22,71406;Left Controller;(0.47, 0.77, 0.97);(317.24, 318.09, 351.95)
22,71406;Sponge Cube;(-0.12, 0.55, 5.65);(270.02, 0.00, 0.00);False;
23,21497;Right Hand Presence Physics;(1.12, 0.82, 2.47);(315.89, 340.61, 335.29)
23,21497;Left Hand Presence Physics;(0.78, 0.77, 2.15);(320.32, 318.68, 352.80)
23,21497;Right Controller;(1.12, 0.82, 2.50);(315.90, 340.61, 335.31)
23,21497;Left Controller;(0.79, 0.77, 2.19);(320.38, 318.73, 352.74)
23,21497;Sponge Cube;(-0.12, 0.55, 5.65);(270.02, 0.00, 0.00);False;
23,71625;Right Hand Presence Physics;(1.02, 0.82, 3.71);(315.75, 340.15, 335.72)
23,71625;Left Hand Presence Physics;(0.69, 0.76, 3.40);(322.65, 318.57, 350.88)
23,71625;Right Controller;(1.02, 0.82, 3.75);(315.76, 340.14, 335.73)
23,71625;Left Controller;(0.68, 0.76, 3.44);(322.68, 318.56, 350.90)
23,71625;Sponge Cube;(-0.12, 0.55, 5.65);(270.02, 0.00, 0.00);False;
24,21731;Right Hand Presence Physics;(0.72, 0.82, 4.92);(315.65, 339.20, 336.27)
24,21731;Left Hand Presence Physics;(0.38, 0.76, 4.62);(323.51, 317.97, 349.85)
24,21731;Right Controller;(0.71, 0.82, 4.95);(315.64, 339.17, 336.30)
24,21731;Left Controller;(0.37, 0.76, 4.65);(323.51, 317.97, 349.85)
24,21731;Sponge Cube;(-0.12, 0.55, 5.65);(270.02, 0.00, 0.00);False;
24,71913;Right Hand Presence Physics;(0.52, 0.82, 5.93);(315.79, 338.60, 336.74)
24,71913;Left Hand Presence Physics;(0.15, 0.77, 5.60);(322.07, 311.11, 350.02)
24,71913;Right Controller;(0.52, 0.82, 5.93);(315.82, 338.60, 336.71)
24,71913;Left Controller;(0.15, 0.78, 5.60);(321.74, 310.79, 349.50)
24,71913;Sponge Cube;(-0.12, 0.55, 5.65);(270.02, 0.00, 0.00);False;
25,22005;Right Hand Presence Physics;(0.51, 0.81, 5.93);(315.84, 337.52, 337.84)
25,22005;Left Hand Presence Physics;(-0.06, 0.70, 5.65);(342.58, 303.42, 321.45)
25,22005;Right Controller;(0.51, 0.82, 5.93);(315.84, 337.58, 337.78)
25,22005;Left Controller;(-0.07, 0.70, 5.65);(343.81, 303.54, 321.36)
25,22005;Sponge Cube;(-0.12, 0.55, 5.65);(270.02, 0.00, 0.00);False;
25,56837;Sponge Cube;(-0.12, 0.55, 5.65);(273.04, 101.59, 258.40);True;Left Hand
25,72104;Right Hand Presence Physics;(0.51, 0.81, 5.93);(315.83, 337.25, 338.15)
25,72104;Left Hand Presence Physics;(-0.07, 0.65, 5.65);(352.44, 304.54, 326.22)
25,72104;Right Controller;(0.51, 0.81, 5.93);(315.84, 337.28, 338.11)
25,72104;Left Controller;(-0.07, 0.66, 5.65);(352.10, 304.41, 326.42)
25,72104;Sponge Cube;(-0.11, 0.61, 5.65);(274.64, 120.23, 239.25);True;Left Hand
26,22237;Right Hand Presence Physics;(0.51, 0.81, 5.93);(315.67, 337.28, 337.97)
26,22237;Left Hand Presence Physics;(0.04, 0.75, 5.63);(318.38, 303.16, 303.25)
26,22237;Right Controller;(0.51, 0.82, 5.93);(315.65, 337.26, 337.96)
26,22237;Left Controller;(0.04, 0.75, 5.63);(316.37, 304.38, 295.64)
26,22237;Sponge Cube;(-0.03, 0.75, 5.62);(313.99, 88.46, 260.20);True;Left Hand
26,72381;Right Hand Presence Physics;(0.66, 0.81, 5.87);(315.64, 336.56, 338.50)
26,72381;Left Hand Presence Physics;(0.21, 0.76, 5.52);(338.63, 308.42, 28.00)
26,72381;Right Controller;(0.69, 0.81, 5.86);(315.63, 336.51, 338.53)
26,72381;Left Controller;(0.24, 0.76, 5.51);(338.69, 308.61, 28.30)
26,72381;Sponge Cube;(0.19, 0.73, 5.58);(332.40, 210.22, 167.61);True;Left Hand
27,22496;Right Hand Presence Physics;(1.11, 0.81, 5.63);(315.61, 336.62, 338.41)
27,22496;Left Hand Presence Physics;(0.67, 0.77, 5.28);(333.84, 309.82, 31.34)
27,22496;Right Controller;(1.11, 0.81, 5.63);(315.62, 336.63, 338.39)
27,22496;Left Controller;(0.67, 0.77, 5.28);(334.37, 310.58, 33.69)
27,22496;Sponge Cube;(0.66, 0.74, 5.34);(334.79, 209.33, 173.13);True;Left Hand
27,72588;Right Hand Presence Physics;(1.11, 0.81, 5.63);(315.64, 336.47, 338.45)
27,72588;Left Hand Presence Physics;(0.67, 0.77, 5.28);(333.16, 298.14, 4.11)
27,72588;Right Controller;(1.12, 0.82, 5.63);(315.64, 336.47, 338.45)
27,72588;Left Controller;(0.67, 0.77, 5.28);(333.04, 298.49, 3.55)
27,72588;Sponge Cube;(0.63, 0.73, 5.32);(313.39, 181.21, 182.02);True;Left Hand
28,2273;Right Hand Presence Physics;(1.61, 0.80, 5.33);(317.29, 316.46, 353.20)
28,2273;Left Hand Presence Physics;(1.39, 0.79, 5.11);(331.93, 334.08, 351.24)
28,2273;Right Controller;(1.61, 0.80, 5.32);(317.65, 315.15, 353.79)
28,2273;Left Controller;(1.39, 0.79, 5.12);(331.94, 335.61, 351.46)
28,2273;Sponge Cube;(1.36, 0.76, 5.16);(304.32, 201.02, 194.40);True;Left Hand
28,56109;Sponge Cube;(1.49, 0.76, 5.25);(299.99, 218.62, 194.45);True;Right Hand
28,63074;Sponge Cube;(1.50, 0.76, 5.25);(310.33, 222.95, 193.32);False;
28,72816;Right Hand Presence Physics;(1.57, 0.77, 5.28);(320.30, 304.28, 355.56)
28,72816;Left Hand Presence Physics;(1.50, 0.80, 5.19);(334.12, 353.32, 348.56)
28,72816;Right Controller;(1.57, 0.77, 5.28);(320.30, 304.28, 355.56)
28,72816;Left Controller;(1.50, 0.80, 5.19);(334.15, 352.96, 348.78)
