Timestamp;Name;Position;Rotation;Grabbed;Hand
0;Right Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Left Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Metal Cube;(-0.11, 0.56, 5.65);(0.00, 0.00, 0.00);False;
13,70232;Left Hand Presence Physics;(-0.04, 0.82, 5.46);(330.56, 29.55, 355.66)
13,70232;Right Controller;(0.14, 0.78, 5.41);(328.16, 348.15, 347.43)
13,70232;Left Controller;(-0.04, 0.82, 5.46);(330.56, 29.57, 355.65)
13,70232;Metal Cube;(-0.02, 0.75, 5.43);(11.28, 104.69, 330.70);True;Right Hand
14,20398;Right Hand Presence Physics;(0.23, 0.83, 5.36);(312.68, 20.36, 318.88)
14,20398;Left Hand Presence Physics;(-0.03, 0.80, 5.45);(332.67, 32.02, 354.54)
14,20398;Right Controller;(0.22, 0.83, 5.36);(312.07, 18.60, 320.03)
14,20398;Left Controller;(-0.03, 0.81, 5.45);(332.68, 32.04, 354.52)
14,20398;Metal Cube;(0.03, 0.74, 5.45);(355.26, 110.46, 299.39);True;Right Hand
14,70516;Right Hand Presence Physics;(0.12, 0.79, 5.34);(318.31, 319.94, 14.79)
14,70516;Left Hand Presence Physics;(-0.03, 0.83, 5.49);(329.80, 26.01, 321.58)
14,70516;Right Controller;(0.12, 0.79, 5.34);(318.69, 319.31, 15.60)
14,70516;Left Controller;(-0.04, 0.84, 5.49);(328.72, 25.11, 320.11)
14,70516;Metal Cube;(0.02, 0.77, 5.49);(10.39, 134.69, 279.90);True;Right Hand
15,20635;Right Hand Presence Physics;(0.18, 0.79, 5.41);(325.73, 359.16, 350.56)
15,20635;Left Hand Presence Physics;(0.01, 0.80, 5.43);(339.57, 52.04, 295.04)
15,20635;Right Controller;(0.18, 0.79, 5.41);(325.17, 0.50, 348.87)
15,20635;Left Controller;(0.01, 0.80, 5.42);(340.39, 53.64, 297.51)
15,20635;Metal Cube;(0.06, 0.73, 5.44);(4.53, 95.75, 301.64);True;Right Hand
15,70739;Right Hand Presence Physics;(0.15, 0.79, 5.40);(322.22, 352.13, 350.75)
15,70739;Left Hand Presence Physics;(-0.01, 0.78, 5.46);(343.25, 40.38, 348.32)
15,70739;Right Controller;(0.15, 0.79, 5.40);(322.50, 352.11, 350.80)
15,70739;Left Controller;(0.00, 0.78, 5.46);(343.40, 40.49, 349.76)
15,70739;Metal Cube;(0.04, 0.71, 5.45);(357.56, 112.05, 312.71);True;Right Hand
15,90243;Metal Cube;(0.03, 0.72, 5.44);(2.68, 109.17, 323.52);False;
16,20906;Right Hand Presence Physics;(0.11, 0.79, 5.39);(315.96, 2.92, 349.81)
16,20906;Left Hand Presence Physics;(-0.02, 0.82, 5.49);(334.80, 24.94, 1.76)
16,20906;Right Controller;(0.11, 0.79, 5.39);(314.87, 3.79, 350.27)
16,20906;Left Controller;(-0.02, 0.82, 5.49);(334.72, 24.34, 2.18)
16,20906;Metal Cube;(0.03, 0.75, 5.47);(357.51, 99.14, 320.74);False;
16,61252;Metal Cube;(0.03, 0.77, 5.46);(22.88, 111.72, 323.23);True;Right Hand
16,70999;Right Hand Presence Physics;(0.09, 0.77, 5.40);(315.22, 9.81, 350.93)
16,70999;Left Hand Presence Physics;(0.00, 0.82, 5.47);(333.05, 25.66, 6.23)
16,70999;Right Controller;(0.09, 0.77, 5.40);(315.25, 9.76, 350.99)
16,70999;Left Controller;(0.00, 0.83, 5.47);(333.04, 25.70, 6.24)
16,70999;Metal Cube;(-0.01, 0.75, 5.44);(26.41, 131.04, 341.46);True;Right Hand
17,14175;Metal Cube;(0.05, 0.73, 5.44);(11.75, 121.90, 313.07);False;
17,21137;Right Hand Presence Physics;(0.13, 0.79, 5.39);(314.26, 18.65, 344.62)
17,21137;Left Hand Presence Physics;(0.04, 0.79, 5.45);(333.44, 36.25, 313.63)
17,21137;Right Controller;(0.13, 0.79, 5.39);(314.20, 18.97, 344.43)
17,21137;Left Controller;(0.04, 0.79, 5.45);(333.70, 36.57, 308.89)
17,21137;Metal Cube;(0.03, 0.71, 5.46);(38.98, 108.86, 308.17);False;
17,71236;Right Hand Presence Physics;(0.13, 0.79, 5.39);(314.22, 15.92, 345.74)
17,71236;Left Hand Presence Physics;(0.02, 0.80, 5.46);(339.67, 35.41, 298.96)
17,71236;Right Controller;(0.13, 0.79, 5.39);(314.23, 15.38, 346.11)
17,71236;Left Controller;(0.02, 0.81, 5.46);(337.70, 35.62, 300.02)
17,71236;Metal Cube;(0.00, 0.73, 5.48);(53.93, 103.23, 309.81);False;
18,21358;Right Hand Presence Physics;(0.07, 0.77, 5.37);(311.84, 30.33, 331.13)
18,21358;Left Hand Presence Physics;(0.00, 0.87, 5.43);(313.05, 28.60, 341.09)
18,21358;Right Controller;(0.06, 0.77, 5.38);(313.07, 356.88, 355.34)
18,21358;Left Controller;(0.00, 0.87, 5.43);(313.07, 28.71, 340.94)
18,21358;Metal Cube;(0.04, 0.80, 5.44);(15.15, 109.55, 291.70);False;
18,24136;Metal Cube;(0.04, 0.80, 5.44);(13.74, 110.57, 292.07);True;Right Hand
18,71472;Right Hand Presence Physics;(0.15, 0.80, 5.37);(311.18, 18.49, 337.08)
18,71472;Left Hand Presence Physics;(0.04, 0.81, 5.41);(330.07, 47.73, 317.99)
18,71472;Right Controller;(0.15, 0.81, 5.37);(311.11, 19.27, 336.47)
18,71472;Left Controller;(0.04, 0.81, 5.41);(331.59, 48.31, 315.84)
18,71472;Metal Cube;(0.08, 0.75, 5.42);(6.39, 109.89, 300.06);True;Right Hand
19,21593;Right Hand Presence Physics;(0.14, 0.84, 5.31);(299.91, 356.86, 341.74)
19,21593;Left Hand Presence Physics;(0.05, 0.75, 5.46);(347.74, 37.45, 286.60)
19,21593;Right Controller;(0.14, 0.84, 5.31);(299.67, 354.66, 343.05)
19,21593;Left Controller;(0.05, 0.75, 5.46);(347.84, 37.19, 286.40)
19,21593;Metal Cube;(0.13, 0.77, 5.46);(333.01, 146.02, 223.52);True;Right Hand
19,71714;Right Hand Presence Physics;(0.05, 0.75, 5.36);(328.72, 315.11, 25.10)
19,71714;Left Hand Presence Physics;(0.03, 0.83, 5.47);(323.71, 30.79, 305.41)
19,71714;Right Controller;(0.05, 0.75, 5.36);(329.47, 316.23, 25.40)
19,71714;Left Controller;(0.02, 0.83, 5.47);(322.87, 30.62, 306.15)
19,71714;Metal Cube;(-0.02, 0.76, 5.45);(32.82, 169.36, 358.38);True;Right Hand
20,21807;Right Hand Presence Physics;(0.10, 0.82, 5.31);(305.91, 323.94, 1.23)
20,21807;Left Hand Presence Physics;(0.04, 0.78, 5.48);(337.04, 34.88, 299.36)
20,21807;Right Controller;(0.11, 0.83, 5.31);(304.24, 325.65, 358.02)
20,21807;Left Controller;(0.04, 0.78, 5.48);(338.12, 35.26, 298.73)
20,21807;Metal Cube;(0.11, 0.82, 5.46);(347.96, 159.02, 203.17);True;Right Hand
20,71924;Right Hand Presence Physics;(0.16, 0.83, 5.33);(305.62, 357.12, 338.39)
20,71924;Left Hand Presence Physics;(0.03, 0.78, 5.46);(337.78, 37.40, 300.69)
20,71924;Right Controller;(0.16, 0.83, 5.34);(305.82, 357.72, 338.18)
20,71924;Left Controller;(0.03, 0.78, 5.46);(337.75, 37.37, 300.71)
20,71924;Metal Cube;(0.12, 0.79, 5.48);(343.04, 134.60, 228.90);True;Right Hand
20,74734;Metal Cube;(0.11, 0.79, 5.48);(343.35, 134.05, 229.29);False;
21,22086;Right Hand Presence Physics;(0.17, 0.80, 5.39);(315.09, 13.87, 344.63)
21,22086;Left Hand Presence Physics;(0.02, 0.80, 5.46);(330.22, 34.47, 306.42)
21,22086;Right Controller;(0.17, 0.80, 5.39);(315.07, 14.11, 344.55)
21,22086;Left Controller;(0.02, 0.80, 5.46);(330.21, 34.46, 306.43)
21,22086;Metal Cube;(0.10, 0.82, 5.47);(339.75, 136.39, 220.97);False;
21,35993;Metal Cube;(0.10, 0.82, 5.47);(339.62, 136.85, 221.18);True;Right Hand
21,7217;Right Hand Presence Physics;(0.19, 0.80, 5.39);(315.91, 18.17, 339.43)
21,7217;Left Hand Presence Physics;(0.02, 0.79, 5.45);(330.68, 35.71, 306.15)
21,7217;Right Controller;(0.19, 0.80, 5.39);(315.90, 18.27, 339.38)
21,7217;Left Controller;(0.02, 0.80, 5.45);(330.69, 35.72, 306.14)
21,7217;Metal Cube;(0.08, 0.74, 5.47);(357.93, 109.85, 284.06);True;Right Hand
22,22311;Right Hand Presence Physics;(0.44, 0.83, 5.21);(317.71, 79.73, 299.64)
22,22311;Left Hand Presence Physics;(0.00, 0.78, 5.45);(332.33, 34.76, 306.34)
22,22311;Right Controller;(0.44, 0.83, 5.21);(318.35, 80.65, 299.35)
22,22311;Left Controller;(0.00, 0.78, 5.46);(332.37, 34.53, 306.36)
22,22311;Metal Cube;(0.07, 0.73, 5.46);(353.64, 118.89, 280.60);True;Right Hand
22,72428;Right Hand Presence Physics;(0.17, 0.79, 5.38);(324.01, 344.57, 16.37)
22,72428;Left Hand Presence Physics;(0.01, 0.80, 5.45);(330.35, 36.52, 306.08)
22,72428;Right Controller;(0.17, 0.79, 5.38);(325.26, 341.97, 18.76)
22,72428;Left Controller;(0.01, 0.80, 5.45);(330.35, 36.52, 306.08)
22,72428;Metal Cube;(0.07, 0.73, 5.46);(2.05, 111.76, 288.22);True;Right Hand
23,22532;Right Hand Presence Physics;(0.28, 0.83, 5.36);(314.76, 18.98, 345.74)
23,22532;Left Hand Presence Physics;(0.01, 0.79, 5.45);(330.46, 36.26, 306.43)
23,22532;Right Controller;(0.27, 0.83, 5.36);(314.55, 14.83, 348.54)
23,22532;Left Controller;(0.01, 0.80, 5.45);(330.48, 36.30, 306.42)
23,22532;Metal Cube;(0.08, 0.74, 5.46);(353.65, 108.99, 286.86);True;Right Hand
23,72689;Right Hand Presence Physics;(0.21, 0.79, 5.39);(325.81, 354.40, 15.10)
23,72689;Left Hand Presence Physics;(0.01, 0.80, 5.45);(329.94, 36.14, 306.77)
23,72689;Right Controller;(0.21, 0.79, 5.39);(327.16, 355.62, 15.73)
23,72689;Left Controller;(0.01, 0.80, 5.45);(329.93, 36.14, 306.78)
23,72689;Metal Cube;(0.06, 0.73, 5.45);(1.70, 107.73, 297.84);True;Right Hand
24,22801;Right Hand Presence Physics;(0.16, 0.80, 5.38);(319.35, 347.49, 2.30)
24,22801;Left Hand Presence Physics;(0.01, 0.81, 5.44);(327.00, 36.13, 309.69)
24,22801;Right Controller;(0.16, 0.80, 5.39);(319.92, 346.36, 3.59)
24,22801;Left Controller;(0.01, 0.81, 5.44);(326.80, 36.16, 310.06)
24,22801;Metal Cube;(0.07, 0.75, 5.46);(2.83, 112.29, 283.03);True;Right Hand
24,72927;Right Hand Presence Physics;(0.21, 0.80, 5.40);(320.42, 13.95, 338.41)
24,72927;Left Hand Presence Physics;(0.02, 0.81, 5.43);(325.49, 38.40, 312.06)
24,72927;Right Controller;(0.22, 0.81, 5.40);(320.71, 17.18, 335.53)
24,72927;Left Controller;(0.02, 0.81, 5.43);(325.50, 38.40, 312.06)
24,72927;Metal Cube;(0.07, 0.74, 5.44);(2.41, 101.05, 298.36);True;Right Hand
25,23007;Right Hand Presence Physics;(0.14, 0.79, 5.40);(321.17, 352.98, 354.22)
25,23007;Left Hand Presence Physics;(0.03, 0.81, 5.43);(325.49, 39.06, 311.91)
25,23007;Right Controller;(0.14, 0.79, 5.40);(321.51, 352.90, 354.12)
25,23007;Left Controller;(0.03, 0.81, 5.43);(325.49, 39.06, 311.91)
25,23007;Metal Cube;(0.07, 0.74, 5.44);(9.70, 107.33, 296.72);True;Right Hand
25,73142;Right Hand Presence Physics;(0.16, 0.80, 5.39);(322.07, 354.72, 353.22)
25,73142;Left Hand Presence Physics;(0.02, 0.81, 5.43);(325.22, 38.90, 312.11)
25,73142;Right Controller;(0.16, 0.80, 5.39);(322.13, 356.15, 352.39)
25,73142;Left Controller;(0.02, 0.81, 5.43);(325.22, 38.90, 312.11)
25,73142;Metal Cube;(0.07, 0.74, 5.44);(7.09, 106.71, 296.00);True;Right Hand
25,77317;Metal Cube;(0.07, 0.75, 5.44);(1.80, 104.85, 296.47);False;
26,23251;Right Hand Presence Physics;(0.27, 0.83, 5.34);(313.40, 34.47, 312.92)
26,23251;Left Hand Presence Physics;(-0.08, 0.84, 5.49);(338.63, 24.32, 54.88)
26,23251;Right Controller;(0.26, 0.83, 5.34);(313.22, 34.10, 313.29)
26,23251;Left Controller;(-0.08, 0.84, 5.49);(339.25, 23.86, 55.77)
26,23251;Metal Cube;(-0.03, 0.88, 5.44);(274.49, 162.29, 285.23);False;
26,7339;Right Hand Presence Physics;(0.20, 0.82, 5.36);(311.87, 8.44, 336.03)
26,7339;Left Hand Presence Physics;(-0.06, 0.84, 5.47);(332.82, 24.39, 32.95)
26,7339;Right Controller;(0.20, 0.83, 5.36);(312.16, 7.25, 337.12)
26,7339;Left Controller;(-0.06, 0.85, 5.47);(332.81, 24.39, 32.97)
26,7339;Metal Cube;(0.01, 0.86, 5.43);(294.89, 130.67, 308.15);False;
27,23498;Right Hand Presence Physics;(0.20, 0.82, 5.36);(311.52, 4.84, 340.18)
27,23498;Left Hand Presence Physics;(-0.07, 0.85, 5.49);(334.55, 27.98, 52.59)
27,23498;Right Controller;(0.20, 0.82, 5.36);(311.52, 4.83, 340.19)
27,23498;Left Controller;(-0.07, 0.85, 5.49);(334.50, 28.08, 52.59)
27,23498;Metal Cube;(-0.02, 0.89, 5.43);(278.95, 172.39, 277.63);False;
27,49964;Metal Cube;(-0.01, 0.87, 5.46);(309.28, 116.61, 299.14);False;
27,73646;Right Hand Presence Physics;(0.19, 0.82, 5.36);(311.03, 4.27, 341.35)
27,73646;Left Hand Presence Physics;(-0.17, 0.91, 5.45);(318.63, 343.88, 51.03)
27,73646;Right Controller;(0.19, 0.83, 5.36);(311.03, 4.28, 341.35)
27,73646;Left Controller;(-0.17, 0.91, 5.45);(318.53, 342.74, 52.38)
27,73646;Metal Cube;(0.01, 0.58, 5.50);(338.11, 94.51, 280.79);False;
