Timestamp;Name;Position;Rotation;Grabbed;Hand
0;Right Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Left Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Metal Cube;(-0.11, 0.56, 5.65);(0.00, 0.00, 0.00);False;
5,664351;Left Hand Presence Physics;(-0.11, 0.70, 5.41);(338.03, 351.66, 13.11)
5,664351;Right Controller;(0.19, 0.74, 5.32);(337.53, 5.59, 334.49)
5,664351;Left Controller;(-0.11, 0.70, 5.41);(337.37, 351.59, 12.84)
5,664351;Metal Cube;(-0.11, 0.56, 5.65);(0.93, 0.35, 11.61);False;
6,165724;Right Hand Presence Physics;(0.20, 0.75, 5.32);(336.77, 6.32, 333.30)
6,165724;Left Hand Presence Physics;(-0.15, 0.70, 5.50);(347.42, 343.83, 6.56)
6,165724;Right Controller;(0.20, 0.75, 5.32);(336.76, 6.34, 333.30)
6,165724;Left Controller;(-0.16, 0.71, 5.51);(348.24, 344.42, 4.82)
6,165724;Metal Cube;(-0.10, 0.55, 5.65);(0.00, 359.09, 0.00);False;
6,667005;Right Hand Presence Physics;(0.21, 0.75, 5.32);(336.09, 7.07, 332.79)
6,667005;Left Hand Presence Physics;(-0.14, 0.66, 5.60);(5.22, 354.14, 347.07)
6,667005;Right Controller;(0.21, 0.75, 5.32);(336.12, 7.08, 332.78)
6,667005;Left Controller;(-0.14, 0.66, 5.59);(5.08, 354.17, 346.86)
6,667005;Metal Cube;(-0.10, 0.55, 5.65);(0.00, 359.09, 0.00);False;
7,16827;Right Hand Presence Physics;(0.21, 0.75, 5.32);(336.14, 6.91, 332.96)
7,16827;Left Hand Presence Physics;(-0.14, 0.63, 5.61);(12.00, 355.36, 338.08)
7,16827;Right Controller;(0.21, 0.75, 5.32);(336.15, 6.89, 332.97)
7,16827;Left Controller;(-0.14, 0.63, 5.61);(12.01, 355.37, 338.06)
7,16827;Metal Cube;(-0.10, 0.55, 5.65);(0.00, 359.09, 0.00);False;
7,669456;Right Hand Presence Physics;(0.21, 0.75, 5.32);(336.28, 6.89, 332.87)
7,669456;Left Hand Presence Physics;(-0.13, 0.64, 5.61);(10.92, 356.04, 336.81)
7,669456;Right Controller;(0.21, 0.75, 5.32);(336.28, 6.89, 332.87)
7,669456;Left Controller;(-0.13, 0.64, 5.61);(10.65, 356.06, 337.00)
7,669456;Metal Cube;(-0.10, 0.55, 5.65);(0.00, 359.09, 0.00);False;
8,171034;Right Hand Presence Physics;(0.20, 0.75, 5.32);(336.59, 6.85, 333.72)
8,171034;Left Hand Presence Physics;(-0.16, 0.64, 5.61);(8.53, 352.19, 339.17)
8,171034;Right Controller;(0.20, 0.75, 5.32);(336.59, 6.85, 333.72)
8,171034;Left Controller;(-0.16, 0.64, 5.61);(8.57, 352.06, 339.22)
8,171034;Metal Cube;(-0.11, 0.56, 5.65);(0.00, 359.09, 0.00);False;
8,671885;Right Hand Presence Physics;(0.20, 0.75, 5.32);(336.31, 6.28, 333.51)
8,671885;Left Hand Presence Physics;(-0.15, 0.63, 5.61);(1.69, 340.19, 334.21)
8,671885;Right Controller;(0.20, 0.75, 5.32);(336.27, 6.25, 333.53)
8,671885;Left Controller;(-0.14, 0.62, 5.61);(13.20, 354.83, 334.31)
8,671885;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 359.09, 0.00);False;
9,173551;Right Hand Presence Physics;(0.21, 0.75, 5.32);(336.09, 6.27, 333.46)
9,173551;Left Hand Presence Physics;(-0.15, 0.63, 5.62);(10.70, 352.27, 332.19)
9,173551;Right Controller;(0.21, 0.75, 5.32);(336.08, 6.29, 333.45)
9,173551;Left Controller;(-0.15, 0.63, 5.62);(10.66, 352.27, 331.98)
9,173551;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 359.09, 0.00);False;
9,675321;Right Hand Presence Physics;(0.21, 0.75, 5.32);(336.03, 6.31, 333.43)
9,675321;Left Hand Presence Physics;(-0.15, 0.64, 5.62);(9.11, 353.46, 337.23)
9,675321;Right Controller;(0.21, 0.75, 5.32);(336.05, 6.32, 333.42)
9,675321;Left Controller;(-0.15, 0.64, 5.62);(9.07, 353.42, 337.59)
9,675321;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 359.09, 0.00);False;
10,17581;Right Hand Presence Physics;(0.21, 0.75, 5.32);(335.99, 6.24, 333.44)
10,17581;Left Hand Presence Physics;(-0.15, 0.65, 5.61);(4.15, 348.94, 335.78)
10,17581;Right Controller;(0.21, 0.75, 5.32);(335.98, 6.24, 333.46)
10,17581;Left Controller;(-0.14, 0.65, 5.61);(7.39, 355.04, 338.74)
10,17581;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 359.09, 0.00);False;
10,67742;Right Hand Presence Physics;(0.21, 0.75, 5.32);(336.01, 6.17, 333.49)
10,67742;Left Hand Presence Physics;(-0.14, 0.64, 5.61);(355.49, 343.34, 338.40)
10,67742;Right Controller;(0.21, 0.75, 5.32);(335.99, 6.19, 333.50)
10,67742;Left Controller;(-0.14, 0.64, 5.61);(8.93, 357.06, 334.91)
10,67742;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 359.09, -0.01);False;
11,17815;Right Hand Presence Physics;(0.20, 0.75, 5.32);(336.16, 5.81, 333.76)
11,17815;Left Hand Presence Physics;(-0.19, 0.65, 5.55);(14.40, 356.84, 300.30)
11,17815;Right Controller;(0.20, 0.75, 5.32);(336.16, 5.81, 333.76)
11,17815;Left Controller;(-0.19, 0.65, 5.55);(14.29, 356.52, 299.47)
11,17815;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 359.09, 0.00);False;
11,67994;Right Hand Presence Physics;(0.20, 0.75, 5.32);(336.12, 6.02, 333.53)
11,67994;Left Hand Presence Physics;(-0.14, 0.63, 5.59);(17.72, 353.05, 298.85)
11,67994;Right Controller;(0.20, 0.75, 5.32);(336.12, 5.99, 333.53)
11,67994;Left Controller;(-0.14, 0.63, 5.59);(17.37, 1.08, 311.42)
11,67994;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 359.09, 0.00);False;
12,1803;Right Hand Presence Physics;(0.20, 0.75, 5.32);(336.25, 5.78, 333.68)
12,1803;Left Hand Presence Physics;(-0.16, 0.63, 5.60);(15.10, 358.46, 323.35)
12,1803;Right Controller;(0.20, 0.75, 5.32);(336.25, 5.78, 333.68)
12,1803;Left Controller;(-0.16, 0.63, 5.60);(15.06, 358.51, 323.44)
12,1803;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 359.09, 0.00);False;
12,68169;Right Hand Presence Physics;(0.20, 0.75, 5.32);(337.13, 4.16, 335.32)
12,68169;Left Hand Presence Physics;(-0.17, 0.68, 5.51);(357.00, 5.82, 352.98)
12,68169;Right Controller;(0.20, 0.75, 5.32);(337.18, 4.10, 335.41)
12,68169;Left Controller;(-0.17, 0.68, 5.50);(356.56, 6.21, 353.45)
12,68169;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 359.09, 0.00);False;
13,18285;Right Hand Presence Physics;(0.01, 0.69, 5.44);(357.23, 342.54, 14.94)
13,18285;Left Hand Presence Physics;(-0.21, 0.71, 5.47);(349.22, 9.83, 354.15)
13,18285;Right Controller;(0.01, 0.69, 5.45);(357.91, 342.10, 16.50)
13,18285;Left Controller;(-0.21, 0.71, 5.47);(348.86, 9.53, 354.22)
13,18285;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 359.09, 0.00);False;
13,68407;Right Hand Presence Physics;(-0.06, 0.66, 5.54);(9.49, 340.89, 24.38)
13,68407;Left Hand Presence Physics;(-0.23, 0.72, 5.50);(347.61, 9.74, 355.07)
13,68407;Right Controller;(-0.06, 0.66, 5.54);(9.68, 340.89, 24.53)
13,68407;Left Controller;(-0.23, 0.72, 5.50);(347.61, 9.74, 355.08)
13,68407;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 359.09, 0.00);False;
13,99025;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 359.09, 0.00);True;Right Hand
14,1854;Right Hand Presence Physics;(-0.08, 0.64, 5.57);(11.46, 346.61, 31.40)
14,1854;Left Hand Presence Physics;(-0.23, 0.72, 5.49);(346.51, 10.13, 356.98)
14,1854;Right Controller;(-0.08, 0.64, 5.57);(11.45, 346.62, 31.40)
14,1854;Left Controller;(-0.23, 0.72, 5.49);(346.50, 10.12, 357.00)
14,1854;Metal Cube;(-0.11, 0.97, 5.31);(0.14, 358.71, 0.02);True;Right Hand
14,56153;Metal Cube;(-0.06, 1.93, 4.51);(359.36, 358.65, 358.93);False;
14,68684;Right Hand Presence Physics;(-0.07, 0.67, 5.54);(6.17, 341.75, 21.13)
14,68684;Left Hand Presence Physics;(-0.23, 0.71, 5.50);(347.03, 9.81, 356.26)
14,68684;Right Controller;(-0.07, 0.68, 5.54);(5.94, 341.59, 20.79)
14,68684;Left Controller;(-0.23, 0.71, 5.50);(347.02, 9.81, 356.25)
14,68684;Metal Cube;(-0.04, 2.31, 4.13);(359.07, 358.40, 359.03);False;
15,18789;Right Hand Presence Physics;(0.07, 0.73, 5.42);(343.08, 340.61, 354.66)
15,18789;Left Hand Presence Physics;(-0.21, 0.72, 5.49);(344.79, 8.87, 357.26)
15,18789;Right Controller;(0.07, 0.73, 5.42);(342.96, 341.04, 353.94)
15,18789;Left Controller;(-0.21, 0.72, 5.49);(344.72, 8.93, 357.06)
15,18789;Metal Cube;(0.03, 2.34, 2.65);(357.97, 357.44, 359.40);False;
15,68956;Right Hand Presence Physics;(0.07, 0.73, 5.41);(340.44, 341.97, 354.49)
15,68956;Left Hand Presence Physics;(-0.21, 0.73, 5.49);(343.57, 8.54, 358.30)
15,68956;Right Controller;(0.07, 0.74, 5.41);(340.41, 341.94, 354.41)
15,68956;Left Controller;(-0.21, 0.73, 5.49);(343.58, 8.52, 358.33)
15,68956;Metal Cube;(0.09, 0.08, 1.38);(357.09, 356.66, 359.70);False;
16,19032;Right Hand Presence Physics;(0.60, 0.73, 4.88);(340.57, 343.94, 353.55)
16,19032;Left Hand Presence Physics;(0.33, 0.71, 4.95);(344.53, 9.80, 358.54)
16,19032;Right Controller;(0.63, 0.73, 4.86);(340.60, 343.98, 353.58)
16,19032;Left Controller;(0.36, 0.71, 4.93);(344.53, 9.79, 358.54)
16,19032;Metal Cube;(0.09, 0.05, 1.24);(0.00, 356.24, 0.00);False;
16,69151;Right Hand Presence Physics;(1.32, 0.73, 4.56);(339.59, 316.99, 354.13)
16,69151;Left Hand Presence Physics;(1.04, 0.72, 4.48);(344.13, 339.32, 359.31)
16,69151;Right Controller;(1.32, 0.73, 4.56);(339.63, 317.01, 354.11)
16,69151;Left Controller;(1.04, 0.72, 4.48);(344.13, 339.33, 359.31)
16,69151;Metal Cube;(0.09, 0.05, 1.24);(0.00, 356.24, 0.00);False;
17,19279;Right Hand Presence Physics;(1.12, 0.74, 4.51);(339.23, 286.79, 353.79)
17,19279;Left Hand Presence Physics;(0.92, 0.71, 4.30);(344.20, 309.74, 359.39)
17,19279;Right Controller;(1.12, 0.74, 4.51);(339.22, 286.81, 353.86)
17,19279;Left Controller;(0.92, 0.72, 4.30);(344.24, 309.75, 359.40)
17,19279;Metal Cube;(0.09, 0.05, 1.24);(0.00, 356.24, 0.00);False;
17,69401;Right Hand Presence Physics;(0.98, 0.74, 4.36);(337.93, 257.55, 359.07)
17,69401;Left Hand Presence Physics;(0.91, 0.71, 4.09);(344.44, 280.20, 359.27)
17,69401;Right Controller;(0.98, 0.74, 4.36);(337.79, 257.61, 359.43)
17,69401;Left Controller;(0.91, 0.71, 4.09);(344.43, 280.22, 359.25)
17,69401;Metal Cube;(0.09, 0.05, 1.24);(0.00, 356.24, 0.00);False;
18,19508;Right Hand Presence Physics;(0.91, 0.73, 4.21);(338.98, 256.32, 354.37)
18,19508;Left Hand Presence Physics;(0.85, 0.71, 3.93);(344.52, 278.58, 1.34)
18,19508;Right Controller;(0.91, 0.74, 4.17);(338.98, 256.31, 354.41)
18,19508;Left Controller;(0.84, 0.71, 3.89);(344.52, 278.56, 1.39)
18,19508;Metal Cube;(0.09, 0.05, 1.24);(0.00, 356.24, 0.00);False;
18,69625;Right Hand Presence Physics;(0.80, 0.73, 2.96);(338.82, 256.39, 354.60)
18,69625;Left Hand Presence Physics;(0.73, 0.71, 2.68);(345.06, 278.01, 1.90)
18,69625;Right Controller;(0.80, 0.74, 2.93);(338.82, 256.39, 354.57)
18,69625;Left Controller;(0.73, 0.71, 2.64);(345.06, 278.01, 1.90)
18,69625;Metal Cube;(0.09, 0.05, 1.24);(0.00, 356.24, 0.00);False;
19,19752;Right Hand Presence Physics;(0.36, 0.74, 1.87);(338.45, 256.28, 354.62)
19,19752;Left Hand Presence Physics;(0.27, 0.67, 1.47);(349.79, 266.33, 343.81)
19,19752;Right Controller;(0.33, 0.74, 1.85);(338.45, 256.22, 354.65)
19,19752;Left Controller;(0.23, 0.67, 1.46);(350.19, 265.94, 342.50)
19,19752;Metal Cube;(0.09, 0.05, 1.24);(0.00, 356.24, 0.00);False;
19,6992;Right Hand Presence Physics;(0.00, 0.73, 1.81);(342.40, 255.58, 355.53)
19,6992;Left Hand Presence Physics;(-0.01, 0.32, 1.18);(28.90, 230.06, 330.74)
19,6992;Right Controller;(0.00, 0.73, 1.81);(342.47, 255.67, 355.54)
19,6992;Left Controller;(0.00, 0.31, 1.18);(32.19, 229.13, 329.47)
19,6992;Metal Cube;(0.09, 0.05, 1.24);(0.00, 356.24, 0.00);False;
20,19989;Right Hand Presence Physics;(0.00, 0.73, 1.82);(342.20, 256.69, 354.05)
20,19989;Left Hand Presence Physics;(0.08, 0.14, 1.21);(69.59, 214.02, 308.22)
20,19989;Right Controller;(0.00, 0.73, 1.82);(342.18, 256.64, 354.06)
20,19989;Left Controller;(0.08, 0.14, 1.21);(69.24, 215.13, 309.82)
20,19989;Metal Cube;(0.09, 0.05, 1.24);(0.00, 356.24, 0.00);False;
20,701;Right Hand Presence Physics;(0.00, 0.72, 1.82);(342.16, 256.49, 354.11)
20,701;Left Hand Presence Physics;(0.10, 0.12, 1.22);(69.70, 207.69, 293.05)
20,701;Right Controller;(0.00, 0.73, 1.82);(342.15, 256.47, 354.11)
20,701;Left Controller;(0.10, 0.12, 1.22);(70.17, 207.87, 292.55)
20,701;Metal Cube;(0.09, 0.05, 1.24);(0.00, 356.24, 0.00);False;
21,20212;Right Hand Presence Physics;(0.00, 0.72, 1.82);(342.29, 256.23, 354.02)
21,20212;Left Hand Presence Physics;(0.11, 0.11, 1.20);(70.43, 217.30, 304.62)
21,20212;Right Controller;(0.00, 0.72, 1.82);(342.28, 256.24, 353.97)
21,20212;Left Controller;(0.11, 0.11, 1.20);(70.43, 217.30, 304.62)
21,20212;Metal Cube;(0.09, 0.05, 1.24);(0.00, 356.24, 0.00);False;
21,70366;Right Hand Presence Physics;(0.00, 0.72, 1.82);(342.14, 256.10, 354.09)
21,70366;Left Hand Presence Physics;(0.11, 0.10, 1.17);(27.63, 164.33, 339.26)
21,70366;Right Controller;(0.00, 0.73, 1.82);(342.14, 256.14, 354.10)
21,70366;Left Controller;(0.11, 0.10, 1.18);(67.55, 217.05, 299.47)
21,70366;Metal Cube;(0.08, 0.05, 1.25);(-0.01, 357.84, 0.00);False;
22,20459;Right Hand Presence Physics;(0.00, 0.72, 1.82);(342.22, 256.16, 354.07)
22,20459;Left Hand Presence Physics;(0.11, 0.10, 1.19);(68.52, 223.17, 305.77)
22,20459;Right Controller;(0.00, 0.72, 1.82);(342.22, 256.16, 354.09)
22,20459;Left Controller;(0.11, 0.10, 1.19);(68.59, 223.46, 305.97)
22,20459;Metal Cube;(0.07, 0.05, 1.26);(0.00, 354.64, 0.00);False;
22,7058;Right Hand Presence Physics;(0.00, 0.72, 1.82);(342.16, 256.19, 353.96)
22,7058;Left Hand Presence Physics;(0.10, 0.10, 1.19);(69.39, 228.51, 324.96)
22,7058;Right Controller;(0.00, 0.73, 1.82);(342.17, 256.23, 353.96)
22,7058;Left Controller;(0.10, 0.10, 1.19);(71.17, 239.87, 330.80)
22,7058;Metal Cube;(0.07, 0.05, 1.26);(0.00, 354.64, 0.00);False;
23,20696;Right Hand Presence Physics;(0.00, 0.73, 1.82);(342.10, 256.31, 353.89)
23,20696;Left Hand Presence Physics;(0.10, 0.10, 1.19);(65.69, 243.09, 336.98)
23,20696;Right Controller;(0.00, 0.73, 1.82);(342.09, 256.31, 353.86)
23,20696;Left Controller;(0.10, 0.10, 1.19);(65.63, 243.02, 336.86)
23,20696;Metal Cube;(0.07, 0.05, 1.26);(0.00, 354.64, 0.00);False;
23,70826;Right Hand Presence Physics;(0.00, 0.73, 1.82);(341.95, 256.45, 353.83)
23,70826;Left Hand Presence Physics;(0.10, 0.10, 1.19);(62.24, 247.83, 340.86)
23,70826;Right Controller;(0.00, 0.73, 1.82);(341.94, 256.46, 353.84)
23,70826;Left Controller;(0.10, 0.10, 1.19);(62.09, 248.44, 341.38)
23,70826;Metal Cube;(0.07, 0.05, 1.26);(0.00, 354.64, 0.00);False;
24,20954;Right Hand Presence Physics;(0.00, 0.73, 1.82);(341.99, 256.48, 353.80)
24,20954;Left Hand Presence Physics;(0.10, 0.10, 1.19);(61.67, 246.74, 342.44)
24,20954;Right Controller;(0.00, 0.73, 1.82);(342.00, 256.49, 353.79)
24,20954;Left Controller;(0.10, 0.10, 1.19);(62.77, 251.19, 342.02)
24,20954;Metal Cube;(0.07, 0.05, 1.26);(0.00, 354.64, 0.00);False;
24,71063;Right Hand Presence Physics;(0.00, 0.73, 1.82);(341.96, 256.45, 353.76)
24,71063;Left Hand Presence Physics;(0.10, 0.10, 1.19);(47.50, 198.34, 345.15)
24,71063;Right Controller;(0.00, 0.73, 1.82);(341.96, 256.45, 353.76)
24,71063;Left Controller;(0.10, 0.10, 1.19);(61.34, 253.32, 344.85)
24,71063;Metal Cube;(0.06, 0.05, 1.26);(0.01, 355.37, 0.00);False;
25,21183;Right Hand Presence Physics;(0.00, 0.73, 1.82);(341.73, 256.74, 353.70)
25,21183;Left Hand Presence Physics;(0.09, 0.11, 1.18);(48.43, 242.10, 350.94)
25,21183;Right Controller;(0.00, 0.73, 1.82);(341.72, 256.76, 353.69)
25,21183;Left Controller;(0.09, 0.11, 1.18);(48.28, 241.86, 350.98)
25,21183;Metal Cube;(0.06, 0.05, 1.26);(0.00, 355.37, 0.00);False;
25,7132;Right Hand Presence Physics;(0.00, 0.73, 1.82);(341.83, 256.26, 353.82)
25,7132;Left Hand Presence Physics;(0.09, 0.10, 1.21);(64.18, 209.94, 358.17)
25,7132;Right Controller;(0.00, 0.73, 1.82);(341.86, 256.26, 353.81)
25,7132;Left Controller;(0.09, 0.10, 1.20);(58.10, 278.63, 21.03)
25,7132;Metal Cube;(0.04, 0.05, 1.27);(359.99, 25.97, 0.03);False;
26,21399;Right Hand Presence Physics;(0.00, 0.73, 1.82);(341.66, 256.55, 353.83)
26,21399;Left Hand Presence Physics;(-0.01, 0.30, 1.16);(37.40, 249.38, 14.86)
26,21399;Right Controller;(0.00, 0.73, 1.82);(341.66, 256.56, 353.84)
26,21399;Left Controller;(-0.01, 0.31, 1.16);(36.48, 248.97, 15.27)
26,21399;Metal Cube;(0.04, 0.05, 1.27);(0.00, 25.97, 0.00);False;
26,71544;Right Hand Presence Physics;(0.00, 0.73, 1.83);(341.59, 256.85, 353.67)
26,71544;Left Hand Presence Physics;(0.01, 0.23, 1.21);(51.29, 245.83, 352.95)
26,71544;Right Controller;(0.00, 0.73, 1.83);(341.58, 256.85, 353.66)
26,71544;Left Controller;(0.01, 0.22, 1.21);(52.85, 244.93, 351.25)
26,71544;Metal Cube;(0.04, 0.05, 1.27);(0.00, 25.97, 0.00);False;
27,21645;Right Hand Presence Physics;(0.00, 0.73, 1.82);(341.85, 256.66, 353.71)
27,21645;Left Hand Presence Physics;(0.08, 0.13, 1.25);(71.56, 221.13, 301.64)
27,21645;Right Controller;(0.00, 0.73, 1.82);(341.86, 256.68, 353.70)
27,21645;Left Controller;(0.08, 0.13, 1.25);(71.65, 219.58, 299.70)
27,21645;Metal Cube;(0.04, 0.05, 1.27);(0.00, 25.97, 0.00);False;
27,7178;Right Hand Presence Physics;(0.00, 0.73, 1.82);(341.86, 256.57, 353.70)
27,7178;Left Hand Presence Physics;(0.07, 0.15, 1.23);(56.58, 222.82, 312.67)
27,7178;Right Controller;(0.00, 0.73, 1.82);(341.87, 256.57, 353.70)
27,7178;Left Controller;(0.07, 0.15, 1.23);(56.69, 222.59, 312.59)
27,7178;Metal Cube;(0.04, 0.05, 1.27);(0.00, 25.97, 0.00);False;
28,21907;Right Hand Presence Physics;(0.00, 0.73, 1.82);(341.80, 256.60, 353.70)
28,21907;Left Hand Presence Physics;(0.06, 0.15, 1.22);(49.57, 223.71, 317.20)
28,21907;Right Controller;(0.00, 0.73, 1.82);(341.79, 256.61, 353.67)
28,21907;Left Controller;(0.06, 0.15, 1.22);(49.06, 222.83, 316.46)
28,21907;Metal Cube;(0.04, 0.05, 1.27);(0.00, 25.97, 0.00);False;
28,72023;Right Hand Presence Physics;(0.00, 0.73, 1.83);(341.43, 257.09, 353.45)
28,72023;Left Hand Presence Physics;(0.05, 0.15, 1.21);(46.05, 223.46, 317.75)
28,72023;Right Controller;(0.00, 0.73, 1.83);(341.42, 257.11, 353.43)
28,72023;Left Controller;(0.05, 0.15, 1.21);(46.03, 223.18, 317.22)
28,72023;Metal Cube;(0.04, 0.05, 1.27);(0.00, 25.97, 0.00);False;
29,2215;Right Hand Presence Physics;(0.00, 0.73, 1.83);(341.42, 257.10, 353.46)
29,2215;Left Hand Presence Physics;(0.05, 0.15, 1.22);(46.31, 229.93, 320.88)
29,2215;Right Controller;(0.00, 0.73, 1.83);(341.42, 257.09, 353.45)
29,2215;Left Controller;(0.05, 0.15, 1.22);(46.35, 229.96, 320.93)
29,2215;Metal Cube;(0.04, 0.05, 1.27);(0.00, 25.97, 0.00);False;
29,72257;Right Hand Presence Physics;(0.00, 0.73, 1.83);(341.41, 257.03, 353.47)
29,72257;Left Hand Presence Physics;(0.05, 0.16, 1.22);(43.80, 242.35, 335.87)
29,72257;Right Controller;(0.00, 0.73, 1.83);(341.40, 257.05, 353.45)
