Timestamp;Name;Position;Rotation;Grabbed;Hand
0;Right Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Left Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Metal Cube;(-0.11, 0.56, 5.65);(0.00, 0.00, 0.00);False;
10,69265;Right Controller;(0.10, 0.76, 5.34);(330.29, 344.74, 12.93)
10,69265;Left Controller;(-0.10, 0.80, 5.35);(321.46, 12.94, 18.49)
10,69265;Metal Cube;(-0.03, 0.77, 5.35);(340.03, 51.40, 18.43);True;Right Hand
10,97113;Metal Cube;(0.01, 0.77, 5.35);(329.77, 52.93, 20.34);False;
11,19389;Right Hand Presence Physics;(0.13, 0.81, 5.30);(312.57, 2.39, 1.77)
11,19389;Left Hand Presence Physics;(-0.05, 0.78, 5.33);(321.36, 26.63, 351.92)
11,19389;Right Controller;(0.13, 0.81, 5.30);(311.68, 2.88, 1.41)
11,19389;Left Controller;(-0.05, 0.78, 5.33);(321.27, 26.88, 350.94)
11,19389;Metal Cube;(0.02, 0.76, 5.35);(330.85, 54.19, 8.09);False;
11,69489;Metal Cube;(0.02, 0.75, 5.34);(343.72, 64.32, 3.64);True;Right Hand
11,69489;Right Hand Presence Physics;(0.10, 0.79, 5.30);(308.23, 359.89, 343.14)
11,69489;Left Hand Presence Physics;(-0.04, 0.77, 5.33);(322.97, 29.97, 348.71)
11,69489;Right Controller;(0.08, 0.79, 5.32);(316.56, 352.03, 5.88)
11,69489;Left Controller;(-0.04, 0.77, 5.33);(322.97, 29.95, 348.75)
11,69489;Metal Cube;(0.02, 0.75, 5.34);(343.72, 64.32, 3.64);True;Right Hand
12,196;Right Hand Presence Physics;(0.08, 0.78, 5.32);(318.68, 349.37, 5.39)
12,196;Left Hand Presence Physics;(-0.07, 0.78, 5.34);(321.60, 21.86, 1.58)
12,196;Right Controller;(0.08, 0.78, 5.32);(318.69, 349.38, 5.38)
12,196;Left Controller;(-0.07, 0.78, 5.34);(321.61, 21.86, 1.57)
12,196;Metal Cube;(0.00, 0.75, 5.35);(341.66, 55.76, 3.67);True;Right Hand
12,30752;Metal Cube;(0.00, 0.75, 5.35);(339.49, 55.90, 5.51);False;
12,69718;Right Hand Presence Physics;(0.07, 0.76, 5.34);(321.35, 348.05, 2.12)
12,69718;Left Hand Presence Physics;(-0.07, 0.78, 5.33);(319.53, 19.87, 1.98)
12,69718;Right Controller;(0.07, 0.76, 5.34);(321.50, 347.94, 2.05)
12,69718;Left Controller;(-0.07, 0.79, 5.33);(319.39, 19.69, 2.01)
12,69718;Metal Cube;(0.00, 0.76, 5.35);(336.64, 54.10, 4.96);False;
12,78114;Metal Cube;(0.00, 0.76, 5.35);(336.75, 53.63, 4.01);True;Right Hand
13,19887;Right Hand Presence Physics;(0.09, 0.73, 5.31);(30.08, 68.74, 324.54)
13,19887;Left Hand Presence Physics;(-0.07, 0.78, 5.33);(319.37, 20.81, 357.34)
13,19887;Right Controller;(0.08, 0.78, 5.32);(317.36, 351.70, 358.39)
13,19887;Left Controller;(-0.07, 0.78, 5.33);(319.36, 20.85, 357.31)
13,19887;Metal Cube;(0.01, 0.77, 5.35);(329.79, 56.73, 9.36);True;Right Hand
13,70009;Right Hand Presence Physics;(0.13, 0.79, 5.32);(317.19, 3.54, 336.70)
13,70009;Left Hand Presence Physics;(-0.06, 0.78, 5.34);(319.66, 21.56, 356.36)
13,70009;Right Controller;(0.13, 0.79, 5.32);(317.47, 4.14, 335.08)
13,70009;Left Controller;(-0.06, 0.78, 5.34);(319.66, 21.56, 356.36)
13,70009;Metal Cube;(0.01, 0.77, 5.35);(324.64, 54.67, 12.40);True;Right Hand
13,79745;Metal Cube;(0.01, 0.77, 5.35);(324.17, 54.08, 12.61);False;
14,20102;Right Hand Presence Physics;(0.11, 0.79, 5.32);(318.22, 354.90, 347.67)
14,20102;Left Hand Presence Physics;(-0.05, 0.77, 5.33);(318.73, 25.43, 347.67)
14,20102;Right Controller;(0.11, 0.79, 5.32);(318.29, 354.37, 348.20)
14,20102;Left Controller;(-0.05, 0.77, 5.33);(318.74, 25.71, 347.28)
14,20102;Metal Cube;(0.02, 0.76, 5.34);(326.85, 56.45, 5.18);False;
14,39604;Metal Cube;(0.02, 0.76, 5.34);(326.92, 56.57, 5.28);True;Right Hand
14,70255;Right Hand Presence Physics;(0.11, 0.79, 5.32);(317.76, 354.71, 347.61)
14,70255;Left Hand Presence Physics;(-0.05, 0.77, 5.33);(319.04, 26.06, 347.39)
14,70255;Right Controller;(0.11, 0.79, 5.32);(317.72, 354.84, 347.48)
14,70255;Left Controller;(-0.05, 0.77, 5.33);(319.04, 26.07, 347.38)
14,70255;Metal Cube;(0.02, 0.77, 5.34);(323.92, 57.51, 7.77);True;Right Hand
15,20352;Right Hand Presence Physics;(0.14, 0.81, 5.29);(311.34, 0.64, 339.10)
15,20352;Left Hand Presence Physics;(-0.02, 0.74, 5.34);(332.62, 33.16, 336.99)
15,20352;Right Controller;(0.14, 0.81, 5.29);(311.33, 0.65, 339.09)
15,20352;Left Controller;(-0.02, 0.73, 5.34);(333.27, 33.28, 336.56)
15,20352;Metal Cube;(0.05, 0.75, 5.33);(314.45, 58.26, 34.48);True;Right Hand
15,70461;Right Hand Presence Physics;(0.15, 0.79, 5.32);(317.46, 5.72, 339.23)
15,70461;Left Hand Presence Physics;(-0.06, 0.78, 5.33);(318.18, 20.39, 353.13)
15,70461;Right Controller;(0.15, 0.79, 5.32);(318.16, 6.00, 339.21)
15,70461;Left Controller;(-0.07, 0.78, 5.33);(317.25, 19.45, 354.51)
15,70461;Metal Cube;(0.01, 0.77, 5.34);(324.11, 58.83, 8.24);True;Right Hand
15,99721;Metal Cube;(0.01, 0.76, 5.35);(326.12, 54.56, 7.54);False;
16,20582;Right Hand Presence Physics;(0.14, 0.79, 5.32);(317.08, 9.08, 344.57)
16,20582;Left Hand Presence Physics;(-0.04, 0.76, 5.33);(320.25, 26.93, 334.25)
16,20582;Right Controller;(0.14, 0.80, 5.32);(316.72, 9.17, 345.09)
16,20582;Left Controller;(-0.04, 0.76, 5.33);(320.18, 27.16, 333.05)
16,20582;Metal Cube;(0.02, 0.74, 5.36);(331.98, 54.43, 357.08);False;
16,70705;Right Hand Presence Physics;(0.09, 0.78, 5.32);(312.00, 6.38, 348.23)
16,70705;Left Hand Presence Physics;(-0.03, 0.76, 5.33);(316.07, 28.29, 321.45)
16,70705;Right Controller;(0.08, 0.78, 5.32);(317.63, 359.35, 350.55)
16,70705;Left Controller;(-0.03, 0.76, 5.33);(315.96, 28.32, 321.12)
16,70705;Metal Cube;(0.03, 0.74, 5.36);(332.56, 52.65, 344.90);False;
17,20828;Right Hand Presence Physics;(0.12, 0.80, 5.31);(314.28, 6.12, 345.20)
17,20828;Left Hand Presence Physics;(-0.05, 0.75, 5.35);(323.65, 20.49, 338.45)
17,20828;Right Controller;(0.12, 0.80, 5.31);(314.13, 6.96, 344.28)
17,20828;Left Controller;(-0.05, 0.76, 5.35);(324.71, 20.25, 340.47)
17,20828;Metal Cube;(0.02, 0.74, 5.38);(333.58, 48.28, 1.34);False;
17,70919;Right Hand Presence Physics;(0.13, 0.79, 5.32);(315.87, 7.12, 342.41)
17,70919;Left Hand Presence Physics;(-0.11, 0.73, 5.46);(334.95, 10.31, 330.93)
17,70919;Right Controller;(0.13, 0.80, 5.32);(315.87, 7.09, 342.43)
17,70919;Left Controller;(-0.11, 0.73, 5.46);(335.27, 9.93, 330.82)
17,70919;Metal Cube;(-0.05, 0.70, 5.49);(346.59, 34.61, 0.74);False;
17,96019;Metal Cube;(-0.08, 0.66, 5.52);(356.25, 31.10, 350.95);False;
18,21049;Right Hand Presence Physics;(0.13, 0.79, 5.32);(316.74, 5.64, 343.36)
18,21049;Left Hand Presence Physics;(-0.13, 0.70, 5.49);(345.17, 5.85, 332.29)
18,21049;Right Controller;(0.13, 0.79, 5.32);(316.74, 5.62, 343.36)
18,21049;Left Controller;(-0.13, 0.70, 5.49);(345.98, 5.45, 334.40)
18,21049;Metal Cube;(-0.11, 0.55, 5.55);(0.95, 14.04, 0.41);False;
18,71204;Right Hand Presence Physics;(0.12, 0.79, 5.32);(316.85, 4.49, 343.94)
18,71204;Left Hand Presence Physics;(-0.18, 0.65, 5.50);(4.74, 1.27, 5.71)
18,71204;Right Controller;(0.12, 0.79, 5.32);(316.86, 4.51, 343.90)
18,71204;Left Controller;(-0.18, 0.65, 5.50);(4.76, 1.26, 5.64)
18,71204;Metal Cube;(-0.11, 0.55, 5.55);(0.00, 14.04, 0.00);False;
18,93458;Metal Cube;(-0.11, 0.55, 5.55);(0.00, 14.04, 0.00);True;Left Hand
19,21278;Right Hand Presence Physics;(0.12, 0.79, 5.32);(316.96, 4.44, 343.96)
19,21278;Left Hand Presence Physics;(-0.18, 0.65, 5.50);(5.42, 0.48, 4.10)
19,21278;Right Controller;(0.12, 0.79, 5.32);(316.97, 4.47, 343.93)
19,21278;Left Controller;(-0.18, 0.65, 5.50);(5.42, 0.47, 4.10)
19,21278;Metal Cube;(-0.12, 0.60, 5.54);(359.78, 13.95, 0.30);True;Left Hand
19,47724;Metal Cube;(-0.12, 0.60, 5.54);(359.28, 13.89, 359.85);False;
19,71439;Right Hand Presence Physics;(0.12, 0.79, 5.32);(316.96, 4.43, 344.01)
19,71439;Left Hand Presence Physics;(-0.18, 0.65, 5.50);(4.85, 0.59, 3.92)
19,71439;Right Controller;(0.12, 0.79, 5.32);(316.93, 4.43, 344.02)
19,71439;Left Controller;(-0.18, 0.65, 5.50);(4.86, 0.60, 3.92)
19,71439;Metal Cube;(-0.12, 0.55, 5.54);(0.00, 13.86, 0.00);False;
19,82549;Metal Cube;(-0.12, 0.55, 5.54);(0.00, 13.86, 0.00);True;Left Hand
20,21535;Right Hand Presence Physics;(0.12, 0.79, 5.32);(316.90, 4.57, 344.02)
20,21535;Left Hand Presence Physics;(-0.19, 0.65, 5.50);(4.52, 0.60, 4.31)
20,21535;Right Controller;(0.12, 0.79, 5.32);(316.92, 4.54, 344.05)
20,21535;Left Controller;(-0.19, 0.65, 5.50);(4.48, 0.63, 4.34)
20,21535;Metal Cube;(-0.12, 0.60, 5.54);(359.55, 13.89, 0.19);True;Left Hand
20,71673;Right Hand Presence Physics;(0.12, 0.79, 5.33);(317.82, 3.27, 345.03)
20,71673;Left Hand Presence Physics;(-0.15, 0.70, 5.47);(352.64, 7.75, 1.36)
20,71673;Right Controller;(0.12, 0.79, 5.33);(317.82, 3.28, 345.03)
20,71673;Left Controller;(-0.15, 0.70, 5.47);(352.10, 6.90, 359.69)
20,71673;Metal Cube;(-0.09, 0.66, 5.50);(348.65, 21.74, 354.87);True;Left Hand
20,96716;Metal Cube;(-0.12, 0.62, 5.53);(355.11, 16.45, 351.01);False;
21,21779;Right Hand Presence Physics;(0.12, 0.79, 5.33);(317.92, 3.27, 345.09)
21,21779;Left Hand Presence Physics;(-0.18, 0.67, 5.49);(359.67, 1.35, 356.90)
21,21779;Right Controller;(0.12, 0.79, 5.33);(317.93, 3.32, 345.04)
21,21779;Left Controller;(-0.18, 0.67, 5.49);(359.83, 1.30, 357.10)
21,21779;Metal Cube;(-0.14, 0.55, 5.56);(0.44, 3.99, 359.98);False;
21,71896;Right Hand Presence Physics;(0.12, 0.79, 5.33);(317.83, 3.56, 344.84)
21,71896;Left Hand Presence Physics;(-0.17, 0.68, 5.49);(356.68, 4.12, 7.38)
21,71896;Right Controller;(0.12, 0.79, 5.33);(317.82, 3.57, 344.83)
21,71896;Left Controller;(-0.17, 0.68, 5.50);(357.27, 5.62, 8.26)
21,71896;Metal Cube;(-0.13, 0.55, 5.56);(0.62, 357.09, 358.55);False;
22,22051;Right Hand Presence Physics;(0.12, 0.79, 5.33);(317.83, 3.35, 345.10)
22,22051;Left Hand Presence Physics;(-0.13, 0.72, 5.49);(338.42, 11.09, 325.61)
22,22051;Right Controller;(0.12, 0.79, 5.33);(317.83, 3.33, 345.12)
22,22051;Left Controller;(-0.13, 0.72, 5.49);(338.85, 11.75, 325.86)
22,22051;Metal Cube;(-0.13, 0.55, 5.56);(0.00, 354.87, 0.00);False;
22,67972;Metal Cube;(-0.13, 0.55, 5.56);(0.00, 354.87, 0.00);True;Left Hand
22,72145;Right Hand Presence Physics;(0.12, 0.79, 5.33);(317.71, 3.43, 345.03)
22,72145;Left Hand Presence Physics;(-0.11, 0.69, 5.53);(346.54, 10.81, 329.08)
22,72145;Right Controller;(0.12, 0.79, 5.33);(317.69, 3.39, 345.06)
22,72145;Left Controller;(-0.11, 0.70, 5.53);(346.54, 10.80, 329.08)
22,72145;Metal Cube;(-0.13, 0.63, 5.56);(0.00, 354.87, 0.06);True;Left Hand
23,22235;Right Hand Presence Physics;(0.12, 0.79, 5.32);(317.59, 3.57, 344.98)
23,22235;Left Hand Presence Physics;(-0.11, 0.70, 5.53);(345.65, 10.40, 330.08)
23,22235;Right Controller;(0.12, 0.79, 5.32);(317.60, 3.59, 344.97)
23,22235;Left Controller;(-0.11, 0.70, 5.53);(345.64, 10.40, 330.08)
23,22235;Metal Cube;(-0.13, 0.65, 5.56);(359.44, 354.71, 1.24);True;Left Hand
23,72427;Right Hand Presence Physics;(0.12, 0.79, 5.33);(318.07, 2.09, 345.92)
23,72427;Left Hand Presence Physics;(-0.08, 0.77, 5.41);(335.45, 41.89, 24.32)
23,72427;Right Controller;(0.12, 0.79, 5.33);(318.08, 2.08, 345.92)
23,72427;Left Controller;(-0.08, 0.77, 5.41);(335.37, 42.33, 24.41)
23,72427;Metal Cube;(-0.03, 0.73, 5.41);(356.09, 43.48, 53.37);True;Left Hand
24,22499;Right Hand Presence Physics;(0.06, 0.75, 5.35);(326.32, 353.31, 352.24)
24,22499;Left Hand Presence Physics;(-0.04, 0.76, 5.36);(324.40, 35.66, 341.89)
24,22499;Right Controller;(0.06, 0.75, 5.35);(326.51, 352.99, 352.37)
24,22499;Left Controller;(-0.04, 0.76, 5.36);(324.19, 35.84, 341.16)
24,22499;Metal Cube;(-0.03, 0.72, 5.40);(341.61, 22.47, 17.40);True;Left Hand
24,61492;Metal Cube;(0.00, 0.72, 5.37);(334.64, 29.70, 14.14);True;Right Hand
24,72622;Right Hand Presence Physics;(0.05, 0.74, 5.35);(325.73, 350.61, 352.12)
24,72622;Left Hand Presence Physics;(-0.02, 0.75, 5.33);(323.98, 46.07, 336.30)
24,72622;Right Controller;(0.05, 0.75, 5.35);(325.73, 350.63, 352.11)
24,72622;Left Controller;(-0.02, 0.75, 5.33);(323.97, 46.11, 336.31)
24,72622;Metal Cube;(0.01, 0.71, 5.37);(338.07, 36.27, 14.62);True;Right Hand
25,15774;Metal Cube;(0.01, 0.72, 5.37);(332.65, 42.63, 15.05);False;
25,22743;Right Hand Presence Physics;(0.07, 0.75, 5.35);(323.90, 353.81, 346.96)
25,22743;Left Hand Presence Physics;(-0.02, 0.75, 5.33);(321.71, 42.76, 336.74)
25,22743;Right Controller;(0.07, 0.75, 5.35);(323.89, 353.88, 346.64)
25,22743;Left Controller;(-0.03, 0.75, 5.33);(321.68, 42.45, 337.30)
25,22743;Metal Cube;(0.02, 0.72, 5.36);(333.53, 42.57, 14.19);False;
25,7287;Right Hand Presence Physics;(0.14, 0.75, 5.36);(329.68, 359.48, 308.43)
25,7287;Left Hand Presence Physics;(-0.09, 0.77, 5.37);(323.48, 15.43, 12.89)
25,7287;Right Controller;(0.14, 0.75, 5.36);(329.78, 359.48, 307.81)
25,7287;Left Controller;(-0.09, 0.77, 5.37);(323.67, 15.37, 12.97)
25,7287;Metal Cube;(0.07, 0.75, 5.36);(358.92, 31.78, 352.91);False;
26,22952;Metal Cube;(0.02, 0.75, 5.35);(354.06, 26.24, 346.88);True;Left Hand
26,22952;Right Hand Presence Physics;(0.08, 0.74, 5.36);(330.29, 348.31, 323.57)
26,22952;Left Hand Presence Physics;(-0.07, 0.74, 5.34);(340.39, 319.95, 57.65)
26,22952;Right Controller;(0.07, 0.74, 5.36);(330.34, 347.90, 323.98)
26,22952;Left Controller;(-0.03, 0.75, 5.35);(330.45, 29.93, 1.90)
26,22952;Metal Cube;(0.02, 0.75, 5.35);(354.06, 26.24, 346.88);True;Left Hand
26,73073;Right Hand Presence Physics;(0.07, 0.75, 5.36);(329.83, 347.21, 324.71)
26,73073;Left Hand Presence Physics;(-0.04, 0.75, 5.35);(329.58, 28.75, 3.44)
26,73073;Right Controller;(0.07, 0.75, 5.36);(329.83, 347.21, 324.71)
26,73073;Left Controller;(-0.04, 0.75, 5.35);(329.56, 28.72, 3.48)
26,73073;Metal Cube;(0.01, 0.73, 5.35);(350.49, 30.10, 5.18);True;Left Hand
27,23215;Right Hand Presence Physics;(0.10, 0.75, 5.36);(328.85, 352.30, 320.24)
