Timestamp;Name;Position;Rotation;Grabbed;Hand
0;Right Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Left Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Metal Cube;(-0.11, 0.56, 5.65);(0.00, 0.00, 0.00);False;
2,511462;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
2,511462;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
3,012879;Right Hand Presence Physics;(0.02, 0.07, -0.01);(332.89, 6.34, 25.76)
3,012879;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.42, 354.76, 77.47)
3,012879;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
3,012879;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
3,012879;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
3,514638;Right Hand Presence Physics;(0.02, 0.07, -0.01);(332.89, 6.34, 25.76)
3,514638;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.42, 354.77, 77.47)
3,514638;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
3,514638;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
3,514638;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
4,014706;Right Hand Presence Physics;(0.02, 0.07, -0.01);(332.92, 6.78, 25.73)
4,014706;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.41, 355.05, 77.48)
4,014706;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
4,014706;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
4,014706;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
4,51614;Right Hand Presence Physics;(0.02, 0.07, -0.01);(332.92, 6.84, 25.73)
4,51614;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.41, 355.11, 77.48)
4,51614;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
4,51614;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
4,51614;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
5,017385;Right Hand Presence Physics;(0.02, 0.07, -0.01);(332.92, 6.84, 25.73)
5,017385;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.41, 355.11, 77.48)
5,017385;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
5,017385;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
5,017385;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
5,518772;Right Hand Presence Physics;(0.02, 0.07, -0.01);(332.92, 6.84, 25.73)
5,518772;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.41, 355.11, 77.48)
5,518772;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
5,518772;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
5,518772;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
6,020095;Right Hand Presence Physics;(0.02, 0.07, -0.01);(332.92, 6.84, 25.73)
6,020095;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.41, 355.11, 77.48)
6,020095;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
6,020095;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
6,020095;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
6,523439;Right Hand Presence Physics;(0.02, 0.07, -0.01);(332.92, 6.84, 25.73)
6,523439;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.41, 355.11, 77.48)
6,523439;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
6,523439;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
6,523439;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
7,028157;Right Hand Presence Physics;(0.26, 0.78, 0.26);(325.16, 9.86, 330.19)
7,028157;Left Hand Presence Physics;(-0.04, 0.69, 0.32);(328.75, 2.05, 16.25)
7,028157;Right Controller;(0.26, 0.78, 0.26);(325.17, 9.84, 330.20)
7,028157;Left Controller;(-0.04, 0.69, 0.32);(328.65, 2.10, 16.17)
7,028157;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
7,530091;Right Hand Presence Physics;(0.10, 0.78, 1.39);(325.48, 8.42, 331.13)
7,530091;Left Hand Presence Physics;(-0.19, 0.69, 1.44);(327.80, 3.59, 15.60)
7,530091;Right Controller;(0.09, 0.78, 1.42);(325.47, 8.40, 331.14)
7,530091;Left Controller;(-0.20, 0.69, 1.48);(327.80, 3.59, 15.60)
7,530091;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
8,031767;Right Hand Presence Physics;(0.00, 0.77, 2.63);(325.37, 8.49, 331.14)
8,031767;Left Hand Presence Physics;(-0.29, 0.69, 2.69);(327.57, 3.92, 14.01)
8,031767;Right Controller;(0.00, 0.78, 2.67);(325.37, 8.50, 331.14)
8,031767;Left Controller;(-0.29, 0.69, 2.72);(327.56, 3.92, 14.00)
8,031767;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
8,533655;Right Hand Presence Physics;(0.05, 0.78, 3.88);(325.30, 8.57, 331.08)
8,533655;Left Hand Presence Physics;(-0.24, 0.69, 3.94);(327.57, 3.85, 13.37)
8,533655;Right Controller;(0.05, 0.78, 3.92);(325.30, 8.57, 331.08)
8,533655;Left Controller;(-0.24, 0.69, 3.98);(327.56, 3.83, 13.41)
8,533655;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
9,035414;Right Hand Presence Physics;(0.12, 0.78, 5.13);(324.86, 9.07, 330.87)
9,035414;Left Hand Presence Physics;(-0.19, 0.70, 5.20);(327.86, 0.87, 14.25)
9,035414;Right Controller;(0.12, 0.78, 5.17);(324.84, 9.08, 330.86)
9,035414;Left Controller;(-0.19, 0.70, 5.24);(327.74, 0.39, 14.13)
9,035414;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
9,523048;Metal Cube;(-0.11, 0.55, 5.65);(0.29, 359.38, 354.07);True;Left Hand
9,565075;Right Hand Presence Physics;(0.14, 0.78, 5.46);(324.25, 10.87, 329.78)
9,565075;Left Hand Presence Physics;(-0.15, 0.66, 5.62);(349.70, 13.08, 353.49)
9,565075;Right Controller;(0.14, 0.78, 5.46);(324.24, 10.87, 329.78)
9,565075;Left Controller;(-0.15, 0.66, 5.62);(349.76, 13.14, 353.63)
9,565075;Metal Cube;(-0.11, 0.56, 5.65);(0.24, 359.43, 354.06);True;Left Hand
10,06631;Right Hand Presence Physics;(0.10, 0.75, 5.49);(330.96, 4.28, 334.70)
10,06631;Left Hand Presence Physics;(-0.15, 0.73, 5.56);(340.92, 20.57, 18.03)
10,06631;Right Controller;(0.10, 0.75, 5.49);(331.74, 3.65, 335.19)
10,06631;Left Controller;(-0.14, 0.73, 5.55);(340.07, 20.59, 16.42)
10,06631;Metal Cube;(-0.08, 0.70, 5.58);(356.02, 12.99, 19.90);True;Left Hand
10,40062;Metal Cube;(-0.03, 0.69, 5.54);(349.42, 16.66, 5.25);True;Right Hand
10,56781;Right Hand Presence Physics;(0.04, 0.72, 5.51);(337.16, 354.29, 344.64)
10,56781;Left Hand Presence Physics;(-0.10, 0.72, 5.51);(336.60, 28.04, 2.22)
10,56781;Right Controller;(0.04, 0.72, 5.51);(337.14, 354.27, 344.64)
10,56781;Left Controller;(-0.10, 0.72, 5.51);(336.59, 28.03, 2.26)
10,56781;Metal Cube;(-0.03, 0.69, 5.53);(347.97, 20.77, 8.15);True;Right Hand
11,06899;Right Hand Presence Physics;(0.12, 0.75, 5.50);(331.67, 10.99, 332.45)
11,06899;Left Hand Presence Physics;(-0.10, 0.71, 5.51);(332.78, 24.16, 5.22)
11,06899;Right Controller;(0.12, 0.75, 5.50);(331.88, 10.75, 333.01)
11,06899;Left Controller;(-0.10, 0.71, 5.51);(332.55, 24.59, 4.88)
11,06899;Metal Cube;(-0.03, 0.70, 5.53);(341.86, 18.02, 18.28);True;Right Hand
11,09734;Metal Cube;(-0.03, 0.70, 5.53);(341.60, 17.40, 18.12);False;
11,4873;Metal Cube;(-0.01, 0.69, 5.50);(337.86, 24.55, 13.17);True;Right Hand
11,57041;Right Hand Presence Physics;(0.05, 0.72, 5.50);(334.68, 355.98, 336.89)
11,57041;Left Hand Presence Physics;(-0.09, 0.71, 5.49);(329.49, 33.17, 358.33)
11,57041;Right Controller;(0.05, 0.72, 5.50);(334.63, 356.00, 336.85)
11,57041;Left Controller;(-0.09, 0.71, 5.49);(329.48, 33.17, 358.32)
11,57041;Metal Cube;(-0.01, 0.70, 5.50);(336.52, 28.01, 14.85);True;Right Hand
11,97413;Metal Cube;(-0.03, 0.70, 5.51);(333.27, 37.01, 22.61);False;
12,07201;Right Hand Presence Physics;(0.10, 0.75, 5.49);(327.98, 5.45, 331.36)
12,07201;Left Hand Presence Physics;(-0.11, 0.71, 5.51);(331.70, 23.87, 6.26)
12,07201;Right Controller;(0.10, 0.75, 5.49);(328.02, 5.41, 331.32)
12,07201;Left Controller;(-0.11, 0.71, 5.51);(331.66, 23.94, 6.24)
12,07201;Metal Cube;(-0.03, 0.70, 5.51);(333.50, 37.14, 21.37);False;
12,57279;Right Hand Presence Physics;(0.03, 0.73, 5.48);(323.54, 3.47, 354.15)
12,57279;Left Hand Presence Physics;(-0.10, 0.72, 5.49);(315.68, 20.18, 336.98)
12,57279;Right Controller;(0.03, 0.73, 5.48);(323.65, 3.32, 354.42)
12,57279;Left Controller;(-0.10, 0.72, 5.49);(314.55, 20.02, 335.55)
12,57279;Metal Cube;(-0.03, 0.69, 5.52);(323.19, 32.39, 350.25);False;
12,96295;Metal Cube;(-0.04, 0.72, 5.50);(322.17, 33.68, 11.06);True;Right Hand
13,07415;Right Hand Presence Physics;(0.02, 0.73, 5.48);(325.35, 359.77, 350.17)
13,07415;Left Hand Presence Physics;(-0.10, 0.72, 5.48);(313.51, 21.23, 339.44)
13,07415;Right Controller;(0.02, 0.73, 5.48);(325.36, 359.79, 350.16)
13,07415;Left Controller;(-0.10, 0.72, 5.48);(313.51, 21.25, 339.44)
13,07415;Metal Cube;(-0.03, 0.71, 5.51);(319.95, 36.13, 352.94);True;Right Hand
13,51996;Metal Cube;(-0.03, 0.70, 5.51);(329.26, 32.59, 9.24);False;
13,57583;Right Hand Presence Physics;(0.07, 0.74, 5.49);(328.70, 5.74, 336.01)
13,57583;Left Hand Presence Physics;(-0.11, 0.71, 5.51);(328.64, 20.78, 6.66)
13,57583;Right Controller;(0.07, 0.74, 5.49);(329.24, 5.68, 335.01)
13,57583;Left Controller;(-0.11, 0.71, 5.51);(329.76, 20.78, 8.45)
13,57583;Metal Cube;(-0.03, 0.70, 5.51);(331.23, 32.14, 14.54);False;
14,07664;Right Hand Presence Physics;(0.03, 0.73, 5.49);(327.45, 10.95, 337.27)
14,07664;Left Hand Presence Physics;(-0.10, 0.71, 5.51);(331.99, 25.92, 5.55)
14,07664;Right Controller;(0.02, 0.73, 5.48);(328.90, 356.88, 348.33)
14,07664;Left Controller;(-0.10, 0.71, 5.50);(331.80, 26.05, 5.14)
14,07664;Metal Cube;(-0.02, 0.69, 5.51);(335.37, 36.68, 15.96);False;
14,57801;Right Hand Presence Physics;(0.02, 0.73, 5.47);(326.76, 34.96, 342.87)
14,57801;Left Hand Presence Physics;(-0.09, 0.71, 5.48);(319.22, 27.50, 337.49)
14,57801;Right Controller;(0.02, 0.73, 5.48);(326.35, 0.58, 352.74)
14,57801;Left Controller;(-0.08, 0.71, 5.48);(318.76, 27.68, 336.58)
14,57801;Metal Cube;(-0.02, 0.68, 5.51);(326.52, 34.33, 346.70);False;
15,07945;Right Hand Presence Physics;(0.03, 0.73, 5.48);(326.06, 3.33, 350.80)
15,07945;Left Hand Presence Physics;(-0.09, 0.72, 5.48);(319.35, 24.70, 342.68)
15,07945;Right Controller;(0.03, 0.73, 5.48);(327.03, 1.31, 350.61)
15,07945;Left Controller;(-0.09, 0.72, 5.48);(319.43, 24.53, 343.07)
15,07945;Metal Cube;(-0.03, 0.69, 5.51);(324.81, 24.95, 346.02);False;
15,56636;Metal Cube;(-0.04, 0.69, 5.51);(326.50, 30.05, 345.47);True;Right Hand
15,58032;Right Hand Presence Physics;(0.03, 0.73, 5.48);(328.14, 359.32, 349.97)
15,58032;Left Hand Presence Physics;(-0.09, 0.72, 5.48);(319.70, 24.34, 343.99)
15,58032;Right Controller;(0.03, 0.73, 5.48);(328.14, 359.30, 349.98)
15,58032;Left Controller;(-0.09, 0.72, 5.48);(319.71, 24.34, 344.00)
15,58032;Metal Cube;(-0.02, 0.69, 5.51);(326.56, 34.30, 353.03);True;Right Hand
16,08126;Right Hand Presence Physics;(0.02, 0.73, 5.48);(328.01, 358.68, 350.03)
16,08126;Left Hand Presence Physics;(-0.09, 0.72, 5.48);(319.75, 24.45, 344.08)
16,08126;Right Controller;(0.02, 0.73, 5.48);(327.98, 358.70, 350.03)
16,08126;Left Controller;(-0.09, 0.72, 5.48);(319.73, 24.46, 344.11)
16,08126;Metal Cube;(-0.02, 0.69, 5.51);(327.17, 37.37, 351.72);True;Right Hand
16,58266;Right Hand Presence Physics;(0.06, 0.74, 5.48);(326.11, 9.41, 340.15)
16,58266;Left Hand Presence Physics;(-0.11, 0.72, 5.50);(320.87, 17.48, 353.36)
16,58266;Right Controller;(0.06, 0.74, 5.48);(326.11, 9.41, 340.16)
16,58266;Left Controller;(-0.11, 0.72, 5.50);(320.80, 17.52, 353.26)
16,58266;Metal Cube;(-0.04, 0.69, 5.51);(328.27, 39.38, 355.54);True;Right Hand
17,02839;Metal Cube;(-0.03, 0.69, 5.51);(329.19, 39.10, 356.73);False;
17,08417;Right Hand Presence Physics;(0.06, 0.74, 5.48);(326.15, 7.17, 342.25)
17,08417;Left Hand Presence Physics;(-0.10, 0.72, 5.49);(320.87, 20.09, 353.24)
17,08417;Right Controller;(0.06, 0.74, 5.48);(326.16, 7.14, 342.27)
17,08417;Left Controller;(-0.10, 0.72, 5.49);(320.74, 20.34, 352.99)
17,08417;Metal Cube;(-0.03, 0.69, 5.51);(329.02, 39.66, 355.95);False;
17,58521;Right Hand Presence Physics;(0.03, 0.73, 5.48);(327.54, 1.00, 345.54)
17,58521;Left Hand Presence Physics;(-0.08, 0.72, 5.47);(319.02, 32.74, 343.42)
17,58521;Right Controller;(0.03, 0.73, 5.48);(327.63, 0.95, 345.56)
17,58521;Left Controller;(-0.08, 0.72, 5.47);(319.02, 32.71, 343.49)
17,58521;Metal Cube;(-0.01, 0.68, 5.48);(329.55, 51.17, 347.02);False;
17,65486;Metal Cube;(-0.01, 0.69, 5.48);(323.79, 52.22, 347.75);True;Right Hand
18,08644;Right Hand Presence Physics;(0.03, 0.73, 5.48);(327.06, 1.56, 344.66)
18,08644;Left Hand Presence Physics;(-0.09, 0.72, 5.48);(319.38, 30.29, 345.89)
18,08644;Right Controller;(0.03, 0.73, 5.48);(327.03, 1.63, 344.63)
18,08644;Left Controller;(-0.09, 0.72, 5.48);(319.37, 30.27, 345.90)
18,08644;Metal Cube;(-0.02, 0.69, 5.48);(329.21, 51.23, 348.55);True;Right Hand
18,58744;Right Hand Presence Physics;(0.04, 0.74, 5.48);(325.55, 2.98, 342.42)
18,58744;Left Hand Presence Physics;(-0.10, 0.72, 5.48);(319.85, 25.35, 349.47)
18,58744;Right Controller;(0.05, 0.74, 5.48);(325.55, 3.64, 341.90)
18,58744;Left Controller;(-0.10, 0.72, 5.48);(319.85, 25.35, 349.47)
18,58744;Metal Cube;(-0.02, 0.69, 5.49);(328.73, 55.35, 349.58);True;Right Hand
18,9495;Metal Cube;(-0.02, 0.69, 5.49);(328.39, 54.80, 349.56);False;
19,08877;Right Hand Presence Physics;(0.04, 0.74, 5.48);(325.71, 1.63, 343.62)
19,08877;Left Hand Presence Physics;(-0.09, 0.72, 5.48);(319.67, 25.94, 348.91)
19,08877;Right Controller;(0.04, 0.74, 5.48);(325.70, 1.63, 343.62)
19,08877;Left Controller;(-0.09, 0.72, 5.48);(319.67, 25.96, 348.90)
19,08877;Metal Cube;(-0.02, 0.69, 5.48);(328.49, 54.89, 349.49);False;
19,18627;Metal Cube;(-0.02, 0.69, 5.48);(328.56, 54.91, 349.51);True;Right Hand
19,59003;Right Hand Presence Physics;(0.06, 0.74, 5.47);(324.72, 6.04, 342.06)
19,59003;Left Hand Presence Physics;(-0.09, 0.72, 5.48);(319.67, 26.06, 348.79)
19,59003;Right Controller;(0.05, 0.74, 5.48);(324.18, 3.16, 341.36)
19,59003;Left Controller;(-0.09, 0.72, 5.48);(319.67, 26.04, 348.80)
19,59003;Metal Cube;(-0.02, 0.69, 5.49);(325.42, 48.79, 353.70);True;Right Hand
20,0909;Right Hand Presence Physics;(0.06, 0.74, 5.47);(323.84, 11.26, 339.56)
20,0909;Left Hand Presence Physics;(-0.09, 0.72, 5.48);(319.64, 25.97, 348.92)
20,0909;Right Controller;(0.05, 0.74, 5.48);(324.06, 5.29, 340.77)
20,0909;Left Controller;(-0.09, 0.72, 5.48);(319.67, 25.99, 348.91)
20,0909;Metal Cube;(-0.02, 0.69, 5.49);(326.00, 49.38, 352.91);True;Right Hand
20,59227;Right Hand Presence Physics;(0.07, 0.75, 5.45);(317.18, 81.40, 324.90)
20,59227;Left Hand Presence Physics;(-0.08, 0.71, 5.48);(323.92, 32.39, 343.44)
20,59227;Right Controller;(0.04, 0.75, 5.47);(323.75, 359.13, 345.01)
20,59227;Left Controller;(-0.08, 0.71, 5.48);(323.91, 32.35, 343.46)
20,59227;Metal Cube;(0.00, 0.69, 5.48);(322.83, 45.24, 4.36);True;Right Hand
21,09344;Right Hand Presence Physics;(0.07, 0.76, 5.46);(321.51, 5.07, 340.14)
21,09344;Left Hand Presence Physics;(-0.09, 0.71, 5.49);(321.99, 24.94, 348.53)
21,09344;Right Controller;(0.07, 0.77, 5.46);(321.38, 5.40, 339.86)
21,09344;Left Controller;(-0.09, 0.71, 5.49);(321.99, 24.98, 348.53)
21,09344;Metal Cube;(-0.02, 0.70, 5.49);(321.43, 51.13, 1.06);True;Right Hand
21,5948;Right Hand Presence Physics;(0.05, 0.74, 5.42);(314.07, 4.54, 327.82)
21,5948;Left Hand Presence Physics;(-0.09, 0.71, 5.49);(321.83, 26.52, 347.84)
21,5948;Right Controller;(0.02, 0.74, 5.46);(324.75, 355.86, 344.10)
21,5948;Left Controller;(-0.09, 0.71, 5.49);(321.83, 26.54, 347.84)
21,5948;Metal Cube;(-0.02, 0.69, 5.48);(323.45, 55.34, 357.22);True;Right Hand
22,0959;Right Hand Presence Physics;(0.02, 0.72, 5.40);(303.66, 5.79, 339.48)
22,0959;Left Hand Presence Physics;(-0.09, 0.71, 5.49);(321.33, 25.01, 348.73)
22,0959;Right Controller;(-0.01, 0.73, 5.46);(325.38, 345.35, 351.49)
22,0959;Left Controller;(-0.09, 0.72, 5.49);(321.32, 24.97, 348.77)
22,0959;Metal Cube;(-0.02, 0.69, 5.47);(323.53, 67.82, 352.20);True;Right Hand
22,59715;Right Hand Presence Physics;(0.02, 0.73, 5.40);(305.74, 3.47, 339.15)
22,59715;Left Hand Presence Physics;(-0.09, 0.71, 5.49);(321.31, 25.20, 349.44)
22,59715;Right Controller;(-0.01, 0.74, 5.46);(325.55, 345.23, 351.05)
22,59715;Left Controller;(-0.09, 0.72, 5.49);(321.30, 25.24, 349.42)
22,59715;Metal Cube;(-0.02, 0.69, 5.47);(322.87, 64.65, 354.14);True;Right Hand
23,09829;Right Hand Presence Physics;(0.03, 0.73, 5.40);(306.96, 1.26, 339.57)
23,09829;Left Hand Presence Physics;(-0.09, 0.71, 5.48);(320.97, 28.73, 346.96)
23,09829;Right Controller;(-0.01, 0.74, 5.46);(325.69, 345.05, 351.13)
23,09829;Left Controller;(-0.09, 0.71, 5.48);(320.97, 28.73, 346.96)
23,09829;Metal Cube;(-0.01, 0.70, 5.47);(322.11, 61.70, 355.57);True;Right Hand
23,59964;Right Hand Presence Physics;(0.04, 0.73, 5.40);(310.53, 357.09, 340.55)
23,59964;Left Hand Presence Physics;(-0.08, 0.71, 5.47);(321.21, 33.44, 343.76)
23,59964;Right Controller;(-0.01, 0.74, 5.46);(325.74, 345.20, 351.14)
23,59964;Left Controller;(-0.08, 0.71, 5.47);(321.21, 33.48, 343.74)
23,59964;Metal Cube;(0.00, 0.70, 5.47);(320.66, 55.46, 359.86);True;Right Hand
24,10039;Right Hand Presence Physics;(0.05, 0.74, 5.40);(317.26, 349.85, 339.95)
24,10039;Left Hand Presence Physics;(-0.07, 0.71, 5.46);(321.31, 40.08, 339.99)
24,10039;Right Controller;(0.00, 0.74, 5.46);(325.59, 345.84, 350.87)
24,10039;Left Controller;(-0.07, 0.71, 5.46);(321.31, 40.09, 339.99)
24,10039;Metal Cube;(0.01, 0.70, 5.47);(319.24, 42.86, 7.10);True;Right Hand
24,60151;Right Hand Presence Physics;(0.06, 0.74, 5.40);(318.76, 347.30, 337.63)
24,60151;Left Hand Presence Physics;(-0.07, 0.71, 5.46);(320.94, 42.43, 338.68)
24,60151;Right Controller;(0.00, 0.74, 5.46);(325.67, 345.60, 350.99)
24,60151;Left Controller;(-0.07, 0.71, 5.46);(320.93, 42.49, 338.66)
24,60151;Metal Cube;(0.01, 0.70, 5.47);(318.81, 38.19, 7.57);True;Right Hand
25,10268;Right Hand Presence Physics;(0.06, 0.74, 5.41);(318.54, 347.39, 337.09)
25,10268;Left Hand Presence Physics;(-0.07, 0.71, 5.46);(320.79, 42.44, 338.75)
25,10268;Right Controller;(0.00, 0.74, 5.46);(325.57, 345.71, 350.99)
25,10268;Left Controller;(-0.07, 0.71, 5.46);(320.78, 42.44, 338.75)
25,10268;Metal Cube;(0.01, 0.70, 5.47);(318.82, 38.26, 7.02);True;Right Hand
25,60396;Right Hand Presence Physics;(0.05, 0.74, 5.42);(310.40, 358.56, 334.60)
25,60396;Left Hand Presence Physics;(-0.09, 0.71, 5.48);(320.08, 29.53, 346.62)
25,60396;Right Controller;(0.01, 0.74, 5.46);(324.82, 347.67, 350.24)
25,60396;Left Controller;(-0.09, 0.72, 5.48);(320.07, 29.22, 346.80)
25,60396;Metal Cube;(-0.01, 0.70, 5.48);(321.88, 54.21, 357.09);True;Right Hand
26,10537;Right Hand Presence Physics;(0.06, 0.76, 5.46);(321.83, 355.97, 346.82)
26,10537;Left Hand Presence Physics;(-0.10, 0.72, 5.49);(320.42, 23.73, 349.85)
26,10537;Right Controller;(0.06, 0.76, 5.46);(321.75, 356.27, 346.66)
26,10537;Left Controller;(-0.10, 0.72, 5.49);(320.42, 23.73, 349.85)
26,10537;Metal Cube;(-0.02, 0.70, 5.49);(321.29, 51.63, 358.91);True;Right Hand
26,60678;Right Hand Presence Physics;(0.17, 0.80, 5.45);(317.89, 14.88, 337.03)
26,60678;Left Hand Presence Physics;(-0.10, 0.72, 5.49);(320.61, 22.48, 350.58)
26,60678;Right Controller;(0.17, 0.80, 5.45);(317.82, 15.36, 336.71)
26,60678;Left Controller;(-0.10, 0.72, 5.49);(320.59, 22.48, 350.58)
26,60678;Metal Cube;(-0.02, 0.70, 5.49);(321.22, 50.90, 359.40);True;Right Hand
27,10758;Right Hand Presence Physics;(0.06, 0.75, 5.44);(313.71, 357.96, 331.36)
27,10758;Left Hand Presence Physics;(-0.09, 0.72, 5.48);(320.31, 27.14, 348.36)
27,10758;Right Controller;(0.03, 0.75, 5.47);(324.10, 351.09, 347.93)
27,10758;Left Controller;(-0.09, 0.72, 5.48);(320.24, 27.45, 348.22)
27,10758;Metal Cube;(-0.02, 0.70, 5.48);(321.89, 50.33, 358.94);True;Right Hand
27,60929;Right Hand Presence Physics;(0.06, 0.74, 5.42);(315.30, 351.36, 329.73)
27,60929;Left Hand Presence Physics;(-0.08, 0.71, 5.46);(318.91, 37.71, 341.66)
27,60929;Right Controller;(0.01, 0.74, 5.47);(325.09, 347.82, 349.82)
27,60929;Left Controller;(-0.08, 0.71, 5.46);(318.93, 37.71, 341.67)
27,60929;Metal Cube;(0.00, 0.70, 5.47);(320.07, 42.20, 359.29);True;Right Hand
28,11005;Right Hand Presence Physics;(0.06, 0.74, 5.42);(316.69, 349.17, 330.57)
28,11005;Left Hand Presence Physics;(-0.07, 0.71, 5.46);(319.09, 39.93, 340.19)
28,11005;Right Controller;(0.01, 0.74, 5.46);(325.20, 347.29, 350.16)
28,11005;Left Controller;(-0.07, 0.71, 5.46);(319.09, 39.94, 340.17)
28,11005;Metal Cube;(0.00, 0.70, 5.47);(319.22, 39.34, 1.21);True;Right Hand
