Timestamp;Name;Position;Rotation;Grabbed;Hand
0;Right Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Left Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Metal Cube;(-0.11, 0.56, 5.65);(0.00, 0.00, 0.00);False;
5,34794;Right Hand Presence Physics;(0.41, 0.66, 4.65);(348.72, 350.73, 345.23)
5,34794;Left Hand Presence Physics;(0.22, 0.57, 4.56);(12.25, 29.07, 331.41)
5,34794;Right Controller;(0.41, 0.67, 4.65);(348.71, 350.75, 345.21)
5,34794;Left Controller;(0.22, 0.57, 4.56);(13.67, 28.94, 329.65)
5,34794;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
5,849262;Right Hand Presence Physics;(0.41, 0.67, 4.65);(348.98, 350.78, 343.25)
5,849262;Left Hand Presence Physics;(0.17, 0.59, 4.60);(3.35, 8.89, 330.31)
5,849262;Right Controller;(0.41, 0.67, 4.65);(349.01, 350.78, 343.26)
5,849262;Left Controller;(0.17, 0.60, 4.60);(1.66, 8.05, 333.07)
5,849262;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
6,350679;Right Hand Presence Physics;(0.45, 0.67, 4.66);(353.28, 350.35, 316.69)
6,350679;Left Hand Presence Physics;(0.03, 0.66, 4.57);(350.97, 335.23, 54.58)
6,350679;Right Controller;(0.45, 0.67, 4.66);(353.15, 350.22, 317.39)
6,350679;Left Controller;(0.03, 0.66, 4.57);(350.56, 335.26, 54.37)
6,350679;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
6,852277;Right Hand Presence Physics;(0.44, 0.67, 4.67);(353.98, 350.55, 319.78)
6,852277;Left Hand Presence Physics;(0.03, 0.67, 4.57);(349.34, 335.40, 57.07)
6,852277;Right Controller;(0.44, 0.67, 4.67);(353.98, 350.55, 319.78)
6,852277;Left Controller;(0.03, 0.67, 4.57);(349.34, 335.40, 57.08)
6,852277;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
7,353164;Right Hand Presence Physics;(0.52, 0.67, 4.43);(352.79, 350.07, 320.57)
7,353164;Left Hand Presence Physics;(0.11, 0.67, 4.33);(349.22, 336.77, 54.88)
7,353164;Right Controller;(0.53, 0.67, 4.39);(352.78, 350.09, 320.61)
7,353164;Left Controller;(0.12, 0.67, 4.30);(349.19, 336.80, 54.90)
7,353164;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
7,854543;Right Hand Presence Physics;(0.91, 0.67, 3.26);(352.98, 350.39, 321.84)
7,854543;Left Hand Presence Physics;(0.50, 0.67, 3.16);(347.90, 335.88, 51.64)
7,854543;Right Controller;(0.91, 0.67, 3.26);(352.96, 350.39, 321.87)
7,854543;Left Controller;(0.50, 0.67, 3.16);(347.90, 335.85, 51.58)
7,854543;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
8,355894;Right Hand Presence Physics;(0.90, 0.67, 3.26);(353.03, 350.27, 323.09)
8,355894;Left Hand Presence Physics;(0.50, 0.67, 3.16);(347.85, 336.53, 50.83)
8,355894;Right Controller;(0.90, 0.67, 3.26);(353.03, 350.28, 323.11)
8,355894;Left Controller;(0.50, 0.67, 3.16);(347.86, 336.53, 50.82)
8,355894;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
8,857685;Right Hand Presence Physics;(0.91, 0.71, 3.23);(347.37, 350.14, 326.82)
8,857685;Left Hand Presence Physics;(0.51, 0.69, 3.16);(345.11, 336.89, 40.86)
8,857685;Right Controller;(0.91, 0.72, 3.22);(346.75, 349.96, 326.94)
8,857685;Left Controller;(0.52, 0.69, 3.16);(345.14, 336.84, 41.12)
8,857685;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
9,358682;Right Hand Presence Physics;(0.83, 0.77, 3.30);(339.49, 345.33, 338.04)
9,358682;Left Hand Presence Physics;(0.50, 0.80, 3.25);(327.65, 351.61, 33.43)
9,358682;Right Controller;(0.81, 0.77, 3.32);(339.52, 345.21, 338.18)
9,358682;Left Controller;(0.48, 0.80, 3.28);(327.37, 351.94, 33.16)
9,358682;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
9,85927;Right Hand Presence Physics;(0.44, 0.75, 4.38);(337.27, 344.77, 340.01)
9,85927;Left Hand Presence Physics;(0.09, 0.73, 4.28);(327.09, 340.91, 44.43)
9,85927;Right Controller;(0.43, 0.75, 4.41);(337.22, 344.78, 339.92)
9,85927;Left Controller;(0.08, 0.73, 4.32);(327.43, 341.25, 44.18)
9,85927;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
10,36072;Right Hand Presence Physics;(0.03, 0.73, 5.57);(339.51, 347.42, 338.55)
10,36072;Left Hand Presence Physics;(-0.32, 0.68, 5.50);(332.58, 343.82, 41.25)
10,36072;Right Controller;(0.02, 0.73, 5.61);(339.56, 347.39, 338.56)
10,36072;Left Controller;(-0.33, 0.68, 5.53);(332.74, 343.79, 41.47)
10,36072;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
10,86183;Right Hand Presence Physics;(-0.04, 1.33, 6.01);(339.51, 347.65, 338.36)
10,86183;Left Hand Presence Physics;(-0.39, 1.27, 5.94);(333.28, 344.82, 40.55)
10,86183;Right Controller;(-0.04, 1.33, 6.01);(339.54, 347.64, 338.38)
10,86183;Left Controller;(-0.39, 1.28, 5.94);(333.28, 344.82, 40.55)
10,86183;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
11,36306;Right Hand Presence Physics;(0.37, 0.73, 5.08);(339.53, 347.39, 338.57)
11,36306;Left Hand Presence Physics;(0.02, 0.67, 5.01);(333.42, 345.31, 40.77)
11,36306;Right Controller;(0.38, 0.73, 5.05);(339.50, 347.38, 338.59)
11,36306;Left Controller;(0.03, 0.67, 4.98);(333.44, 345.27, 40.80)
11,36306;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
11,86427;Right Hand Presence Physics;(0.48, 0.73, 4.57);(339.25, 345.93, 339.26)
11,86427;Left Hand Presence Physics;(0.14, 0.67, 4.50);(333.15, 344.83, 41.24)
11,86427;Right Controller;(0.49, 0.73, 4.54);(339.24, 345.93, 339.26)
11,86427;Left Controller;(0.14, 0.68, 4.47);(333.09, 344.83, 41.30)
11,86427;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
12,36528;Right Hand Presence Physics;(0.26, 0.73, 3.57);(338.79, 345.37, 339.63)
12,36528;Left Hand Presence Physics;(-0.09, 0.68, 3.50);(331.48, 344.19, 41.59)
12,36528;Right Controller;(0.22, 0.73, 3.56);(338.79, 345.37, 339.63)
12,36528;Left Controller;(-0.12, 0.68, 3.49);(331.51, 344.19, 41.56)
12,36528;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
12,86634;Right Hand Presence Physics;(-0.96, 0.73, 3.66);(338.02, 345.55, 339.60)
12,86634;Left Hand Presence Physics;(-1.30, 0.68, 3.59);(331.52, 344.02, 40.62)
12,86634;Right Controller;(-0.98, 0.73, 3.68);(338.00, 345.54, 339.62)
12,86634;Left Controller;(-1.33, 0.68, 3.61);(331.52, 344.02, 40.62)
12,86634;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
13,36757;Right Hand Presence Physics;(-1.37, 0.73, 4.15);(337.89, 346.63, 339.05)
13,36757;Left Hand Presence Physics;(-1.72, 0.68, 4.08);(331.22, 343.28, 42.19)
13,36757;Right Controller;(-1.37, 0.73, 4.15);(337.90, 346.60, 339.08)
13,36757;Left Controller;(-1.72, 0.68, 4.08);(331.23, 343.27, 42.24)
13,36757;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
13,86903;Right Hand Presence Physics;(-1.76, 1.19, 4.06);(337.96, 346.58, 339.15)
13,86903;Left Hand Presence Physics;(-2.11, 1.14, 3.99);(331.65, 344.08, 41.10)
13,86903;Right Controller;(-1.76, 1.19, 4.06);(337.97, 346.59, 339.14)
13,86903;Left Controller;(-2.11, 1.14, 3.99);(331.65, 344.08, 41.09)
13,86903;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
14,36994;Right Hand Presence Physics;(-1.06, 0.79, 3.80);(337.95, 346.97, 338.97)
14,36994;Left Hand Presence Physics;(-1.41, 0.74, 3.73);(331.76, 344.86, 40.37)
14,36994;Right Controller;(-1.03, 0.75, 3.79);(337.94, 346.98, 338.96)
14,36994;Left Controller;(-1.38, 0.70, 3.72);(331.75, 344.87, 40.34)
14,36994;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
14,87113;Right Hand Presence Physics;(-0.51, 0.73, 3.56);(338.16, 348.15, 338.99)
14,87113;Left Hand Presence Physics;(-0.81, 0.69, 3.52);(338.63, 4.38, 17.30)
14,87113;Right Controller;(-0.51, 0.73, 3.56);(338.18, 348.18, 338.97)
14,87113;Left Controller;(-0.80, 0.70, 3.52);(339.18, 5.26, 15.57)
14,87113;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
15,3726;Right Hand Presence Physics;(-0.57, 0.73, 3.59);(340.14, 339.56, 344.10)
15,3726;Left Hand Presence Physics;(-0.77, 0.63, 3.76);(356.83, 26.36, 303.59)
15,3726;Right Controller;(-0.58, 0.73, 3.59);(340.33, 339.15, 344.47)
15,3726;Left Controller;(-0.77, 0.63, 3.77);(356.89, 26.99, 302.89)
15,3726;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
15,87386;Right Hand Presence Physics;(-0.60, 0.71, 3.72);(343.38, 336.31, 344.35)
15,87386;Left Hand Presence Physics;(-0.79, 0.58, 3.84);(1.07, 30.27, 318.74)
15,87386;Right Controller;(-0.60, 0.71, 3.72);(343.77, 336.47, 344.20)
15,87386;Left Controller;(-0.79, 0.58, 3.84);(1.03, 30.17, 319.38)
15,87386;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
16,37594;Right Hand Presence Physics;(-0.61, 0.68, 3.74);(348.02, 338.56, 344.67)
16,37594;Left Hand Presence Physics;(-0.78, 0.55, 3.87);(6.23, 31.27, 325.25)
16,37594;Right Controller;(-0.61, 0.68, 3.74);(348.03, 338.51, 344.69)
16,37594;Left Controller;(-0.78, 0.56, 3.87);(6.26, 31.08, 325.52)
16,37594;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
16,8763;Right Hand Presence Physics;(-0.61, 0.68, 3.73);(347.32, 338.61, 344.43)
16,8763;Left Hand Presence Physics;(-0.78, 0.55, 3.87);(7.23, 30.36, 324.24)
16,8763;Right Controller;(-0.61, 0.68, 3.73);(347.32, 338.62, 344.41)
16,8763;Left Controller;(-0.78, 0.55, 3.87);(7.24, 30.36, 324.24)
16,8763;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
17,37771;Right Hand Presence Physics;(-0.57, 0.72, 3.71);(343.23, 342.55, 346.13)
17,37771;Left Hand Presence Physics;(-0.77, 0.64, 3.84);(346.13, 30.31, 322.59)
17,37771;Right Controller;(-0.57, 0.72, 3.71);(343.07, 342.99, 346.32)
17,37771;Left Controller;(-0.76, 0.65, 3.84);(345.32, 30.44, 322.93)
17,37771;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
