Timestamp;Name;Position;Rotation;Grabbed;Hand
0;Right Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Left Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Metal Cube;(-0.11, 0.56, 5.65);(0.00, 0.00, 0.00);False;
9,044293;Right Controller;(0.23, 1.24, 5.63);(339.22, 1.20, 336.03)
9,044293;Left Controller;(-0.09, 1.20, 5.57);(343.07, 10.40, 19.06)
9,044293;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
9,54523;Right Hand Presence Physics;(0.14, 0.74, 5.50);(339.73, 0.10, 336.96)
9,54523;Left Hand Presence Physics;(-0.18, 0.70, 5.43);(340.22, 9.67, 19.45)
9,54523;Right Controller;(0.12, 0.74, 5.52);(339.71, 0.08, 336.97)
9,54523;Left Controller;(-0.21, 0.71, 5.46);(340.30, 9.62, 19.50)
9,54523;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
10,04659;Right Hand Presence Physics;(0.02, 1.21, 5.70);(339.62, 0.37, 336.76)
10,04659;Left Hand Presence Physics;(-0.30, 1.18, 5.64);(340.47, 9.84, 18.58)
10,04659;Right Controller;(0.02, 1.23, 5.72);(339.65, 0.37, 336.77)
10,04659;Left Controller;(-0.31, 1.20, 5.66);(340.47, 9.83, 18.59)
10,04659;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
10,54772;Right Hand Presence Physics;(-0.01, 1.33, 5.89);(340.12, 0.74, 336.42)
10,54772;Left Hand Presence Physics;(-0.34, 1.30, 5.83);(341.63, 10.02, 18.34)
10,54772;Right Controller;(-0.01, 1.33, 5.89);(340.12, 0.74, 336.42)
10,54772;Left Controller;(-0.34, 1.30, 5.83);(341.63, 10.02, 18.34)
10,54772;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
11,04891;Right Hand Presence Physics;(0.37, 0.73, 5.48);(340.13, 0.56, 336.57)
11,04891;Left Hand Presence Physics;(0.04, 0.70, 5.42);(340.86, 9.44, 19.74)
11,04891;Right Controller;(0.37, 0.73, 5.48);(340.14, 0.56, 336.56)
11,04891;Left Controller;(0.04, 0.70, 5.42);(340.84, 9.39, 19.76)
11,04891;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
11,55035;Right Hand Presence Physics;(0.13, 0.74, 5.64);(338.72, 358.79, 337.02)
11,55035;Left Hand Presence Physics;(-0.20, 0.70, 5.58);(339.81, 9.18, 19.80)
11,55035;Right Controller;(0.13, 0.74, 5.64);(338.72, 358.80, 337.01)
11,55035;Left Controller;(-0.20, 0.70, 5.58);(339.82, 9.17, 19.80)
11,55035;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
12,05136;Right Hand Presence Physics;(-0.02, 1.32, 5.86);(338.60, 358.71, 336.99)
12,05136;Left Hand Presence Physics;(-0.34, 1.28, 5.80);(340.68, 9.28, 19.24)
12,05136;Right Controller;(-0.02, 1.33, 5.86);(338.60, 358.73, 336.97)
12,05136;Left Controller;(-0.34, 1.28, 5.80);(340.67, 9.29, 19.25)
12,05136;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
12,55243;Right Hand Presence Physics;(0.50, 0.74, 5.13);(338.92, 356.24, 337.75)
12,55243;Left Hand Presence Physics;(0.18, 0.70, 5.08);(339.10, 8.88, 21.01)
12,55243;Right Controller;(0.50, 0.74, 5.13);(338.91, 356.23, 337.74)
12,55243;Left Controller;(0.18, 0.71, 5.08);(339.09, 8.89, 20.96)
12,55243;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
13,05374;Right Hand Presence Physics;(-0.01, 0.77, 4.32);(335.02, 349.93, 339.50)
13,05374;Left Hand Presence Physics;(-0.34, 0.77, 4.21);(332.43, 4.54, 20.90)
13,05374;Right Controller;(-0.02, 0.77, 4.29);(335.23, 349.81, 339.54)
13,05374;Left Controller;(-0.35, 0.77, 4.17);(332.39, 4.41, 20.54)
13,05374;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
13,5548;Right Hand Presence Physics;(-1.10, 0.77, 3.82);(334.68, 349.49, 340.20)
13,5548;Left Hand Presence Physics;(-1.47, 0.74, 3.70);(333.42, 352.27, 27.68)
13,5548;Right Controller;(-1.13, 0.78, 3.82);(334.69, 349.49, 340.20)
13,5548;Left Controller;(-1.51, 0.74, 3.70);(333.69, 352.11, 27.32)
13,5548;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
14,05608;Right Hand Presence Physics;(-1.55, 1.39, 4.24);(335.40, 350.52, 339.53)
14,05608;Left Hand Presence Physics;(-1.93, 1.31, 4.15);(342.49, 351.35, 25.94)
14,05608;Right Controller;(-1.55, 1.39, 4.24);(335.40, 350.51, 339.52)
14,05608;Left Controller;(-1.93, 1.31, 4.15);(342.50, 351.34, 25.98)
14,05608;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
14,55728;Right Hand Presence Physics;(-0.81, 0.77, 3.86);(336.50, 350.01, 340.73)
14,55728;Left Hand Presence Physics;(-1.18, 0.69, 3.76);(343.57, 353.03, 24.56)
14,55728;Right Controller;(-0.78, 0.77, 3.84);(336.54, 350.05, 340.73)
14,55728;Left Controller;(-1.14, 0.69, 3.75);(343.53, 353.03, 24.55)
14,55728;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
15,05857;Right Hand Presence Physics;(-0.35, 0.77, 3.69);(337.11, 351.25, 339.97)
15,05857;Left Hand Presence Physics;(-0.71, 0.69, 3.59);(340.97, 355.66, 25.46)
15,05857;Right Controller;(-0.35, 0.77, 3.69);(337.15, 351.29, 339.95)
15,05857;Left Controller;(-0.71, 0.69, 3.59);(341.01, 355.69, 25.41)
15,05857;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
15,55996;Right Hand Presence Physics;(0.06, 0.76, 4.45);(337.77, 352.24, 339.27)
15,55996;Left Hand Presence Physics;(-0.30, 0.69, 4.34);(341.55, 356.84, 21.77)
15,55996;Right Controller;(0.06, 0.76, 4.49);(337.77, 352.24, 339.28)
15,55996;Left Controller;(-0.30, 0.69, 4.38);(341.55, 356.85, 21.78)
15,55996;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
16,06075;Right Hand Presence Physics;(-0.03, 1.25, 5.69);(337.69, 352.09, 339.44)
16,06075;Left Hand Presence Physics;(-0.39, 1.17, 5.59);(342.66, 356.98, 21.13)
16,06075;Right Controller;(-0.03, 1.26, 5.73);(337.69, 352.09, 339.43)
16,06075;Left Controller;(-0.39, 1.18, 5.63);(342.77, 357.03, 21.31)
16,06075;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
16,56212;Right Hand Presence Physics;(0.28, 1.21, 5.59);(337.86, 351.95, 339.47)
16,56212;Left Hand Presence Physics;(-0.08, 1.13, 5.49);(343.09, 356.97, 22.07)
16,56212;Right Controller;(0.31, 1.18, 5.57);(337.87, 351.95, 339.47)
16,56212;Left Controller;(-0.05, 1.10, 5.47);(343.09, 356.96, 22.08)
16,56212;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
17,06318;Right Hand Presence Physics;(0.73, 0.76, 4.47);(338.40, 351.44, 339.36)
17,06318;Left Hand Presence Physics;(0.37, 0.68, 4.37);(342.24, 357.17, 23.19)
17,06318;Right Controller;(0.74, 0.76, 4.44);(338.39, 351.44, 339.36)
17,06318;Left Controller;(0.39, 0.68, 4.34);(342.22, 357.18, 23.20)
17,06318;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
17,5645;Right Hand Presence Physics;(0.86, 0.76, 4.14);(338.54, 351.19, 339.67)
17,5645;Left Hand Presence Physics;(0.57, 0.65, 4.06);(355.84, 11.05, 337.34)
17,5645;Right Controller;(0.86, 0.76, 4.14);(338.53, 351.15, 339.68)
17,5645;Left Controller;(0.57, 0.66, 4.07);(356.23, 12.36, 335.48)
17,5645;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
18,06582;Right Hand Presence Physics;(0.85, 0.75, 4.14);(340.06, 351.20, 342.02)
18,06582;Left Hand Presence Physics;(0.65, 0.61, 4.18);(353.46, 19.52, 315.04)
18,06582;Right Controller;(0.85, 0.75, 4.14);(340.26, 351.22, 342.14)
18,06582;Left Controller;(0.65, 0.61, 4.18);(353.50, 19.37, 315.53)
18,06582;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
18,56691;Right Hand Presence Physics;(0.84, 0.75, 4.14);(339.41, 349.34, 343.28)
18,56691;Left Hand Presence Physics;(0.67, 0.57, 4.16);(2.22, 26.58, 315.99)
18,56691;Right Controller;(0.84, 0.75, 4.14);(339.40, 349.34, 343.28)
18,56691;Left Controller;(0.67, 0.57, 4.16);(2.50, 26.47, 316.36)
18,56691;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
19,06823;Right Hand Presence Physics;(0.83, 0.75, 4.14);(339.76, 349.24, 343.92)
19,06823;Left Hand Presence Physics;(0.68, 0.55, 4.18);(5.10, 26.69, 318.91)
19,06823;Right Controller;(0.83, 0.75, 4.14);(339.76, 349.22, 343.94)
19,06823;Left Controller;(0.68, 0.55, 4.18);(5.08, 26.69, 319.04)
19,06823;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
19,56947;Right Hand Presence Physics;(0.83, 0.75, 4.14);(339.95, 349.27, 344.02)
19,56947;Left Hand Presence Physics;(0.67, 0.55, 4.18);(5.98, 25.85, 318.69)
19,56947;Right Controller;(0.83, 0.75, 4.14);(339.95, 349.26, 344.02)
19,56947;Left Controller;(0.67, 0.55, 4.18);(5.97, 25.85, 318.70)
19,56947;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
20,07085;Right Hand Presence Physics;(0.83, 0.75, 4.14);(339.78, 349.42, 343.85)
20,07085;Left Hand Presence Physics;(0.67, 0.57, 4.17);(359.47, 25.35, 318.20)
20,07085;Right Controller;(0.83, 0.75, 4.14);(339.75, 349.41, 343.83)
20,07085;Left Controller;(0.67, 0.57, 4.17);(359.47, 25.35, 318.20)
20,07085;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
