Timestamp;Name;Position;Rotation;Grabbed;Hand
0;Right Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Left Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Metal Cube;(-0.11, 0.56, 5.65);(0.00, 0.00, 0.00);False;
2,506842;Right Controller;(0.10, -0.05, 0.30);(0.00, 0.00, 0.00)
2,506842;Left Controller;(-0.10, -0.05, 0.30);(0.00, 0.00, 0.00)
2,506842;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
3,008172;Right Hand Presence Physics;(0.10, 0.02, 0.30);(340.98, 353.80, 65.45)
3,008172;Left Hand Presence Physics;(-0.10, 0.08, 0.30);(352.33, 3.64, 84.04)
3,008172;Right Controller;(0.10, -0.05, 0.30);(0.00, 0.00, 0.00)
3,008172;Left Controller;(-0.10, -0.05, 0.30);(0.00, 0.00, 0.00)
3,008172;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
3,509588;Right Hand Presence Physics;(0.10, 0.02, 0.30);(340.98, 353.80, 65.45)
3,509588;Left Hand Presence Physics;(-0.10, 0.08, 0.30);(352.33, 3.64, 84.04)
3,509588;Right Controller;(0.10, -0.05, 0.30);(0.00, 0.00, 0.00)
3,509588;Left Controller;(-0.10, -0.05, 0.30);(0.00, 0.00, 0.00)
3,509588;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
4,010273;Right Hand Presence Physics;(0.10, 0.02, 0.30);(340.98, 353.80, 65.45)
4,010273;Left Hand Presence Physics;(-0.10, 0.08, 0.30);(352.33, 3.64, 84.04)
4,010273;Right Controller;(0.10, -0.05, 0.30);(0.00, 0.00, 0.00)
4,010273;Left Controller;(-0.10, -0.05, 0.30);(0.00, 0.00, 0.00)
4,010273;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
4,511529;Right Hand Presence Physics;(0.10, 0.02, 0.30);(340.98, 353.80, 65.45)
4,511529;Left Hand Presence Physics;(-0.10, 0.08, 0.30);(352.33, 3.64, 84.04)
4,511529;Right Controller;(0.10, -0.05, 0.30);(0.00, 0.00, 0.00)
4,511529;Left Controller;(-0.10, -0.05, 0.30);(0.00, 0.00, 0.00)
4,511529;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
5,012698;Right Hand Presence Physics;(0.10, 0.02, 0.30);(340.98, 353.80, 65.45)
5,012698;Left Hand Presence Physics;(-0.10, 0.08, 0.30);(352.33, 3.64, 84.04)
5,012698;Right Controller;(0.10, -0.05, 0.30);(0.00, 0.00, 0.00)
5,012698;Left Controller;(-0.10, -0.05, 0.30);(0.00, 0.00, 0.00)
5,012698;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
5,514076;Right Hand Presence Physics;(0.10, 0.02, 0.30);(340.98, 353.80, 65.45)
5,514076;Left Hand Presence Physics;(-0.10, 0.08, 0.30);(352.33, 3.64, 84.04)
5,514076;Right Controller;(0.10, -0.05, 0.30);(0.00, 0.00, 0.00)
5,514076;Left Controller;(-0.10, -0.05, 0.30);(0.00, 0.00, 0.00)
5,514076;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
6,027545;Right Hand Presence Physics;(0.10, 0.02, 0.30);(340.98, 353.80, 65.45)
6,027545;Left Hand Presence Physics;(-0.10, 0.08, 0.30);(352.33, 3.64, 84.04)
6,027545;Right Controller;(0.10, -0.05, 0.30);(0.00, 0.00, 0.00)
6,027545;Left Controller;(-0.10, -0.05, 0.30);(0.00, 0.00, 0.00)
6,027545;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
6,535891;Right Hand Presence Physics;(-0.27, 0.68, 0.59);(346.67, 310.77, 329.71)
6,535891;Left Hand Presence Physics;(-0.46, 0.68, 0.43);(344.36, 348.56, 59.15)
6,535891;Right Controller;(-0.27, 0.68, 0.58);(346.19, 309.66, 333.23)
6,535891;Left Controller;(-0.46, 0.68, 0.43);(344.25, 348.96, 56.93)
6,535891;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
7,038157;Right Hand Presence Physics;(-0.26, 0.66, 0.61);(351.59, 320.93, 329.11)
7,038157;Left Hand Presence Physics;(-0.46, 0.67, 0.43);(349.03, 337.38, 34.50)
7,038157;Right Controller;(-0.26, 0.66, 0.61);(351.61, 320.95, 329.10)
7,038157;Left Controller;(-0.46, 0.67, 0.43);(349.05, 337.34, 34.50)
7,038157;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
7,540171;Right Hand Presence Physics;(-0.25, 0.66, 0.61);(351.60, 321.51, 328.35)
7,540171;Left Hand Presence Physics;(-0.47, 0.67, 0.43);(349.91, 336.01, 34.09)
7,540171;Right Controller;(-0.25, 0.66, 0.61);(351.59, 321.52, 328.38)
7,540171;Left Controller;(-0.47, 0.67, 0.43);(349.88, 335.97, 34.13)
7,540171;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
8,041791;Right Hand Presence Physics;(-0.25, 0.66, 0.61);(351.22, 322.12, 328.56)
8,041791;Left Hand Presence Physics;(-0.48, 0.67, 0.43);(350.33, 333.73, 36.55)
8,041791;Right Controller;(-0.25, 0.67, 0.61);(351.22, 322.12, 328.56)
8,041791;Left Controller;(-0.48, 0.67, 0.43);(350.32, 333.74, 36.58)
8,041791;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
8,543544;Right Hand Presence Physics;(-0.25, 0.67, 0.61);(350.60, 322.63, 328.29)
8,543544;Left Hand Presence Physics;(-0.48, 0.67, 0.43);(350.52, 333.60, 36.60)
8,543544;Right Controller;(-0.25, 0.67, 0.61);(350.60, 322.63, 328.29)
8,543544;Left Controller;(-0.48, 0.67, 0.43);(350.52, 333.62, 36.59)
8,543544;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
9,044916;Right Hand Presence Physics;(-0.25, 0.67, 0.61);(350.77, 322.49, 327.96)
9,044916;Left Hand Presence Physics;(-0.47, 0.66, 0.43);(350.53, 333.72, 36.36)
9,044916;Right Controller;(-0.25, 0.67, 0.61);(350.77, 322.49, 327.96)
9,044916;Left Controller;(-0.47, 0.67, 0.43);(350.54, 333.75, 36.36)
9,044916;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
9,546556;Right Hand Presence Physics;(-0.25, 0.67, 0.61);(350.91, 322.73, 328.56)
9,546556;Left Hand Presence Physics;(-0.47, 0.66, 0.43);(350.57, 333.78, 36.28)
9,546556;Right Controller;(-0.25, 0.67, 0.61);(350.93, 322.74, 328.62)
9,546556;Left Controller;(-0.47, 0.67, 0.43);(350.57, 333.82, 36.28)
9,546556;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
10,04786;Right Hand Presence Physics;(-0.25, 0.66, 0.61);(351.63, 322.93, 329.25)
10,04786;Left Hand Presence Physics;(-0.46, 0.67, 0.43);(349.74, 336.33, 34.44)
10,04786;Right Controller;(-0.25, 0.67, 0.61);(351.62, 322.93, 329.26)
10,04786;Left Controller;(-0.46, 0.67, 0.43);(349.76, 336.33, 34.44)
10,04786;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
10,5492;Right Hand Presence Physics;(-0.25, 0.67, 0.61);(350.32, 322.33, 326.94)
10,5492;Left Hand Presence Physics;(-0.46, 0.67, 0.43);(350.69, 336.25, 34.89)
10,5492;Right Controller;(-0.25, 0.67, 0.61);(350.31, 322.37, 326.96)
10,5492;Left Controller;(-0.46, 0.67, 0.43);(350.72, 336.24, 34.92)
10,5492;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
11,05079;Right Hand Presence Physics;(-0.25, 0.67, 0.61);(350.92, 322.79, 328.07)
11,05079;Left Hand Presence Physics;(-0.46, 0.67, 0.43);(350.42, 336.42, 35.17)
11,05079;Right Controller;(-0.25, 0.67, 0.61);(350.94, 322.81, 328.04)
11,05079;Left Controller;(-0.46, 0.67, 0.43);(350.41, 336.42, 35.17)
11,05079;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
11,55201;Right Hand Presence Physics;(-0.25, 0.67, 0.61);(351.19, 322.95, 328.11)
11,55201;Left Hand Presence Physics;(-0.48, 0.65, 0.45);(2.74, 337.39, 18.91)
11,55201;Right Controller;(-0.25, 0.67, 0.61);(351.20, 322.95, 328.10)
11,55201;Left Controller;(-0.48, 0.64, 0.46);(4.66, 337.48, 16.21)
11,55201;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
12,05365;Right Hand Presence Physics;(-0.26, 0.66, 0.61);(352.49, 321.64, 332.99)
12,05365;Left Hand Presence Physics;(-0.49, 0.58, 0.57);(358.32, 344.50, 323.62)
12,05365;Right Controller;(-0.26, 0.66, 0.61);(352.49, 321.63, 333.01)
12,05365;Left Controller;(-0.49, 0.58, 0.57);(358.37, 344.67, 323.75)
12,05365;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
12,55483;Right Hand Presence Physics;(-0.27, 0.65, 0.61);(352.97, 321.41, 334.90)
12,55483;Left Hand Presence Physics;(-0.47, 0.54, 0.59);(2.26, 348.75, 324.69)
12,55483;Right Controller;(-0.27, 0.66, 0.61);(352.98, 321.41, 334.90)
12,55483;Left Controller;(-0.47, 0.55, 0.59);(2.40, 348.72, 324.97)
12,55483;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
