Timestamp;Name;Position;Rotation;Grabbed;Hand
0;Right Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Left Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Metal Cube;(-0.11, 0.56, 5.65);(0.00, 0.00, 0.00);False;
6,192338;Left Controller;(0.06, 0.74, 5.44);(354.28, 45.85, 11.10)
6,192338;Metal Cube;(0.12, 0.73, 5.42);(328.57, 72.76, 52.09);True;Right Hand
6,693702;Right Hand Presence Physics;(0.19, 0.78, 5.42);(330.79, 2.30, 344.43)
6,693702;Left Hand Presence Physics;(-0.01, 0.87, 5.40);(323.42, 40.31, 1.24)
6,693702;Right Controller;(0.20, 0.78, 5.43);(332.53, 3.98, 343.55)
6,693702;Left Controller;(-0.01, 0.87, 5.40);(322.92, 41.65, 0.44)
6,693702;Metal Cube;(0.02, 0.83, 5.43);(354.10, 39.78, 0.08);True;Right Hand
7,194792;Right Hand Presence Physics;(0.21, 0.78, 5.42);(333.76, 3.81, 342.11)
7,194792;Left Hand Presence Physics;(0.03, 0.80, 5.42);(337.24, 45.81, 337.41)
7,194792;Right Controller;(0.21, 0.78, 5.43);(335.80, 6.85, 340.56)
7,194792;Left Controller;(0.03, 0.81, 5.42);(336.71, 46.84, 337.43)
7,194792;Metal Cube;(0.07, 0.77, 5.45);(337.59, 46.51, 10.19);True;Right Hand
7,696239;Right Hand Presence Physics;(0.28, 0.80, 5.40);(328.28, 31.51, 322.13)
7,696239;Left Hand Presence Physics;(0.02, 0.80, 5.44);(336.12, 37.27, 346.14)
7,696239;Right Controller;(0.28, 0.80, 5.40);(326.85, 30.60, 322.29)
7,696239;Left Controller;(0.02, 0.80, 5.44);(336.14, 37.28, 346.15)
7,696239;Metal Cube;(0.07, 0.77, 5.46);(338.58, 49.88, 17.90);True;Right Hand
8,197288;Right Hand Presence Physics;(0.26, 0.81, 5.39);(321.84, 4.62, 342.62)
8,197288;Left Hand Presence Physics;(0.04, 0.79, 5.43);(337.56, 41.99, 344.20)
8,197288;Right Controller;(0.26, 0.81, 5.39);(321.57, 4.22, 344.59)
8,197288;Left Controller;(0.04, 0.79, 5.43);(337.54, 42.19, 343.98)
8,197288;Metal Cube;(0.09, 0.76, 5.45);(333.23, 48.60, 23.50);True;Right Hand
8,698821;Right Hand Presence Physics;(0.21, 0.80, 5.39);(320.84, 5.48, 337.33)
8,698821;Left Hand Presence Physics;(0.05, 0.78, 5.42);(337.49, 44.50, 344.57)
8,698821;Right Controller;(0.21, 0.80, 5.39);(320.61, 4.49, 338.51)
8,698821;Left Controller;(0.05, 0.78, 5.42);(337.50, 44.53, 344.57)
8,698821;Metal Cube;(0.11, 0.76, 5.44);(332.96, 46.55, 25.02);True;Right Hand
9,199609;Right Hand Presence Physics;(0.24, 0.80, 5.40);(324.90, 17.96, 325.16)
9,199609;Left Hand Presence Physics;(0.06, 0.77, 5.41);(338.34, 46.86, 342.70)
9,199609;Right Controller;(0.25, 0.80, 5.40);(325.65, 19.74, 323.43)
9,199609;Left Controller;(0.06, 0.77, 5.41);(338.34, 46.86, 342.69)
9,199609;Metal Cube;(0.11, 0.75, 5.43);(332.67, 41.82, 26.34);True;Right Hand
9,687163;Metal Cube;(0.12, 0.75, 5.43);(329.55, 41.95, 31.41);False;
9,700739;Right Hand Presence Physics;(0.22, 0.81, 5.39);(319.57, 10.41, 331.17)
9,700739;Left Hand Presence Physics;(0.07, 0.77, 5.40);(339.06, 48.33, 341.46)
9,700739;Right Controller;(0.22, 0.81, 5.39);(319.54, 10.38, 331.22)
9,700739;Left Controller;(0.07, 0.77, 5.40);(339.08, 48.35, 341.45)
9,700739;Metal Cube;(0.12, 0.75, 5.43);(329.51, 41.98, 31.45);False;
10,17422;Metal Cube;(0.13, 0.75, 5.42);(329.83, 43.34, 30.71);True;Right Hand
10,20217;Right Hand Presence Physics;(0.23, 0.80, 5.39);(319.92, 41.56, 317.31)
10,20217;Left Hand Presence Physics;(0.07, 0.77, 5.40);(339.43, 49.65, 340.80)
10,20217;Right Controller;(0.19, 0.80, 5.39);(320.79, 5.56, 336.25)
10,20217;Left Controller;(0.07, 0.77, 5.40);(339.42, 49.65, 340.80)
10,20217;Metal Cube;(0.13, 0.75, 5.42);(327.88, 46.93, 31.09);True;Right Hand
10,70342;Right Hand Presence Physics;(0.19, 0.85, 5.31);(307.61, 5.41, 351.21)
10,70342;Left Hand Presence Physics;(0.10, 0.72, 5.41);(351.01, 48.68, 330.26)
10,70342;Right Controller;(0.18, 0.85, 5.31);(306.41, 3.67, 339.02)
10,70342;Left Controller;(0.10, 0.72, 5.41);(351.35, 48.62, 329.94)
10,70342;Metal Cube;(0.15, 0.75, 5.39);(289.33, 73.02, 40.96);True;Right Hand
11,20461;Right Hand Presence Physics;(0.23, 0.82, 5.37);(325.73, 71.61, 308.66)
11,20461;Left Hand Presence Physics;(0.08, 0.77, 5.40);(338.52, 47.97, 336.00)
11,20461;Right Controller;(0.20, 0.81, 5.37);(316.48, 10.57, 336.53)
11,20461;Left Controller;(0.08, 0.77, 5.40);(338.61, 48.29, 335.82)
11,20461;Metal Cube;(0.14, 0.76, 5.41);(317.41, 60.89, 26.21);True;Right Hand
11,70584;Right Hand Presence Physics;(0.25, 0.82, 5.38);(327.88, 59.75, 305.45)
11,70584;Left Hand Presence Physics;(0.10, 0.77, 5.38);(338.23, 52.68, 333.53)
11,70584;Right Controller;(0.18, 0.81, 5.38);(317.50, 7.63, 338.30)
11,70584;Left Controller;(0.10, 0.77, 5.38);(338.24, 52.64, 333.54)
11,70584;Metal Cube;(0.16, 0.76, 5.40);(317.01, 41.96, 35.73);True;Right Hand
12,20713;Right Hand Presence Physics;(0.26, 0.82, 5.37);(317.47, 22.83, 328.32)
12,20713;Left Hand Presence Physics;(0.07, 0.78, 5.40);(336.13, 47.14, 335.92)
12,20713;Right Controller;(0.26, 0.82, 5.37);(317.64, 23.23, 328.05)
12,20713;Left Controller;(0.07, 0.78, 5.40);(336.07, 46.99, 335.99)
12,20713;Metal Cube;(0.13, 0.76, 5.41);(322.90, 61.13, 20.99);True;Right Hand
12,70832;Right Hand Presence Physics;(0.23, 0.81, 5.37);(340.93, 80.58, 331.58)
12,70832;Left Hand Presence Physics;(0.08, 0.77, 5.40);(336.54, 48.72, 335.16)
12,70832;Right Controller;(0.18, 0.80, 5.38);(318.15, 6.82, 337.61)
12,70832;Left Controller;(0.08, 0.78, 5.39);(336.54, 48.74, 335.17)
12,70832;Metal Cube;(0.14, 0.76, 5.41);(320.02, 58.74, 23.79);True;Right Hand
13,20939;Right Hand Presence Physics;(0.23, 0.80, 5.35);(332.57, 77.25, 292.60)
13,20939;Left Hand Presence Physics;(0.08, 0.77, 5.39);(336.60, 49.11, 335.17)
13,20939;Right Controller;(0.21, 0.81, 5.38);(317.51, 12.34, 333.92)
13,20939;Left Controller;(0.08, 0.77, 5.39);(336.60, 49.11, 335.18)
13,20939;Metal Cube;(0.14, 0.76, 5.41);(320.05, 56.54, 25.00);True;Right Hand
13,71052;Right Hand Presence Physics;(0.24, 0.75, 5.34);(350.49, 79.08, 274.42)
13,71052;Left Hand Presence Physics;(0.09, 0.77, 5.38);(337.62, 51.26, 334.11)
13,71052;Right Controller;(0.18, 0.80, 5.38);(318.10, 6.05, 337.55)
13,71052;Left Controller;(0.09, 0.77, 5.38);(337.65, 51.30, 334.10)
13,71052;Metal Cube;(0.15, 0.76, 5.40);(316.43, 47.44, 32.94);True;Right Hand
14,15636;Metal Cube;(0.14, 0.76, 5.40);(320.15, 52.77, 27.54);False;
14,21199;Right Hand Presence Physics;(0.24, 0.81, 5.38);(317.75, 21.94, 330.18)
14,21199;Left Hand Presence Physics;(0.08, 0.77, 5.39);(336.70, 49.13, 334.77)
14,21199;Right Controller;(0.24, 0.82, 5.37);(317.72, 22.94, 329.54)
14,21199;Left Controller;(0.08, 0.77, 5.39);(336.63, 48.91, 334.79)
14,21199;Metal Cube;(0.14, 0.76, 5.41);(319.91, 52.07, 27.57);False;
14,69909;Metal Cube;(0.13, 0.77, 5.42);(316.56, 48.62, 25.45);True;Right Hand
14,71299;Right Hand Presence Physics;(0.19, 0.80, 5.39);(319.59, 8.84, 339.45)
14,71299;Left Hand Presence Physics;(0.08, 0.78, 5.40);(335.63, 46.86, 333.47)
14,71299;Right Controller;(0.19, 0.80, 5.39);(319.72, 8.96, 339.58)
14,71299;Left Controller;(0.08, 0.78, 5.40);(335.62, 46.87, 333.46)
14,71299;Metal Cube;(0.13, 0.77, 5.42);(318.77, 50.45, 26.02);True;Right Hand
15,01942;Metal Cube;(0.14, 0.77, 5.41);(316.51, 56.08, 25.99);False;
15,21403;Right Hand Presence Physics;(0.22, 0.81, 5.38);(318.15, 15.90, 331.16)
15,21403;Left Hand Presence Physics;(0.06, 0.78, 5.41);(334.22, 42.78, 336.40)
15,21403;Right Controller;(0.22, 0.81, 5.38);(318.15, 15.91, 331.17)
15,21403;Left Controller;(0.06, 0.78, 5.41);(334.18, 42.74, 336.41)
15,21403;Metal Cube;(0.15, 0.78, 5.40);(317.38, 56.85, 24.62);False;
15,7152;Right Hand Presence Physics;(0.21, 0.81, 5.38);(318.44, 14.45, 328.00)
15,7152;Left Hand Presence Physics;(0.06, 0.79, 5.42);(335.17, 36.85, 357.33)
15,7152;Right Controller;(0.21, 0.81, 5.38);(318.42, 14.41, 328.01)
15,7152;Left Controller;(0.06, 0.79, 5.42);(335.21, 36.50, 358.40)
15,7152;Metal Cube;(0.14, 0.78, 5.40);(319.08, 54.81, 22.51);False;
15,77101;Metal Cube;(0.14, 0.78, 5.40);(318.79, 54.45, 22.62);True;Left Hand
16,21651;Right Hand Presence Physics;(0.21, 0.81, 5.38);(317.86, 13.62, 327.82)
16,21651;Left Hand Presence Physics;(0.08, 0.78, 5.41);(337.61, 38.67, 1.83)
16,21651;Right Controller;(0.21, 0.81, 5.38);(317.87, 13.57, 327.83)
16,21651;Left Controller;(0.08, 0.78, 5.41);(337.72, 38.84, 2.20)
16,21651;Metal Cube;(0.14, 0.78, 5.40);(318.43, 54.97, 22.07);True;Left Hand
16,71778;Right Hand Presence Physics;(0.17, 0.80, 5.38);(318.16, 5.85, 331.50)
16,71778;Left Hand Presence Physics;(0.10, 0.81, 5.41);(330.04, 37.63, 12.00)
16,71778;Right Controller;(0.17, 0.80, 5.38);(318.16, 5.84, 331.49)
16,71778;Left Controller;(0.10, 0.81, 5.41);(329.79, 37.22, 12.54)
16,71778;Metal Cube;(0.10, 0.80, 5.41);(328.54, 72.31, 6.71);True;Left Hand
17,21907;Right Hand Presence Physics;(0.18, 0.80, 5.37);(317.40, 7.46, 330.77)
17,21907;Left Hand Presence Physics;(0.08, 0.82, 5.42);(326.54, 31.53, 14.74)
17,21907;Right Controller;(0.18, 0.81, 5.37);(317.33, 8.04, 330.39)
17,21907;Left Controller;(0.08, 0.82, 5.42);(326.43, 31.06, 14.96)
17,21907;Metal Cube;(0.11, 0.81, 5.41);(330.52, 74.01, 2.78);True;Left Hand
17,72001;Right Hand Presence Physics;(0.17, 0.80, 5.37);(316.89, 5.61, 330.74)
17,72001;Left Hand Presence Physics;(0.06, 0.82, 5.45);(332.10, 23.53, 26.33)
17,72001;Right Controller;(0.17, 0.80, 5.37);(316.92, 5.18, 330.98)
17,72001;Left Controller;(0.06, 0.82, 5.45);(331.93, 23.82, 26.28)
17,72001;Metal Cube;(0.11, 0.80, 5.42);(328.92, 84.28, 6.54);True;Left Hand
18,22115;Right Hand Presence Physics;(0.17, 0.81, 5.37);(316.70, 5.41, 331.34)
18,22115;Left Hand Presence Physics;(0.08, 0.81, 5.44);(331.91, 27.43, 20.92)
18,22115;Right Controller;(0.18, 0.81, 5.37);(316.60, 5.91, 331.02)
18,22115;Left Controller;(0.07, 0.81, 5.44);(332.14, 27.13, 20.93)
18,22115;Metal Cube;(0.11, 0.80, 5.42);(327.62, 81.71, 7.13);True;Left Hand
18,24917;Metal Cube;(0.11, 0.80, 5.42);(326.36, 80.29, 7.98);False;
18,72248;Right Hand Presence Physics;(0.22, 0.82, 5.37);(318.08, 4.52, 324.97)
18,72248;Left Hand Presence Physics;(0.00, 0.84, 5.47);(329.29, 22.21, 13.97)
18,72248;Right Controller;(0.22, 0.82, 5.37);(318.13, 4.07, 325.36)
18,72248;Left Controller;(0.00, 0.84, 5.47);(329.14, 23.23, 12.10)
18,72248;Metal Cube;(0.15, 0.82, 5.41);(330.87, 74.12, 8.38);False;
19,1402;Metal Cube;(0.12, 0.81, 5.40);(327.86, 69.21, 10.03);True;Left Hand
19,22381;Right Hand Presence Physics;(0.19, 0.81, 5.37);(318.38, 357.07, 329.75)
19,22381;Left Hand Presence Physics;(0.05, 0.83, 5.44);(329.68, 34.51, 3.28)
19,22381;Right Controller;(0.19, 0.81, 5.37);(318.35, 357.03, 329.79)
19,22381;Left Controller;(0.05, 0.83, 5.44);(329.69, 34.50, 3.29)
19,22381;Metal Cube;(0.12, 0.81, 5.40);(330.43, 69.78, 6.53);True;Left Hand
19,72483;Right Hand Presence Physics;(0.15, 0.80, 5.38);(320.12, 349.79, 333.32)
19,72483;Left Hand Presence Physics;(0.08, 0.84, 5.42);(324.48, 28.75, 19.77)
19,72483;Right Controller;(0.15, 0.80, 5.38);(320.20, 349.49, 333.49)
19,72483;Left Controller;(0.08, 0.84, 5.42);(324.30, 28.42, 20.32)
19,72483;Metal Cube;(0.09, 0.82, 5.41);(342.83, 79.72, 354.87);True;Left Hand
20,22597;Right Hand Presence Physics;(0.18, 0.81, 5.37);(318.80, 354.55, 332.42)
20,22597;Left Hand Presence Physics;(0.04, 0.83, 5.42);(323.78, 30.85, 8.46)
20,22597;Right Controller;(0.18, 0.81, 5.37);(318.70, 355.12, 332.11)
20,22597;Left Controller;(0.04, 0.83, 5.42);(323.96, 31.10, 7.33)
20,22597;Metal Cube;(0.10, 0.81, 5.40);(331.15, 66.99, 3.28);True;Left Hand
20,46272;Metal Cube;(0.14, 0.81, 5.39);(326.64, 61.12, 10.22);False;
20,72735;Right Hand Presence Physics;(0.23, 0.82, 5.37);(317.61, 2.11, 329.17)
20,72735;Left Hand Presence Physics;(0.00, 0.82, 5.44);(325.83, 23.48, 6.71)
20,72735;Right Controller;(0.23, 0.82, 5.37);(317.73, 1.61, 329.34)
20,72735;Left Controller;(0.00, 0.82, 5.44);(325.98, 23.90, 6.40)
20,72735;Metal Cube;(0.15, 0.81, 5.39);(326.86, 59.10, 10.69);False;
21,03328;Metal Cube;(0.12, 0.80, 5.39);(324.32, 54.08, 13.74);True;Left Hand
21,22853;Right Hand Presence Physics;(0.18, 0.81, 5.38);(318.98, 353.34, 334.83)
21,22853;Left Hand Presence Physics;(0.07, 0.82, 5.40);(326.24, 37.11, 1.46)
21,22853;Right Controller;(0.18, 0.81, 5.38);(318.97, 353.29, 334.87)
21,22853;Left Controller;(0.08, 0.83, 5.40);(326.22, 37.36, 1.24)
21,22853;Metal Cube;(0.11, 0.80, 5.39);(327.77, 55.58, 9.48);True;Left Hand
21,72966;Right Hand Presence Physics;(0.15, 0.81, 5.37);(318.98, 346.67, 337.75)
21,72966;Left Hand Presence Physics;(0.11, 0.81, 5.37);(328.39, 49.44, 357.49)
21,72966;Right Controller;(0.15, 0.81, 5.37);(318.97, 346.70, 337.65)
21,72966;Left Controller;(0.11, 0.82, 5.37);(328.20, 49.52, 357.59)
21,72966;Metal Cube;(0.07, 0.80, 5.38);(328.63, 52.95, 6.52);True;Left Hand
22,23095;Right Hand Presence Physics;(0.19, 0.81, 5.38);(319.45, 357.94, 330.97)
22,23095;Left Hand Presence Physics;(-0.03, 0.85, 5.44);(323.04, 15.40, 30.49)
22,23095;Right Controller;(0.19, 0.81, 5.38);(319.45, 357.93, 330.99)
22,23095;Left Controller;(-0.03, 0.86, 5.44);(322.98, 15.42, 30.44)
22,23095;Metal Cube;(0.12, 0.81, 5.39);(330.89, 58.83, 7.94);True;Left Hand
22,3841;Metal Cube;(0.12, 0.81, 5.39);(329.66, 57.40, 9.20);False;
22,73224;Right Hand Presence Physics;(0.19, 0.81, 5.38);(319.55, 357.08, 331.82)
22,73224;Left Hand Presence Physics;(0.03, 0.83, 5.42);(325.76, 31.03, 14.12)
22,73224;Right Controller;(0.19, 0.81, 5.38);(319.54, 357.08, 331.82)
22,73224;Left Controller;(0.04, 0.83, 5.42);(325.78, 31.09, 14.09)
22,73224;Metal Cube;(0.12, 0.80, 5.39);(329.58, 57.26, 9.35);False;
22,88544;Metal Cube;(0.11, 0.80, 5.39);(329.48, 57.08, 9.43);True;Left Hand
23,23307;Right Hand Presence Physics;(0.19, 0.81, 5.38);(319.53, 356.92, 331.94)
23,23307;Left Hand Presence Physics;(0.01, 0.81, 5.39);(351.66, 297.53, 55.10)
23,23307;Right Controller;(0.19, 0.81, 5.38);(319.53, 356.93, 331.90)
23,23307;Left Controller;(0.04, 0.83, 5.41);(324.05, 31.96, 12.11)
23,23307;Metal Cube;(0.11, 0.81, 5.39);(330.36, 56.77, 8.15);True;Left Hand
23,44214;Metal Cube;(0.12, 0.81, 5.40);(330.72, 55.15, 8.23);False;
23,73436;Right Hand Presence Physics;(0.22, 0.81, 5.38);(320.97, 6.91, 327.31)
23,73436;Left Hand Presence Physics;(0.01, 0.79, 5.45);(8.94, 323.19, 54.72)
23,73436;Right Controller;(0.22, 0.81, 5.38);(321.02, 7.48, 326.86)
23,73436;Left Controller;(0.03, 0.81, 5.45);(337.53, 36.93, 41.58)
23,73436;Metal Cube;(0.09, 0.82, 5.41);(333.52, 60.10, 40.22);False;
24,23614;Right Hand Presence Physics;(0.23, 0.81, 5.38);(319.92, 14.54, 323.77)
24,23614;Left Hand Presence Physics;(0.03, 0.77, 5.44);(358.06, 317.50, 50.77)
24,23614;Right Controller;(0.22, 0.81, 5.38);(320.04, 14.03, 324.24)
24,23614;Left Controller;(0.06, 0.79, 5.44);(338.52, 36.34, 28.23)
24,23614;Metal Cube;(0.13, 0.78, 5.41);(338.83, 58.74, 29.16);False;
24,50009;Metal Cube;(0.13, 0.77, 5.40);(350.10, 64.19, 28.19);True;Right Hand
24,73685;Right Hand Presence Physics;(0.18, 0.80, 5.38);(318.90, 6.12, 331.18)
24,73685;Left Hand Presence Physics;(0.04, 0.77, 5.43);(350.90, 315.02, 50.89)
24,73685;Right Controller;(0.18, 0.81, 5.38);(318.91, 6.06, 331.20)
24,73685;Left Controller;(0.07, 0.78, 5.44);(337.88, 35.87, 20.76)
24,73685;Metal Cube;(0.14, 0.77, 5.40);(340.33, 58.74, 21.89);True;Right Hand
25,04341;Metal Cube;(0.14, 0.77, 5.41);(340.50, 55.90, 21.39);False;
25,23804;Right Hand Presence Physics;(0.24, 0.81, 5.37);(319.96, 19.27, 320.11)
25,23804;Left Hand Presence Physics;(0.04, 0.77, 5.43);(348.89, 309.81, 51.58)
25,23804;Right Controller;(0.24, 0.81, 5.37);(320.19, 20.17, 319.12)
25,23804;Left Controller;(0.06, 0.78, 5.44);(336.36, 34.33, 17.59)
25,23804;Metal Cube;(0.14, 0.77, 5.41);(340.11, 54.55, 19.36);False;
25,7393;Right Hand Presence Physics;(0.20, 0.80, 5.38);(323.56, 21.07, 339.42)
25,7393;Left Hand Presence Physics;(0.05, 0.77, 5.42);(342.79, 308.52, 52.95)
25,7393;Right Controller;(0.19, 0.80, 5.38);(321.13, 9.73, 326.72)
25,7393;Left Controller;(0.07, 0.78, 5.42);(334.87, 36.08, 11.78)
25,7393;Metal Cube;(0.15, 0.76, 5.40);(340.55, 55.67, 13.13);False;
26,24062;Right Hand Presence Physics;(0.21, 0.78, 5.35);(332.57, 55.97, 318.44)
26,24062;Left Hand Presence Physics;(0.06, 0.77, 5.41);(337.47, 308.95, 53.62)
26,24062;Right Controller;(0.16, 0.79, 5.39);(322.74, 0.58, 335.37)
26,24062;Left Controller;(0.09, 0.78, 5.41);(334.18, 39.16, 6.07)
26,24062;Metal Cube;(0.16, 0.75, 5.39);(341.62, 58.10, 7.71);False;
26,74159;Right Hand Presence Physics;(0.25, 0.82, 5.36);(318.96, 23.48, 320.44)
26,74159;Left Hand Presence Physics;(0.05, 0.77, 5.41);(339.30, 306.36, 54.92)
26,74159;Right Controller;(0.26, 0.83, 5.36);(318.92, 25.43, 318.88)
26,74159;Left Controller;(0.07, 0.78, 5.42);(333.00, 36.18, 8.05)
26,74159;Metal Cube;(0.15, 0.76, 5.40);(339.88, 55.51, 9.12);False;
27,24299;Right Hand Presence Physics;(0.21, 0.81, 5.38);(320.67, 11.24, 330.91)
27,24299;Left Hand Presence Physics;(0.05, 0.77, 5.41);(339.17, 305.58, 55.61)
27,24299;Right Controller;(0.21, 0.81, 5.38);(320.84, 11.10, 330.69)
27,24299;Left Controller;(0.07, 0.79, 5.42);(332.34, 35.68, 7.96)
27,24299;Metal Cube;(0.14, 0.76, 5.40);(339.32, 55.09, 8.78);False;
27,28472;Metal Cube;(0.14, 0.76, 5.40);(340.82, 59.95, 9.11);True;Right Hand
27,74381;Right Hand Presence Physics;(0.22, 0.81, 5.38);(319.95, 11.22, 329.98)
27,74381;Left Hand Presence Physics;(0.05, 0.77, 5.41);(340.47, 303.10, 56.15)
27,74381;Right Controller;(0.22, 0.81, 5.38);(319.96, 11.27, 329.94)
27,74381;Left Controller;(0.07, 0.79, 5.42);(332.21, 34.90, 8.42)
27,74381;Metal Cube;(0.15, 0.76, 5.41);(338.46, 52.16, 10.61);True;Right Hand
27,78612;Metal Cube;(0.14, 0.76, 5.41);(338.15, 52.53, 10.25);False;
